Element 1: (2, (12, 6), ['F', '.', '.', '.'], [(13, 3), (1, 6), (13, 7)], [False, False, False, False], 98, False, [False, True, True, True], 19, 'West', (11, 6))
Element 2: (2, (11, 6), ['F', 'F', 'F', ''], [(14, 3), (1, 7), (14, 7)], [False, False, False, False], 96, False, [False, False, False, False], 1048, 'North', (11, 7))
Element 3: (2, (11, 7), ['F', '', 'F', '.'], [(15, 3), (1, 8), (15, 7)], [False, False, False, False], 94, False, [False, False, False, True], 2077, 'North', (11, 8))
Element 4: (2, (11, 8), ['F', '', 'F', '.'], [(15, 4), (1, 9), (15, 8)], [False, False, False, False], 92, False, [False, False, False, True], 3106, 'North', (11, 9))
Element 5: (2, (11, 9), ['F', '', '%', '.'], [(15, 5), (1, 8), (15, 9)], [False, False, True, False], 90, False, [False, False, False, True], 4125, 'West', (10, 9))
Element 6: (2, (10, 9), ['.', 'F', '%', ''], [(15, 6), (1, 7), (14, 9)], [False, False, True, False], 88, False, [True, False, False, False], 5144, 'South', (10, 8))
Element 7: (2, (10, 8), ['.', 'F', '', ''], [(14, 6), (1, 6), (14, 8)], [False, False, False, False], 86, False, [True, False, False, False], 6163, 'South', (10, 7))
Element 8: (2, (10, 7), ['.', 'F', '', ''], [(14, 5), (1, 5), (13, 8)], [False, False, False, False], 84, False, [True, False, False, False], 7182, 'South', (10, 6))
Element 9: (2, (10, 6), ['.', 'F', '', ''], [(14, 4), (1, 4), (13, 9)], [False, False, False, False], 82, False, [True, False, False, False], 8211, 'South', (10, 5))
Element 10: (2, (10, 5), ['.', 'F', '', 'F'], [(13, 4), (1, 3), (12, 9)], [False, False, False, False], 80, False, [True, False, False, False], 9240, 'East', (11, 5))
Element 11: (2, (11, 5), ['', 'F', '', '.'], [(13, 5), (1, 2), (12, 8)], [False, False, False, False], 78, False, [False, False, False, True], 10269, 'South', (11, 4))
Element 12: (2, (11, 4), ['F', 'F', '', '.'], [(13, 6), (1, 1), (12, 7)], [False, False, False, False], 76, False, [False, False, False, True], 11298, 'South', (11, 3))
Element 13: (2, (11, 3), ['F', '%', '', '.'], [(13, 7), (2, 1), (12, 6)], [False, True, False, False], 74, False, [False, False, False, True], 12307, 'West', (10, 3))
Element 14: (2, (10, 3), ['.', '.', 'F', ''], [(14, 7), (3, 1), (12, 5)], [False, False, False, False], 72, False, [True, True, False, False], 13326, 'North', (10, 4))
Element 15: #1#
