Element 1: (2, (5, 9), ['.', '.', '%', '.'], [(1, 7), (4, 7), (9, 8)], [False, False, True, False], 98, False, [True, True, False, True], 19, 'East', (6, 9))
Element 2: (2, (6, 9), ['', '.', '%', '.'], [(1, 8), (5, 7), (10, 8)], [False, False, True, False], 96, False, [False, True, False, True], 1048, 'East', (7, 9))
Element 3: (2, (7, 9), ['', '.', '%', '.'], [(1, 9), (6, 7), (11, 8)], [False, False, True, False], 94, False, [False, True, False, True], 2077, 'East', (8, 9))
Element 4: (2, (8, 9), ['', '.', '%', '.'], [(1, 8), (7, 7), (11, 9)], [False, False, True, False], 92, False, [False, True, False, True], 3096, 'East', (9, 9))
Element 5: (2, (9, 9), ['', '', '%', 'G'], [(1, 7), (8, 7), (10, 9)], [False, False, True, False], 90, False, [False, False, False, False], 4115, 'South', (9, 8))
Element 6: (2, (9, 8), ['.', 'G', 'G', ''], [(1, 6), (9, 7), (9, 9)], [False, False, False, False], 88, False, [True, False, False, False], 4124, 'West', (8, 8))
Element 7: (2, (8, 8), ['.', '', 'G', ''], [(1, 5), (10, 7), (8, 9)], [False, False, False, False], 86, False, [True, False, False, False], 5143, 'West', (7, 8))
Element 8: (2, (7, 8), ['.', '', '', 'G'], [(1, 4), (11, 7), (8, 8)], [False, False, False, False], 84, False, [True, False, False, False], 6162, 'West', (6, 8))
Element 9: (2, (6, 8), ['.', '', '', ''], [(1, 3), (11, 6), (8, 7)], [False, False, False, False], 82, False, [True, False, False, False], 7181, 'West', (5, 8))
Element 10: (2, (5, 8), ['.', '', '', ''], [(1, 2), (11, 5), (8, 6)], [False, False, False, False], 80, False, [True, False, False, False], 8210, 'West', (4, 8))
Element 11: (2, (4, 8), ['.', '', '.', ''], [(1, 1), (11, 4), (9, 6)], [False, False, False, False], 78, False, [True, False, True, False], 9239, 'North', (4, 9))
Element 12: (2, (4, 9), ['.', '', '%', ''], [(2, 1), (11, 3), (10, 6)], [False, False, True, False], 76, False, [True, False, False, False], 11258, 'West', (3, 9))
Element 13: (2, (3, 9), ['%', '.', '%', ''], [(3, 1), (10, 3), (10, 5)], [True, False, True, False], 74, False, [False, True, False, False], 13277, 'South', (3, 8))
Element 14: #1#
