Element 1: (0, (3, 3), ['%', '%', '.', '.'], [(4, 9), (6, 1), (9, 8)], [True, True, False, False], 98, False, [False, False, True, True], 0, 'East', (4, 3))
Element 2: (0, (4, 3), ['', '.', '.', '.'], [(5, 9), (7, 1), (10, 8)], [False, False, False, False], 96, False, [False, True, True, True], 1029, 'East', (5, 3))
Element 3: (0, (5, 3), ['', '%', '.', '.'], [(6, 9), (8, 1), (11, 8)], [False, True, False, False], 94, False, [False, False, True, True], 2058, 'East', (6, 3))
Element 4: (0, (6, 3), ['', '.', '.', '.'], [(7, 9), (9, 1), (11, 9)], [False, False, False, False], 92, False, [False, True, True, True], 3087, 'East', (7, 3))
Element 5: (0, (7, 3), ['', '.', '.', '.'], [(8, 9), (10, 1), (10, 9)], [False, False, False, False], 90, False, [False, True, True, True], 4116, 'East', (8, 3))
Element 6: (0, (8, 3), ['', '.', '.', '.'], [(9, 9), (11, 1), (11, 9)], [False, False, False, False], 88, False, [False, True, True, True], 4145, 'East', (9, 3))
Element 7: (0, (9, 3), ['', '.', '.', 'F'], [(10, 9), (12, 1), (12, 9)], [False, False, False, False], 86, False, [False, True, True, False], 4174, 'East', (10, 3))
Element 8: (0, (10, 3), ['', '.', 'F', 'F'], [(11, 9), (13, 1), (13, 9)], [False, False, False, False], 84, False, [False, True, False, False], 5193, 'East', (11, 3))
Element 9: (0, (11, 3), ['', '%', 'F', '.'], [(12, 9), (14, 1), (14, 9)], [False, True, False, False], 82, False, [False, False, False, True], 6212, 'North', (11, 4))
Element 10: (0, (11, 4), ['F', '', 'F', '.'], [(12, 8), (13, 1), (15, 9)], [False, False, False, False], 80, False, [False, False, False, True], 7231, 'North', (11, 5))
Element 11: (0, (11, 5), ['F', '', 'F', '.'], [(13, 8), (13, 2), (15, 8)], [False, False, False, False], 78, False, [False, False, False, True], 8260, 'North', (11, 6))
Element 12: (0, (11, 6), ['F', '', 'F', '.'], [(14, 8), (13, 3), (15, 7)], [False, False, False, False], 76, False, [False, False, False, True], 9289, 'North', (11, 7))
Element 13: (0, (11, 7), ['F', '', '', '.'], [(14, 7), (14, 3), (15, 6)], [False, False, False, False], 74, False, [False, False, False, True], 10318, 'West', (10, 7))
Element 14: (0, (10, 7), ['.', 'F', '', ''], [(14, 6), (15, 3), (15, 5)], [False, False, False, False], 72, False, [True, False, False, False], 11347, 'South', (10, 6))
Element 15: (0, (10, 6), ['.', 'F', '', ''], [(14, 5), (15, 4), (15, 6)], [False, False, False, False], 70, False, [True, False, False, False], 12366, 'South', (10, 5))
Element 16: (0, (10, 5), ['.', 'F', '', ''], [(14, 4), (15, 5), (15, 7)], [False, False, False, False], 68, False, [True, False, False, False], 13375, 'South', (10, 4))
Element 17: #1#
