Element 1: (3, (18, 1), ['.', '%', '%', '%'], [(13, 3), (6, 3), (15, 8)], [False, True, True, True], 98, False, [True, False, False, False], 29, 'West', (17, 1))
Element 2: (3, (17, 1), ['.', '%', '%', ''], [(14, 3), (7, 3), (15, 9)], [False, True, True, False], 96, False, [True, False, False, False], 68, 'West', (16, 1))
Element 3: (3, (16, 1), ['%', '%', '%', ''], [(15, 3), (8, 3), (14, 9)], [True, True, True, False], 94, False, [False, False, False, False], 107, 'East', (17, 1))
Element 4: (3, (17, 1), ['', '%', '%', ''], [(15, 4), (9, 3), (13, 9)], [False, True, True, False], 92, False, [False, False, False, False], 136, 'East', (18, 1))
Element 5: (3, (18, 1), ['', '%', '%', '%'], [(15, 5), (10, 3), (13, 8)], [False, True, True, True], 90, False, [False, False, False, False], 1155, 'Stop', (18, 1))
Element 6: (3, (18, 1), ['', '%', '%', '%'], [(15, 6), (11, 3), (13, 7)], [False, True, True, True], 88, False, [False, False, False, False], 2174, 'West', (17, 1))
Element 7: (3, (17, 1), ['', '%', '%', ''], [(15, 7), (11, 4), (14, 7)], [False, True, True, False], 86, False, [False, False, False, False], 3193, 'West', (16, 1))
Element 8: (3, (16, 1), ['%', '%', '%', ''], [(15, 8), (11, 5), (14, 6)], [True, True, True, False], 84, False, [False, False, False, False], 4202, 'East', (17, 1))
Element 9: (3, (17, 1), ['', '%', '%', ''], [(15, 9), (11, 6), (14, 5)], [False, True, True, False], 82, False, [False, False, False, False], 5211, 'East', (18, 1))
Element 10: (3, (18, 1), ['', '%', '%', '%'], [(14, 9), (11, 7), (14, 4)], [False, True, True, True], 80, False, [False, False, False, False], 6220, 'Stop', (18, 1))
Element 11: (3, (18, 1), ['', '%', '%', '%'], [(14, 8), (11, 8), (13, 4)], [False, True, True, True], 78, False, [False, False, False, False], 7229, 'West', (17, 1))
Element 12: (3, (17, 1), ['', '%', '%', ''], [(14, 7), (11, 9), (13, 5)], [False, True, True, False], 76, False, [False, False, False, False], 8238, 'West', (16, 1))
Element 13: (3, (16, 1), ['%', '%', '%', ''], [(14, 6), (10, 9), (13, 6)], [True, True, True, False], 74, False, [False, False, False, False], 9247, 'East', (17, 1))
Element 14: (3, (17, 1), ['', '%', '%', ''], [(14, 5), (10, 8), (12, 6)], [False, True, True, False], 72, False, [False, False, False, False], 10256, 'East', (18, 1))
Element 15: (3, (18, 1), ['', '%', '%', '%'], [(14, 4), (10, 7), (12, 7)], [False, True, True, True], 70, False, [False, False, False, False], 11265, 'Stop', (18, 1))
Element 16: (3, (18, 1), ['', '%', '%', '%'], [(13, 4), (10, 6), (12, 8)], [False, True, True, True], 68, False, [False, False, False, False], 12274, 'West', (17, 1))
Element 17: (3, (17, 1), ['', '%', '%', ''], [(12, 4), (10, 5), (12, 9)], [False, True, True, False], 66, False, [False, False, False, False], 13293, 'West', (16, 1))
Element 18: #1#
