Element 1: (2, (9, 7), ['.', '.', '.', 'F'], [(8, 8), (4, 3), (14, 4)], [False, False, False, False], 98, False, [True, True, True, False], 19, 'East', (10, 7))
Element 2: (2, (10, 7), ['', 'F', 'F', 'F'], [(9, 8), (5, 3), (15, 4)], [False, False, False, False], 96, False, [False, False, False, False], 1048, 'East', (11, 7))
Element 3: (2, (11, 7), ['', 'F', 'F', '.'], [(10, 8), (6, 3), (15, 5)], [False, False, False, False], 94, False, [False, False, False, True], 3067, 'North', (11, 8))
Element 4: (2, (11, 8), ['', '', 'F', '.'], [(10, 9), (7, 3), (15, 6)], [False, False, False, False], 92, False, [False, False, False, True], 5086, 'North', (11, 9))
Element 5: (2, (11, 9), ['', '', '%', '.'], [(9, 9), (8, 3), (15, 7)], [False, False, True, False], 90, False, [False, False, False, True], 6115, 'East', (12, 9))
Element 6: (2, (12, 9), ['', '.', '%', '.'], [(8, 9), (9, 3), (15, 8)], [False, False, True, False], 88, False, [False, True, False, True], 6154, 'East', (13, 9))
Element 7: (2, (13, 9), ['', '.', '%', '.'], [(7, 9), (10, 3), (15, 9)], [False, False, True, False], 86, False, [False, True, False, True], 7183, 'East', (14, 9))
Element 8: (2, (14, 9), ['', '.', '%', ''], [(6, 9), (11, 3), (15, 8)], [False, False, True, False], 84, False, [False, True, False, False], 8202, 'South', (14, 8))
Element 9: (2, (14, 8), ['.', '.', '', ''], [(6, 8), (11, 4), (15, 7)], [False, False, False, False], 82, False, [True, True, False, False], 9221, 'South', (14, 7))
Element 10: (2, (14, 7), ['.', '.', '', ''], [(6, 7), (11, 5), (15, 8)], [False, False, False, False], 80, False, [True, True, False, False], 10240, 'South', (14, 6))
Element 11: (2, (14, 6), ['.', '.', '', ''], [(7, 7), (11, 6), (15, 7)], [False, False, False, False], 78, False, [True, True, False, False], 11259, 'South', (14, 5))
Element 12: (2, (14, 5), ['.', '', '', ''], [(8, 7), (10, 6), (14, 7)], [False, False, False, False], 76, False, [True, False, False, False], 12278, 'West', (13, 5))
Element 13: (2, (13, 5), ['.', '.', '.', ''], [(8, 6), (10, 5), (13, 7)], [False, False, False, False], 74, False, [True, True, True, False], 13307, 'North', (13, 6))
Element 14: #1#
