Element 1: (0, (11, 1), ['.', '%', '%', '.'], [(6, 1), (10, 2), (15, 6)], [False, True, True, False], 98, False, [True, False, False, True], 0, 'East', (12, 1))
Element 2: (0, (12, 1), ['', '%', '%', '.'], [(7, 1), (10, 3), (15, 7)], [False, True, True, False], 96, False, [False, False, False, True], 1029, 'East', (13, 1))
Element 3: (0, (13, 1), ['', '%', '.', '.'], [(8, 1), (11, 3), (15, 8)], [False, True, False, False], 94, False, [False, False, True, True], 2058, 'East', (14, 1))
Element 4: (0, (14, 1), ['', '%', '%', '%'], [(9, 1), (11, 4), (15, 9)], [False, True, True, True], 92, False, [False, False, False, False], 3087, 'West', (13, 1))
Element 5: (0, (13, 1), ['', '%', '.', ''], [(10, 1), (11, 5), (14, 9)], [False, True, False, False], 90, False, [False, False, True, False], 4106, 'North', (13, 2))
Element 6: (0, (13, 2), ['%', '', '.', '%'], [(11, 1), (11, 6), (14, 8)], [True, False, False, True], 88, False, [False, False, True, False], 5125, 'North', (13, 3))
Element 7: (0, (13, 3), ['.', '', '.', '.'], [(12, 1), (11, 7), (14, 7)], [False, False, False, False], 86, False, [True, False, True, True], 6144, 'East', (14, 3))
Element 8: (0, (14, 3), ['', '%', '.', '.'], [(13, 1), (11, 8), (14, 6)], [False, True, False, False], 84, False, [False, False, True, True], 7163, 'East', (15, 3))
Element 9: (0, (15, 3), ['', '.', '.', '%'], [(14, 1), (11, 9), (14, 5)], [False, False, False, True], 82, False, [False, True, True, False], 8182, 'North', (15, 4))
Element 10: (0, (15, 4), ['.', '', 'G', '%'], [(13, 1), (10, 9), (15, 5)], [False, False, False, True], 80, False, [True, False, False, False], 9201, 'West', (14, 4))
Element 11: (0, (14, 4), ['.', '', '', 'G'], [(13, 2), (10, 8), (15, 4)], [False, False, False, False], 78, False, [True, False, False, False], 10210, 'West', (13, 4))
Element 12: (0, (13, 4), ['.', 'G', '.', ''], [(13, 3), (10, 7), (15, 3)], [False, False, False, False], 76, False, [True, False, True, False], 11219, 'North', (13, 5))
Element 13: (0, (13, 5), ['.', '', '.', ''], [(12, 3), (10, 6), (15, 2)], [False, False, False, False], 74, False, [True, False, True, False], 12248, 'North', (13, 6))
Element 14: (0, (13, 6), ['.', '', '.', ''], [(12, 4), (10, 5), (15, 3)], [False, False, False, False], 72, False, [True, False, True, False], 13267, 'North', (13, 7))
Element 15: #1#
