Element 1: (2, (9, 3), ['.', '.', '.', 'F'], [(1, 7), (4, 5), (13, 9)], [False, False, False, False], 98, False, [True, True, True, False], 19, 'East', (10, 3))
Element 2: (2, (10, 3), ['', '.', 'F', 'F'], [(1, 8), (5, 5), (14, 9)], [False, False, False, False], 96, False, [False, True, False, False], 1048, 'East', (11, 3))
Element 3: (2, (11, 3), ['', '%', 'F', '.'], [(1, 9), (6, 5), (15, 9)], [False, True, False, False], 94, False, [False, False, False, True], 2077, 'North', (11, 4))
Element 4: (2, (11, 4), ['F', '', 'F', '.'], [(1, 8), (7, 5), (15, 8)], [False, False, False, False], 92, False, [False, False, False, True], 3096, 'North', (11, 5))
Element 5: (2, (11, 5), ['F', '', 'F', '.'], [(1, 7), (8, 5), (15, 7)], [False, False, False, False], 90, False, [False, False, False, True], 4115, 'North', (11, 6))
Element 6: (2, (11, 6), ['F', '', 'F', '.'], [(1, 6), (9, 5), (15, 6)], [False, False, False, False], 88, False, [False, False, False, True], 5134, 'North', (11, 7))
Element 7: (2, (11, 7), ['F', '', 'F', '.'], [(1, 5), (10, 5), (15, 5)], [False, False, False, False], 86, False, [False, False, False, True], 7153, 'North', (11, 8))
Element 8: (2, (11, 8), ['F', '', 'F', '.'], [(1, 4), (10, 6), (15, 4)], [False, False, False, False], 84, False, [False, False, False, True], 9172, 'North', (11, 9))
Element 9: (2, (11, 9), ['F', '', '%', '.'], [(1, 3), (10, 7), (15, 3)], [False, False, True, False], 82, False, [False, False, False, True], 11191, 'West', (10, 9))
Element 10: (2, (10, 9), ['.', 'G', '%', ''], [(1, 2), (10, 8), (15, 2)], [False, False, True, False], 80, False, [True, False, False, False], 13210, 'West', (9, 9))
Element 11: (2, (9, 9), ['.', 'G', '%', ''], [(1, 1), (9, 8), (15, 3)], [False, False, True, False], 78, False, [True, False, False, False], 13239, 'West', (8, 9))
Element 12: (2, (8, 9), ['.', '.', '%', ''], [(2, 1), (9, 7), (14, 3)], [False, False, True, False], 76, False, [True, True, False, False], 13278, 'South', (8, 8))
Element 13: (2, (8, 8), ['.', '.', '', ''], [(3, 1), (9, 6), (14, 4)], [False, False, False, False], 74, False, [True, True, False, False], 13317, 'South', (8, 7))
Element 14: (2, (8, 7), ['.', 'G', '', ''], [(4, 1), (8, 6), (14, 5)], [False, False, False, False], 72, False, [True, False, False, False], 13356, 'West', (7, 7))
Element 15: (2, (7, 7), ['.', 'G', '.', ''], [(4, 2), (7, 6), (14, 6)], [False, False, False, False], 70, False, [True, False, True, False], 13395, 'North', (7, 8))
Element 16: (2, (7, 8), ['.', '', '.', ''], [(4, 3), (6, 6), (14, 7)], [False, False, False, False], 68, False, [True, False, True, False], 13434, 'North', (7, 9))
Element 17: (2, (7, 9), ['.', '', '%', ''], [(5, 3), (6, 7), (14, 8)], [False, False, True, False], 66, False, [True, False, False, False], 13473, 'West', (6, 9))
Element 18: (2, (6, 9), ['.', 'G', '%', ''], [(6, 3), (6, 8), (13, 8)], [False, False, True, False], 64, False, [True, False, False, False], 13512, 'West', (5, 9))
Element 19: (2, (5, 9), ['.', 'G', '%', ''], [(7, 3), (5, 8), (13, 7)], [False, False, True, False], 62, False, [True, False, False, False], 13551, 'West', (4, 9))
Element 20: (2, (4, 9), ['.', '.', '%', ''], [(8, 3), (5, 7), (13, 6)], [False, False, True, False], 60, False, [True, True, False, False], 13590, 'South', (4, 8))
Element 21: (2, (4, 8), ['.', '.', '', ''], [(8, 4), (5, 6), (13, 5)], [False, False, False, False], 58, False, [True, True, False, False], 13629, 'South', (4, 7))
Element 22: (2, (4, 7), ['.', 'G', '', ''], [(9, 4), (4, 6), (13, 4)], [False, False, False, False], 56, False, [True, False, False, False], 13668, 'West', (3, 7))
Element 23: #1#
