Element 1: (2, (12, 5), ['F', '.', '.', '.'], [(3, 6), (5, 5), (14, 1)], [False, False, False, False], 98, False, [False, True, True, True], 19, 'West', (11, 5))
Element 2: (2, (11, 5), ['F', 'F', 'F', ''], [(4, 6), (6, 5), (13, 1)], [False, False, False, False], 96, False, [False, False, False, False], 1048, 'North', (11, 6))
Element 3: (2, (11, 6), ['F', '', 'F', '.'], [(5, 6), (7, 5), (13, 2)], [False, False, False, False], 94, False, [False, False, False, True], 2077, 'North', (11, 7))
Element 4: (2, (11, 7), ['F', '', 'F', '.'], [(6, 6), (8, 5), (13, 3)], [False, False, False, False], 92, False, [False, False, False, True], 3106, 'North', (11, 8))
Element 5: (2, (11, 8), ['F', '', 'F', '.'], [(7, 6), (9, 5), (14, 3)], [False, False, False, False], 90, False, [False, False, False, True], 4135, 'North', (11, 9))
Element 6: (2, (11, 9), ['F', '', '%', '.'], [(8, 6), (10, 5), (15, 3)], [False, False, True, False], 88, False, [False, False, False, True], 6154, 'West', (10, 9))
Element 7: (2, (10, 9), ['.', 'F', '%', ''], [(9, 6), (10, 6), (15, 4)], [False, False, True, False], 86, False, [True, False, False, False], 8173, 'South', (10, 8))
Element 8: (2, (10, 8), ['.', 'G', '', ''], [(9, 7), (10, 7), (15, 5)], [False, False, False, False], 84, False, [True, False, False, False], 10192, 'West', (9, 8))
Element 9: (2, (9, 8), ['.', '', '.', ''], [(8, 7), (11, 7), (15, 6)], [False, False, False, False], 82, False, [True, False, True, False], 10221, 'North', (9, 9))
Element 10: (2, (9, 9), ['.', '', '%', ''], [(8, 8), (12, 7), (15, 7)], [False, False, True, False], 80, False, [True, False, False, False], 10260, 'West', (8, 9))
Element 11: (2, (8, 9), ['.', '', '%', ''], [(7, 8), (13, 7), (15, 8)], [False, False, True, False], 78, False, [True, False, False, False], 10299, 'West', (7, 9))
Element 12: (2, (7, 9), ['.', '', '%', ''], [(7, 7), (14, 7), (15, 9)], [False, False, True, False], 76, False, [True, False, False, False], 10338, 'West', (6, 9))
Element 13: (2, (6, 9), ['.', '.', '%', ''], [(6, 7), (14, 8), (14, 9)], [False, False, True, False], 74, False, [True, True, False, False], 10377, 'South', (6, 8))
Element 14: (2, (6, 8), ['.', '', '', ''], [(5, 7), (13, 8), (13, 9)], [False, False, False, False], 72, False, [True, False, False, False], 10416, 'West', (5, 8))
Element 15: (2, (5, 8), ['.', '', '.', ''], [(4, 7), (12, 8), (12, 9)], [False, False, False, False], 70, False, [True, False, True, False], 10455, 'North', (5, 9))
Element 16: (2, (5, 9), ['.', '', '%', ''], [(4, 8), (12, 9), (11, 9)], [False, False, True, False], 68, False, [True, False, False, False], 10474, 'West', (4, 9))
Element 17: (2, (4, 9), ['.', '', '%', ''], [(3, 8), (13, 9), (11, 8)], [False, False, True, False], 66, False, [True, False, False, False], 10493, 'West', (3, 9))
Element 18: (2, (3, 9), ['%', '', '%', ''], [(3, 7), (14, 9), (12, 8)], [True, False, True, False], 64, False, [False, False, False, False], 10512, 'South', (3, 8))
Element 19: (2, (3, 8), ['%', '', '', ''], [(3, 6), (15, 9), (13, 8)], [True, False, False, False], 62, False, [False, False, False, False], 10511, 'East', (4, 8))
Element 20: (2, (4, 8), ['', '', '', ''], [(3, 5), (15, 8), (14, 8)], [False, False, False, False], 60, False, [False, False, False, False], 10510, 'South', (4, 7))
Element 21: (2, (4, 7), ['', '', '', ''], [(3, 6), (15, 7), (14, 7)], [False, False, False, False], 58, False, [False, False, False, False], 10509, 'East', (5, 7))
Element 22: (2, (5, 7), ['', '', '', ''], [(3, 7), (15, 6), (14, 6)], [False, False, False, False], 56, False, [False, False, False, False], 10518, 'East', (6, 7))
Element 23: (2, (6, 7), ['', '', '', ''], [(4, 7), (15, 5), (14, 5)], [False, False, False, False], 54, False, [False, False, False, False], 10527, 'East', (7, 7))
Element 24: (2, (7, 7), ['', '', '', ''], [(3, 7), (15, 4), (14, 4)], [False, False, False, False], 52, False, [False, False, False, False], 10536, 'East', (8, 7))
Element 25: (2, (8, 7), ['', '', '', ''], [(4, 7), (15, 3), (13, 4)], [False, False, False, False], 50, False, [False, False, False, False], 10545, 'East', (9, 7))
Element 26: (2, (9, 7), ['', '', '', ''], [(5, 7), (15, 2), (13, 5)], [False, False, False, False], 48, False, [False, False, False, False], 10564, 'East', (10, 7))
Element 27: (2, (10, 7), ['', '', '', ''], [(6, 7), (15, 3), (13, 6)], [False, False, False, False], 46, False, [False, False, False, False], 10573, 'South', (10, 6))
Element 28: (2, (10, 6), ['', '', '', ''], [(7, 7), (14, 3), (12, 6)], [False, False, False, False], 44, False, [False, False, False, False], 10582, 'South', (10, 5))
Element 29: (2, (10, 5), ['', 'F', '', ''], [(7, 8), (14, 4), (12, 7)], [False, False, False, False], 42, False, [False, False, False, False], 10581, 'South', (10, 4))
Element 30: (2, (10, 4), ['.', 'F', '', 'F'], [(6, 8), (14, 5), (13, 7)], [False, False, False, False], 40, False, [True, False, False, False], 11580, 'East', (11, 4))
Element 31: (2, (11, 4), ['', 'F', '', '.'], [(6, 9), (14, 6), (12, 7)], [False, False, False, False], 38, False, [False, False, False, True], 12579, 'South', (11, 3))
Element 32: (2, (11, 3), ['F', '%', '', '.'], [(7, 9), (13, 6), (11, 7)], [False, True, False, False], 36, False, [False, False, False, True], 13578, 'West', (10, 3))
Element 33: #1#
