Element 1: (3, (13, 9), ['.', '.', '%', '.'], [(4, 4), (8, 1), (11, 7)], [False, False, True, False], 98, False, [True, True, False, True], 1019, 'East', (14, 9))
Element 2: (3, (14, 9), ['', '.', '%', '.'], [(5, 4), (9, 1), (11, 8)], [False, False, True, False], 96, False, [False, True, False, True], 2048, 'East', (15, 9))
Element 3: (3, (15, 9), ['', '.', '%', '%'], [(6, 4), (10, 1), (11, 9)], [False, False, True, True], 94, False, [False, True, False, False], 3077, 'South', (15, 8))
Element 4: (3, (15, 8), ['.', '.', '', '%'], [(7, 4), (11, 1), (10, 9)], [False, False, False, True], 92, False, [True, True, False, False], 4106, 'South', (15, 7))
Element 5: (3, (15, 7), ['.', '.', '', '%'], [(8, 4), (12, 1), (10, 8)], [False, False, False, True], 90, False, [True, True, False, False], 5135, 'South', (15, 6))
Element 6: (3, (15, 6), ['.', '.', '', '%'], [(9, 4), (13, 1), (10, 7)], [False, False, False, True], 88, False, [True, True, False, False], 6164, 'South', (15, 5))
Element 7: (3, (15, 5), ['.', '.', '', '%'], [(10, 4), (14, 1), (10, 6)], [False, False, False, True], 86, False, [True, True, False, False], 8183, 'South', (15, 4))
Element 8: (3, (15, 4), ['.', '.', '', '%'], [(11, 4), (13, 1), (11, 6)], [False, False, False, True], 84, False, [True, True, False, False], 10192, 'South', (15, 3))
Element 9: (3, (15, 3), ['.', '.', '', '%'], [(11, 5), (13, 2), (12, 6)], [False, False, False, True], 82, False, [True, True, False, False], 11221, 'South', (15, 2))
Element 10: (3, (15, 2), ['%', '%', '', '%'], [(10, 5), (13, 3), (13, 6)], [True, True, False, True], 80, False, [False, False, False, False], 12250, 'North', (15, 3))
Element 11: (3, (15, 3), ['G', '', '', '%'], [(9, 5), (14, 3), (14, 6)], [False, False, False, True], 78, False, [False, False, False, False], 12279, 'South', (15, 2))
Element 12: (3, (15, 2), ['%', '%', '', '%'], [(9, 6), (14, 4), (14, 7)], [True, True, False, True], 76, False, [False, False, False, False], 12308, 'North', (15, 3))
Element 13: (3, (15, 3), ['', '', '', '%'], [(9, 7), (14, 5), (14, 8)], [False, False, False, True], 74, False, [False, False, False, False], 12337, 'North', (15, 4))
Element 14: (3, (15, 4), ['', '', '', '%'], [(9, 8), (13, 5), (13, 8)], [False, False, False, True], 72, False, [False, False, False, False], 12366, 'West', (14, 4))
Element 15: (3, (14, 4), ['G', '', '', ''], [(9, 9), (13, 4), (13, 7)], [False, False, False, False], 70, False, [False, False, False, False], 12395, 'North', (14, 5))
Element 16: (3, (14, 5), ['', '', '', ''], [(8, 9), (12, 4), (13, 8)], [False, False, False, False], 68, False, [False, False, False, False], 12414, 'North', (14, 6))
Element 17: (3, (14, 6), ['', '', '', ''], [(8, 8), (12, 5), (12, 8)], [False, False, False, False], 66, False, [False, False, False, False], 12443, 'North', (14, 7))
Element 18: (3, (14, 7), ['', '', '', ''], [(8, 7), (12, 6), (12, 9)], [False, False, False, False], 64, False, [False, False, False, False], 12462, 'North', (14, 8))
Element 19: (3, (14, 8), ['', '', '', ''], [(8, 6), (13, 6), (13, 9)], [False, False, False, False], 62, False, [False, False, False, False], 12471, 'West', (13, 8))
Element 20: (3, (13, 8), ['', '', '', ''], [(8, 5), (14, 6), (14, 9)], [False, False, False, False], 60, False, [False, False, False, False], 12480, 'South', (13, 7))
Element 21: (3, (13, 7), ['', '', '', ''], [(7, 5), (15, 6), (15, 9)], [False, False, False, False], 58, False, [False, False, False, False], 12489, 'South', (13, 6))
Element 22: (3, (13, 6), ['', '', '', ''], [(7, 6), (15, 7), (15, 8)], [False, False, False, False], 56, False, [False, False, False, False], 12498, 'South', (13, 5))
Element 23: (3, (13, 5), ['', '', '', ''], [(7, 7), (14, 7), (15, 7)], [False, False, False, False], 54, False, [False, False, False, False], 12507, 'South', (13, 4))
Element 24: (3, (13, 4), ['', '', '', ''], [(7, 8), (14, 8), (15, 6)], [False, False, False, False], 52, False, [False, False, False, False], 12516, 'South', (13, 3))
Element 25: (3, (13, 3), ['.', '', '', ''], [(7, 9), (15, 8), (15, 5)], [False, False, False, False], 50, False, [True, False, False, False], 12525, 'West', (12, 3))
Element 26: (3, (12, 3), ['F', '%', '', ''], [(6, 9), (15, 9), (15, 4)], [False, True, False, False], 48, False, [False, False, False, False], 12544, 'West', (11, 3))
Element 27: (3, (11, 3), ['F', '%', '', ''], [(6, 8), (14, 9), (15, 3)], [False, True, False, False], 46, False, [False, False, False, False], 13553, 'West', (10, 3))
Element 28: #1#
