Element 1: (3, (9, 7), ['.', '.', '.', 'F'], [(9, 9), (6, 8), (9, 1)], [False, False, False, False], 98, False, [True, True, True, False], 29, 'East', (10, 7))
Element 2: (3, (10, 7), ['', 'F', 'F', 'F'], [(10, 9), (7, 8), (10, 1)], [False, False, False, False], 96, False, [False, False, False, False], 2048, 'East', (11, 7))
Element 3: (3, (11, 7), ['', 'F', 'F', '.'], [(11, 9), (8, 8), (11, 1)], [False, False, False, False], 94, False, [False, False, False, True], 4067, 'North', (11, 8))
Element 4: (3, (11, 8), ['F', '', '', '.'], [(12, 9), (9, 8), (12, 1)], [False, False, False, False], 92, False, [False, False, False, True], 5096, 'West', (10, 8))
Element 5: (3, (10, 8), ['', '', '', ''], [(13, 9), (9, 9), (13, 1)], [False, False, False, False], 90, False, [False, False, False, False], 6115, 'North', (10, 9))
Element 6: (3, (10, 9), ['', '', '%', ''], [(14, 9), (8, 9), (14, 1)], [False, False, True, False], 88, False, [False, False, False, False], 6134, 'East', (11, 9))
Element 7: (3, (11, 9), ['', '', '%', ''], [(15, 9), (7, 9), (13, 1)], [False, False, True, False], 86, False, [False, False, False, False], 6153, 'East', (12, 9))
Element 8: (3, (12, 9), ['', '.', '%', ''], [(15, 8), (6, 9), (13, 2)], [False, False, True, False], 84, False, [False, True, False, False], 6182, 'South', (12, 8))
Element 9: (3, (12, 8), ['', '.', '', '.'], [(15, 7), (5, 9), (13, 3)], [False, False, False, False], 82, False, [False, True, False, True], 6221, 'East', (13, 8))
Element 10: (3, (13, 8), ['', '.', '', '.'], [(15, 6), (4, 9), (14, 3)], [False, False, False, False], 80, False, [False, True, False, True], 6260, 'East', (14, 8))
Element 11: (3, (14, 8), ['', '.', '', ''], [(15, 5), (4, 8), (15, 3)], [False, False, False, False], 78, False, [False, True, False, False], 6299, 'South', (14, 7))
Element 12: (3, (14, 7), ['.', '.', '', ''], [(15, 4), (4, 7), (15, 2)], [False, False, False, False], 76, False, [True, True, False, False], 6338, 'South', (14, 6))
Element 13: (3, (14, 6), ['.', '.', '', ''], [(14, 4), (5, 7), (15, 3)], [False, False, False, False], 74, False, [True, True, False, False], 6367, 'South', (14, 5))
Element 14: (3, (14, 5), ['.', '', '', ''], [(13, 4), (6, 7), (14, 3)], [False, False, False, False], 72, False, [True, False, False, False], 6396, 'West', (13, 5))
Element 15: (3, (13, 5), ['.', '', '.', ''], [(12, 4), (7, 7), (14, 4)], [False, False, False, False], 70, False, [True, False, True, False], 6425, 'North', (13, 6))
Element 16: (3, (13, 6), ['.', '', '.', ''], [(11, 4), (8, 7), (15, 4)], [False, False, False, False], 68, False, [True, False, True, False], 7444, 'North', (13, 7))
Element 17: (3, (13, 7), ['.', '', '', ''], [(11, 5), (8, 6), (15, 5)], [False, False, False, False], 66, False, [True, False, False, False], 8463, 'West', (12, 7))
Element 18: (3, (12, 7), ['', '.', '', ''], [(11, 6), (9, 6), (15, 6)], [False, False, False, False], 64, False, [False, True, False, False], 9482, 'South', (12, 6))
Element 19: (3, (12, 6), ['', '.', '', ''], [(10, 6), (9, 5), (15, 7)], [False, False, False, False], 62, False, [False, True, False, False], 10501, 'South', (12, 5))
Element 20: (3, (12, 5), ['', '', '', ''], [(10, 5), (9, 4), (15, 8)], [False, False, False, False], 60, False, [False, False, False, False], 11520, 'South', (12, 4))
Element 21: (3, (12, 4), ['', '.', '', ''], [(10, 4), (9, 3), (15, 9)], [False, False, False, False], 58, False, [False, True, False, False], 12529, 'South', (12, 3))
Element 22: (3, (12, 3), ['F', '%', '', ''], [(10, 3), (9, 2), (14, 9)], [False, True, False, False], 56, False, [False, False, False, False], 13548, 'West', (11, 3))
Element 23: #1#
