Element 1: (1, (3, 5), ['%', '.', '.', '.'], [(9, 6), (15, 6), (15, 9)], [True, False, False, False], 98, False, [False, True, True, True], 9, 'East', (4, 5))
Element 2: (1, (4, 5), ['', '.', '.', '.'], [(10, 6), (15, 7), (15, 8)], [False, False, False, False], 96, False, [False, True, True, True], 1038, 'East', (5, 5))
Element 3: (1, (5, 5), ['', '.', '.', '.'], [(11, 6), (14, 7), (14, 8)], [False, False, False, False], 94, False, [False, True, True, True], 2067, 'East', (6, 5))
Element 4: (1, (6, 5), ['', '.', '.', '.'], [(11, 7), (14, 6), (14, 9)], [False, False, False, False], 92, False, [False, True, True, True], 3096, 'East', (7, 5))
Element 5: (1, (7, 5), ['', '.', '.', '.'], [(11, 8), (14, 5), (13, 9)], [False, False, False, False], 90, False, [False, True, True, True], 4125, 'East', (8, 5))
Element 6: (1, (8, 5), ['', '.', '', '.'], [(11, 9), (15, 5), (13, 8)], [False, False, False, False], 88, False, [False, True, False, True], 5154, 'East', (9, 5))
Element 7: (1, (9, 5), ['', '.', '', 'F'], [(10, 9), (15, 4), (13, 7)], [False, False, False, False], 86, False, [False, True, False, False], 6183, 'East', (10, 5))
Element 8: (1, (10, 5), ['', 'F', '', 'F'], [(10, 8), (15, 3), (13, 6)], [False, False, False, False], 84, False, [False, False, False, False], 8202, 'East', (11, 5))
Element 9: (1, (11, 5), ['', 'F', '', '.'], [(10, 7), (15, 2), (13, 5)], [False, False, False, False], 82, False, [False, False, False, True], 10221, 'South', (11, 4))
Element 10: (1, (11, 4), ['F', 'F', '', '.'], [(9, 7), (15, 3), (13, 4)], [False, False, False, False], 80, False, [False, False, False, True], 11240, 'South', (11, 3))
Element 11: (1, (11, 3), ['F', '%', '', '.'], [(9, 8), (14, 3), (14, 4)], [False, True, False, False], 78, False, [False, False, False, True], 12269, 'West', (10, 3))
Element 12: (1, (10, 3), ['.', '.', 'F', ''], [(9, 9), (13, 3), (15, 4)], [False, False, False, False], 76, False, [True, True, False, False], 13288, 'North', (10, 4))
Element 13: #1#
