Element 1: (0, (14, 1), ['.', '%', '%', '%'], [(5, 8), (6, 5), (15, 3)], [False, True, True, True], 98, False, [True, False, False, False], 0, 'West', (13, 1))
Element 2: (0, (13, 1), ['.', '%', '.', ''], [(6, 8), (7, 5), (15, 4)], [False, True, False, False], 96, False, [True, False, True, False], 39, 'North', (13, 2))
Element 3: (0, (13, 2), ['%', '', '.', '%'], [(7, 8), (8, 5), (15, 5)], [True, False, False, True], 94, False, [False, False, True, False], 78, 'North', (13, 3))
Element 4: (0, (13, 3), ['.', '', '.', '.'], [(8, 8), (9, 5), (15, 6)], [False, False, False, False], 92, False, [True, False, True, True], 117, 'East', (14, 3))
Element 5: (0, (14, 3), ['', '%', '.', ''], [(9, 8), (10, 5), (15, 7)], [False, True, False, False], 90, False, [False, False, True, False], 1146, 'North', (14, 4))
Element 6: (0, (14, 4), ['.', '', '.', ''], [(10, 8), (11, 5), (15, 8)], [False, False, False, False], 88, False, [True, False, True, False], 3165, 'North', (14, 5))
Element 7: (0, (14, 5), ['.', '', '.', ''], [(11, 8), (11, 6), (15, 9)], [False, False, False, False], 86, False, [True, False, True, False], 5184, 'North', (14, 6))
Element 8: (0, (14, 6), ['.', '', '.', ''], [(11, 9), (11, 7), (14, 9)], [False, False, False, False], 84, False, [True, False, True, False], 7203, 'North', (14, 7))
Element 9: (0, (14, 7), ['.', '', 'G', ''], [(10, 9), (10, 7), (14, 8)], [False, False, False, False], 82, False, [True, False, False, False], 9222, 'West', (13, 7))
Element 10: (0, (13, 7), ['.', '.', 'G', ''], [(9, 9), (10, 6), (13, 8)], [False, False, False, False], 80, False, [True, True, False, False], 10251, 'South', (13, 6))
Element 11: (0, (13, 6), ['.', '.', '', ''], [(8, 9), (9, 6), (13, 9)], [False, False, False, False], 78, False, [True, True, False, False], 10290, 'South', (13, 5))
Element 12: (0, (13, 5), ['.', '.', '', ''], [(7, 9), (9, 7), (12, 9)], [False, False, False, False], 76, False, [True, True, False, False], 10329, 'South', (13, 4))
Element 13: (0, (13, 4), ['.', '', '', ''], [(6, 9), (8, 7), (12, 8)], [False, False, False, False], 74, False, [True, False, False, False], 10368, 'West', (12, 4))
Element 14: (0, (12, 4), ['F', '.', '.', ''], [(5, 9), (8, 6), (12, 7)], [False, False, False, False], 72, False, [False, True, True, False], 10407, 'West', (11, 4))
Element 15: (0, (11, 4), ['F', 'F', '', ''], [(4, 9), (7, 6), (12, 6)], [False, False, False, False], 70, False, [False, False, False, False], 11436, 'South', (11, 3))
Element 16: (0, (11, 3), ['F', '%', '', '.'], [(4, 8), (7, 7), (12, 5)], [False, True, False, False], 68, False, [False, False, False, True], 12465, 'West', (10, 3))
Element 17: (0, (10, 3), ['.', '.', 'F', ''], [(4, 7), (6, 7), (13, 5)], [False, False, False, False], 66, False, [True, True, False, False], 13484, 'North', (10, 4))
Element 18: #1#
