Element 1: (2, (7, 6), ['.', '.', '.', '.'], [(14, 1), (1, 9), (9, 3)], [False, False, False, False], 98, False, [True, True, True, True], 19, 'East', (8, 6))
Element 2: (2, (8, 6), ['', '.', '.', '.'], [(13, 1), (1, 8), (10, 3)], [False, False, False, False], 96, False, [False, True, True, True], 1028, 'East', (9, 6))
Element 3: (2, (9, 6), ['', '.', '.', 'F'], [(13, 2), (1, 7), (11, 3)], [False, False, False, False], 94, False, [False, True, True, False], 2057, 'East', (10, 6))
Element 4: (2, (10, 6), ['', 'F', 'F', 'F'], [(13, 3), (1, 6), (11, 4)], [False, False, False, False], 92, False, [False, False, False, False], 4076, 'East', (11, 6))
Element 5: (2, (11, 6), ['', 'G', 'F', '.'], [(14, 3), (1, 5), (11, 5)], [False, False, False, False], 90, False, [False, False, False, True], 6095, 'North', (11, 7))
Element 6: (2, (11, 7), ['F', '', 'F', '.'], [(15, 3), (1, 4), (10, 5)], [False, False, False, False], 88, False, [False, False, False, True], 8114, 'North', (11, 8))
Element 7: (2, (11, 8), ['F', '', 'F', '.'], [(15, 4), (1, 3), (10, 4)], [False, False, False, False], 86, False, [False, False, False, True], 10133, 'North', (11, 9))
Element 8: (2, (11, 9), ['F', '', '%', '.'], [(15, 5), (1, 2), (9, 4)], [False, False, True, False], 84, False, [False, False, False, True], 11162, 'West', (10, 9))
Element 9: (2, (10, 9), ['.', 'F', '%', ''], [(15, 6), (1, 1), (9, 5)], [False, False, True, False], 82, False, [True, False, False, False], 12191, 'South', (10, 8))
Element 10: (2, (10, 8), ['.', 'F', '', ''], [(15, 7), (2, 1), (8, 5)], [False, False, False, False], 80, False, [True, False, False, False], 13220, 'South', (10, 7))
Element 11: #1#
