Element 1: (2, (12, 5), ['F', '.', '.', '.'], [(9, 5), (8, 6), (14, 9)], [False, False, False, False], 98, False, [False, True, True, True], 19, 'West', (11, 5))
Element 2: (2, (11, 5), ['G', 'F', 'F', ''], [(10, 5), (9, 6), (15, 9)], [False, False, False, False], 96, False, [False, False, False, False], 2038, 'North', (11, 6))
Element 3: (2, (11, 6), ['G', '', 'F', '.'], [(10, 6), (9, 7), (15, 8)], [False, False, False, False], 94, False, [False, False, False, True], 4057, 'North', (11, 7))
Element 4: (2, (11, 7), ['G', '', 'F', '.'], [(10, 7), (9, 8), (15, 7)], [False, False, False, False], 92, False, [False, False, False, True], 6076, 'North', (11, 8))
Element 5: (2, (11, 8), ['G', '', 'F', '.'], [(10, 8), (9, 9), (15, 6)], [False, False, False, False], 90, False, [False, False, False, True], 8095, 'North', (11, 9))
Element 6: (2, (11, 9), ['G', '', '%', '.'], [(10, 9), (8, 9), (15, 5)], [False, False, True, False], 88, False, [False, False, False, True], 10114, 'East', (12, 9))
Element 7: (2, (12, 9), ['G', '.', '%', '.'], [(11, 9), (8, 8), (15, 4)], [False, False, True, False], 86, False, [False, True, False, True], 10143, 'East', (13, 9))
Element 8: (2, (13, 9), ['G', '.', '%', ''], [(12, 9), (8, 7), (15, 3)], [False, False, True, False], 84, False, [False, True, False, False], 10172, 'South', (13, 8))
Element 9: (2, (13, 8), ['G', '.', '', '.'], [(12, 8), (7, 7), (15, 2)], [False, False, False, False], 82, False, [False, True, False, True], 10211, 'East', (14, 8))
Element 10: (2, (14, 8), ['', '.', '', ''], [(12, 7), (7, 8), (15, 3)], [False, False, False, False], 80, False, [False, True, False, False], 10240, 'South', (14, 7))
Element 11: (2, (14, 7), ['G', '.', '', ''], [(13, 7), (7, 9), (14, 3)], [False, False, False, False], 78, False, [False, True, False, False], 10279, 'South', (14, 6))
Element 12: (2, (14, 6), ['G', '.', '', ''], [(13, 6), (6, 9), (14, 4)], [False, False, False, False], 76, False, [False, True, False, False], 10318, 'South', (14, 5))
Element 13: (2, (14, 5), ['G', '', '', ''], [(13, 5), (6, 8), (13, 4)], [False, False, False, False], 74, False, [False, False, False, False], 10357, 'East', (15, 5))
Element 14: (2, (15, 5), ['G', '', '', '%'], [(14, 5), (6, 7), (13, 3)], [False, False, False, True], 72, False, [False, False, False, False], 10376, 'North', (15, 6))
Element 15: (2, (15, 6), ['', 'G', '', '%'], [(15, 5), (6, 6), (13, 2)], [False, False, False, True], 70, False, [False, False, False, False], 10395, 'North', (15, 7))
Element 16: (2, (15, 7), ['', 'G', '', '%'], [(15, 6), (6, 5), (13, 1)], [False, False, False, True], 68, False, [False, False, False, False], 10414, 'North', (15, 8))
Element 17: (2, (15, 8), ['', 'G', '', '%'], [(15, 7), (7, 5), (14, 1)], [False, False, False, True], 66, False, [False, False, False, False], 10433, 'North', (15, 9))
Element 18: (2, (15, 9), ['', 'G', '%', '%'], [(15, 8), (7, 4), (13, 1)], [False, False, True, True], 64, False, [False, False, False, False], 10442, 'West', (14, 9))
Element 19: (2, (14, 9), ['', '', '%', 'G'], [(15, 9), (8, 4), (12, 1)], [False, False, True, False], 62, False, [False, False, False, False], 10461, 'West', (13, 9))
Element 20: (2, (13, 9), ['', '', '%', 'G'], [(14, 9), (9, 4), (11, 1)], [False, False, True, False], 60, False, [False, False, False, False], 10480, 'South', (13, 8))
Element 21: (2, (13, 8), ['', '', '', 'G'], [(14, 8), (10, 4), (10, 1)], [False, False, False, False], 58, False, [False, False, False, False], 11489, 'South', (13, 7))
Element 22: (2, (13, 7), ['', '', '', 'G'], [(14, 7), (11, 4), (10, 2)], [False, False, False, False], 56, False, [False, False, False, False], 12498, 'South', (13, 6))
Element 23: #1#
