Element 1: (0, (2, 1), ['.', '%', '%', '.'], [(9, 9), (13, 4), (15, 6)], [False, True, True, False], 98, False, [True, False, False, True], 0, 'East', (3, 1))
Element 2: (0, (3, 1), ['', '%', '%', '.'], [(10, 9), (14, 4), (15, 7)], [False, True, True, False], 96, False, [False, False, False, True], 1029, 'East', (4, 1))
Element 3: (0, (4, 1), ['', '%', '.', '%'], [(11, 9), (15, 4), (15, 8)], [False, True, False, True], 94, False, [False, False, True, False], 2058, 'North', (4, 2))
Element 4: (0, (4, 2), ['%', '', '.', '%'], [(11, 8), (15, 5), (15, 9)], [True, False, False, True], 92, False, [False, False, True, False], 3087, 'North', (4, 3))
Element 5: (0, (4, 3), ['.', '', '.', '.'], [(11, 7), (14, 5), (14, 9)], [False, False, False, False], 90, False, [True, False, True, True], 4116, 'East', (5, 3))
Element 6: (0, (5, 3), ['', '%', '.', '.'], [(11, 6), (14, 6), (14, 8)], [False, True, False, False], 88, False, [False, False, True, True], 5145, 'East', (6, 3))
Element 7: (0, (6, 3), ['', '.', '.', '.'], [(11, 5), (14, 7), (13, 8)], [False, False, False, False], 86, False, [False, True, True, True], 6174, 'East', (7, 3))
Element 8: (0, (7, 3), ['', '.', '.', '.'], [(11, 4), (13, 7), (13, 9)], [False, False, False, False], 84, False, [False, True, True, True], 7203, 'East', (8, 3))
Element 9: (0, (8, 3), ['', '.', '.', '.'], [(11, 3), (13, 6), (12, 9)], [False, False, False, False], 82, False, [False, True, True, True], 8232, 'East', (9, 3))
Element 10: (0, (9, 3), ['', '.', '.', 'G'], [(10, 3), (13, 5), (12, 8)], [False, False, False, False], 80, False, [False, True, True, False], 9261, 'North', (9, 4))
Element 11: (0, (9, 4), ['.', '', '.', 'G'], [(10, 4), (12, 5), (12, 7)], [False, False, False, False], 78, False, [True, False, True, False], 10290, 'North', (9, 5))
Element 12: (0, (9, 5), ['.', '', '.', 'G'], [(10, 5), (12, 6), (13, 7)], [False, False, False, False], 76, False, [True, False, True, False], 11309, 'North', (9, 6))
Element 13: (0, (9, 6), ['.', '', '.', 'G'], [(10, 6), (12, 7), (14, 7)], [False, False, False, False], 74, False, [True, False, True, False], 12318, 'North', (9, 7))
Element 14: (0, (9, 7), ['.', '', '.', 'G'], [(10, 7), (12, 8), (14, 6)], [False, False, False, False], 72, False, [True, False, True, False], 13327, 'North', (9, 8))
Element 15: #1#
