Element 1: (3, (12, 4), ['F', '.', '.', '.'], [(15, 8), (4, 1), (6, 3)], [False, False, False, False], 98, False, [False, True, True, True], 29, 'West', (11, 4))
Element 2: (3, (11, 4), ['F', 'F', 'F', ''], [(15, 9), (4, 2), (7, 3)], [False, False, False, False], 96, False, [False, False, False, False], 1058, 'North', (11, 5))
Element 3: (3, (11, 5), ['F', '', 'F', '.'], [(14, 9), (4, 3), (8, 3)], [False, False, False, False], 94, False, [False, False, False, True], 2087, 'North', (11, 6))
Element 4: (3, (11, 6), ['F', '', 'F', '.'], [(13, 9), (4, 4), (9, 3)], [False, False, False, False], 92, False, [False, False, False, True], 3116, 'North', (11, 7))
Element 5: (3, (11, 7), ['F', '', 'F', '.'], [(13, 8), (5, 4), (10, 3)], [False, False, False, False], 90, False, [False, False, False, True], 5135, 'North', (11, 8))
Element 6: (3, (11, 8), ['F', '', 'F', '.'], [(13, 7), (6, 4), (11, 3)], [False, False, False, False], 88, False, [False, False, False, True], 7154, 'North', (11, 9))
Element 7: (3, (11, 9), ['F', '', '%', '.'], [(14, 7), (7, 4), (12, 3)], [False, False, True, False], 86, False, [False, False, False, True], 8183, 'West', (10, 9))
Element 8: (3, (10, 9), ['.', 'F', '%', ''], [(15, 7), (8, 4), (13, 3)], [False, False, True, False], 84, False, [True, False, False, False], 9212, 'South', (10, 8))
Element 9: (3, (10, 8), ['.', 'F', '', ''], [(15, 6), (9, 4), (14, 3)], [False, False, False, False], 82, False, [True, False, False, False], 10241, 'South', (10, 7))
Element 10: (3, (10, 7), ['.', 'F', '', ''], [(15, 5), (10, 4), (15, 3)], [False, False, False, False], 80, False, [True, False, False, False], 12260, 'South', (10, 6))
Element 11: #1#
