Element 1: (0, (9, 4), ['.', '.', '.', 'F'], [(1, 3), (9, 2), (16, 1)], [False, False, False, False], 98, False, [True, True, True, False], 0, 'East', (10, 4))
Element 2: (0, (10, 4), ['', 'F', 'F', 'F'], [(1, 4), (10, 2), (17, 1)], [False, False, False, False], 96, False, [False, False, False, False], 1029, 'East', (11, 4))
Element 3: (0, (11, 4), ['', 'F', 'F', '.'], [(1, 5), (10, 3), (18, 1)], [False, False, False, False], 94, False, [False, False, False, True], 3048, 'North', (11, 5))
Element 4: (0, (11, 5), ['F', '', 'F', '.'], [(1, 6), (11, 3), (17, 1)], [False, False, False, False], 92, False, [False, False, False, True], 5057, 'North', (11, 6))
Element 5: (0, (11, 6), ['F', '', 'F', '.'], [(1, 7), (12, 3), (16, 1)], [False, False, False, False], 90, False, [False, False, False, True], 6076, 'North', (11, 7))
Element 6: (0, (11, 7), ['F', '', 'F', '.'], [(1, 8), (13, 3), (16, 1)], [False, False, False, False], 88, False, [False, False, False, True], 7095, 'North', (11, 8))
Element 7: (0, (11, 8), ['F', '', 'F', '.'], [(1, 9), (14, 3), (17, 1)], [False, False, False, False], 86, False, [False, False, False, True], 8114, 'North', (11, 9))
Element 8: (0, (11, 9), ['F', '', '%', '.'], [(1, 8), (15, 3), (18, 1)], [False, False, True, False], 84, False, [False, False, False, True], 9123, 'West', (10, 9))
Element 9: (0, (10, 9), ['.', 'F', '%', ''], [(1, 7), (15, 4), (17, 1)], [False, False, True, False], 82, False, [True, False, False, False], 10132, 'South', (10, 8))
Element 10: (0, (10, 8), ['.', 'F', '', ''], [(1, 6), (15, 5), (16, 1)], [False, False, False, False], 80, False, [True, False, False, False], 11141, 'South', (10, 7))
Element 11: (0, (10, 7), ['.', 'F', '', ''], [(1, 5), (15, 6), (16, 1)], [False, False, False, False], 78, False, [True, False, False, False], 12150, 'South', (10, 6))
Element 12: (0, (10, 6), ['.', 'F', '', ''], [(1, 4), (15, 7), (17, 1)], [False, False, False, False], 76, False, [True, False, False, False], 13159, 'South', (10, 5))
Element 13: #1#
