Element 1: (2, (9, 4), ['.', '.', '.', 'F'], [(1, 9), (4, 6), (9, 7)], [False, False, False, False], 98, False, [True, True, True, False], 19, 'East', (10, 4))
Element 2: (2, (10, 4), ['', 'F', 'F', 'F'], [(1, 8), (5, 6), (10, 7)], [False, False, False, False], 96, False, [False, False, False, False], 2028, 'East', (11, 4))
Element 3: (2, (11, 4), ['', 'F', 'F', '.'], [(1, 7), (6, 6), (11, 7)], [False, False, False, False], 94, False, [False, False, False, True], 4047, 'North', (11, 5))
Element 4: (2, (11, 5), ['F', '', 'F', '.'], [(1, 6), (7, 6), (11, 8)], [False, False, False, False], 92, False, [False, False, False, True], 6066, 'North', (11, 6))
Element 5: (2, (11, 6), ['F', '', '', '.'], [(1, 5), (8, 6), (11, 9)], [False, False, False, False], 90, False, [False, False, False, True], 8085, 'West', (10, 6))
Element 6: (2, (10, 6), ['G', 'F', '', ''], [(1, 4), (9, 6), (10, 9)], [False, False, False, False], 88, False, [False, False, False, False], 10104, 'South', (10, 5))
Element 7: (2, (10, 5), ['G', '', '', ''], [(1, 3), (9, 5), (10, 8)], [False, False, False, False], 86, False, [False, False, False, False], 12123, 'North', (10, 6))
Element 8: (2, (10, 6), ['', '', '', ''], [(1, 2), (8, 5), (9, 8)], [False, False, False, False], 84, False, [False, False, False, False], 12152, 'North', (10, 7))
Element 9: (2, (10, 7), ['', '', '', ''], [(1, 1), (8, 4), (9, 9)], [False, False, False, False], 82, False, [False, False, False, False], 12181, 'East', (11, 7))
Element 10: (2, (11, 7), ['', '', '', '.'], [(2, 1), (8, 3), (8, 9)], [False, False, False, False], 80, False, [False, False, False, True], 12210, 'East', (12, 7))
Element 11: (2, (12, 7), ['', '.', '.', '.'], [(3, 1), (9, 3), (8, 8)], [False, False, False, False], 78, False, [False, True, True, True], 12249, 'East', (13, 7))
Element 12: (2, (13, 7), ['', '.', '.', '.'], [(4, 1), (10, 3), (8, 7)], [False, False, False, False], 76, False, [False, True, True, True], 13278, 'East', (14, 7))
Element 13: #1#
