Element 1: (2, (12, 7), ['F', '.', '.', '.'], [(4, 9), (4, 8), (15, 3)], [False, False, False, False], 98, False, [False, True, True, True], 19, 'West', (11, 7))
Element 2: (2, (11, 7), ['F', 'F', 'F', ''], [(5, 9), (5, 8), (15, 4)], [False, False, False, False], 96, False, [False, False, False, False], 1048, 'North', (11, 8))
Element 3: (2, (11, 8), ['F', '', 'F', '.'], [(6, 9), (6, 8), (15, 5)], [False, False, False, False], 94, False, [False, False, False, True], 2077, 'North', (11, 9))
Element 4: (2, (11, 9), ['F', '', '%', '.'], [(7, 9), (7, 8), (15, 6)], [False, False, True, False], 92, False, [False, False, False, True], 3106, 'West', (10, 9))
Element 5: (2, (10, 9), ['.', 'F', '%', ''], [(8, 9), (8, 8), (15, 7)], [False, False, True, False], 90, False, [True, False, False, False], 4135, 'South', (10, 8))
Element 6: (2, (10, 8), ['G', 'F', '', ''], [(9, 9), (9, 8), (15, 8)], [False, False, False, False], 88, False, [False, False, False, False], 5164, 'South', (10, 7))
Element 7: (2, (10, 7), ['G', 'F', '', ''], [(10, 9), (9, 7), (15, 9)], [False, False, False, False], 86, False, [False, False, False, False], 6183, 'South', (10, 6))
Element 8: (2, (10, 6), ['G', 'F', '', 'F'], [(11, 9), (9, 6), (14, 9)], [False, False, False, False], 84, False, [False, False, False, False], 7202, 'East', (11, 6))
Element 9: (2, (11, 6), ['', 'F', '', '.'], [(12, 9), (9, 5), (14, 8)], [False, False, False, False], 82, False, [False, False, False, True], 8231, 'South', (11, 5))
Element 10: (2, (11, 5), ['G', 'F', '', '.'], [(13, 9), (10, 5), (14, 7)], [False, False, False, False], 80, False, [False, False, False, True], 10250, 'South', (11, 4))
Element 11: (2, (11, 4), ['G', 'F', '', '.'], [(13, 8), (10, 4), (14, 6)], [False, False, False, False], 78, False, [False, False, False, True], 12269, 'South', (11, 3))
Element 12: #1#
