Element 1: (1, (7, 9), ['.', '.', '%', ''], [(9, 9), (10, 1), (18, 1)], [False, False, True, False], 98, False, [True, True, False, False], 9, 'South', (7, 8))
Element 2: (1, (7, 8), ['.', '.', '', '.'], [(10, 9), (11, 1), (17, 1)], [False, False, False, False], 96, False, [True, True, False, True], 1038, 'East', (8, 8))
Element 3: (1, (8, 8), ['', '.', '', '.'], [(11, 9), (12, 1), (16, 1)], [False, False, False, False], 94, False, [False, True, False, True], 2067, 'East', (9, 8))
Element 4: (1, (9, 8), ['', '.', '', 'F'], [(11, 8), (13, 1), (17, 1)], [False, False, False, False], 92, False, [False, True, False, False], 3086, 'East', (10, 8))
Element 5: (1, (10, 8), ['', 'F', '', ''], [(11, 7), (14, 1), (18, 1)], [False, False, False, False], 90, False, [False, False, False, False], 5095, 'South', (10, 7))
Element 6: (1, (10, 7), ['.', 'F', '', ''], [(11, 6), (13, 1), (18, 1)], [False, False, False, False], 88, False, [True, False, False, False], 7094, 'South', (10, 6))
Element 7: (1, (10, 6), ['.', 'F', '', ''], [(11, 5), (13, 2), (17, 1)], [False, False, False, False], 86, False, [True, False, False, False], 9103, 'South', (10, 5))
Element 8: (1, (10, 5), ['.', 'F', '', ''], [(11, 4), (13, 3), (16, 1)], [False, False, False, False], 84, False, [True, False, False, False], 11112, 'South', (10, 4))
Element 9: (1, (10, 4), ['.', 'F', '', ''], [(11, 3), (14, 3), (17, 1)], [False, False, False, False], 82, False, [True, False, False, False], 13121, 'South', (10, 3))
Element 10: #1#
