Element 1: (3, (12, 5), ['F', '.', '.', '.'], [(15, 8), (5, 3), (7, 7)], [False, False, False, False], 98, False, [False, True, True, True], 29, 'West', (11, 5))
Element 2: (3, (11, 5), ['F', 'F', 'F', ''], [(15, 9), (6, 3), (8, 7)], [False, False, False, False], 96, False, [False, False, False, False], 1058, 'North', (11, 6))
Element 3: (3, (11, 6), ['F', '', 'F', '.'], [(14, 9), (7, 3), (9, 7)], [False, False, False, False], 94, False, [False, False, False, True], 2087, 'North', (11, 7))
Element 4: (3, (11, 7), ['G', '', 'F', '.'], [(14, 8), (8, 3), (10, 7)], [False, False, False, False], 92, False, [False, False, False, True], 4106, 'North', (11, 8))
Element 5: (3, (11, 8), ['G', '', 'F', '.'], [(14, 7), (9, 3), (10, 8)], [False, False, False, False], 90, False, [False, False, False, True], 6125, 'North', (11, 9))
Element 6: (3, (11, 9), ['G', '', '%', '.'], [(14, 6), (10, 3), (10, 9)], [False, False, True, False], 88, False, [False, False, False, True], 9134, 'East', (12, 9))
Element 7: (3, (12, 9), ['', '.', '%', '.'], [(15, 6), (11, 3), (9, 9)], [False, False, True, False], 86, False, [False, True, False, True], 10163, 'East', (13, 9))
Element 8: (3, (13, 9), ['', '.', '%', ''], [(15, 5), (11, 4), (9, 8)], [False, False, True, False], 84, False, [False, True, False, False], 11192, 'South', (13, 8))
Element 9: (3, (13, 8), ['.', '.', '', ''], [(15, 4), (10, 4), (8, 8)], [False, False, False, False], 82, False, [True, True, False, False], 12221, 'South', (13, 7))
Element 10: (3, (13, 7), ['.', '.', '', ''], [(15, 3), (10, 5), (8, 9)], [False, False, False, False], 80, False, [True, True, False, False], 13250, 'South', (13, 6))
Element 11: #1#
