Element 1: (0, (12, 1), ['.', '%', '%', '.'], [(4, 3), (4, 8), (8, 1)], [False, True, True, False], 98, False, [True, False, False, True], 0, 'West', (11, 1))
Element 2: (0, (11, 1), ['.', '%', '%', ''], [(5, 3), (5, 8), (9, 1)], [False, True, True, False], 96, False, [True, False, False, False], 39, 'West', (10, 1))
Element 3: (0, (10, 1), ['', '%', '.', ''], [(5, 4), (5, 9), (9, 2)], [False, True, False, False], 94, False, [False, False, True, False], 78, 'North', (10, 2))
Element 4: (0, (10, 2), ['', '', 'F', '%'], [(5, 5), (6, 9), (9, 3)], [False, False, False, True], 92, False, [False, False, False, False], 117, 'North', (10, 3))
Element 5: (0, (10, 3), ['', '', 'F', 'F'], [(4, 5), (7, 9), (9, 4)], [False, False, False, False], 90, False, [False, False, False, False], 1146, 'East', (11, 3))
Element 6: (0, (11, 3), ['', '%', 'F', '.'], [(4, 4), (8, 9), (10, 4)], [False, True, False, False], 88, False, [False, False, False, True], 3165, 'North', (11, 4))
Element 7: (0, (11, 4), ['', '', 'F', '.'], [(3, 4), (9, 9), (10, 5)], [False, False, False, False], 86, False, [False, False, False, True], 5184, 'North', (11, 5))
Element 8: (0, (11, 5), ['', '', 'F', '.'], [(3, 5), (10, 9), (10, 6)], [False, False, False, False], 84, False, [False, False, False, True], 8193, 'North', (11, 6))
Element 9: (0, (11, 6), ['', '', 'F', '.'], [(3, 6), (11, 9), (10, 7)], [False, False, False, False], 82, False, [False, False, False, True], 11202, 'North', (11, 7))
Element 10: #1#
