Element 1: (0, (18, 1), ['.', '%', '%', '%'], [(4, 3), (10, 1), (15, 7)], [False, True, True, True], 98, False, [True, False, False, False], 0, 'West', (17, 1))
Element 2: (0, (17, 1), ['.', '%', '%', ''], [(5, 3), (11, 1), (15, 8)], [False, True, True, False], 96, False, [True, False, False, False], 39, 'West', (16, 1))
Element 3: (0, (16, 1), ['%', '%', '%', ''], [(6, 3), (12, 1), (15, 9)], [True, True, True, False], 94, False, [False, False, False, False], 78, 'East', (17, 1))
Element 4: (0, (17, 1), ['', '%', '%', ''], [(7, 3), (13, 1), (14, 9)], [False, True, True, False], 92, False, [False, False, False, False], 107, 'East', (18, 1))
Element 5: (0, (18, 1), ['', '%', '%', '%'], [(8, 3), (14, 1), (14, 8)], [False, True, True, True], 90, False, [False, False, False, False], 136, 'Stop', (18, 1))
Element 6: (0, (18, 1), ['', '%', '%', '%'], [(9, 3), (13, 1), (14, 7)], [False, True, True, True], 88, False, [False, False, False, False], 155, 'West', (17, 1))
Element 7: (0, (17, 1), ['', '%', '%', ''], [(10, 3), (13, 2), (14, 6)], [False, True, True, False], 86, False, [False, False, False, False], 1174, 'West', (16, 1))
Element 8: (0, (16, 1), ['%', '%', '%', ''], [(11, 3), (13, 3), (15, 6)], [True, True, True, False], 84, False, [False, False, False, False], 2193, 'East', (17, 1))
Element 9: (0, (17, 1), ['', '%', '%', ''], [(11, 4), (14, 3), (15, 5)], [False, True, True, False], 82, False, [False, False, False, False], 3212, 'East', (18, 1))
Element 10: (0, (18, 1), ['', '%', '%', '%'], [(11, 5), (15, 3), (15, 4)], [False, True, True, True], 80, False, [False, False, False, False], 4231, 'Stop', (18, 1))
Element 11: (0, (18, 1), ['', '%', '%', '%'], [(11, 6), (15, 2), (14, 4)], [False, True, True, True], 78, False, [False, False, False, False], 5250, 'West', (17, 1))
Element 12: (0, (17, 1), ['', '%', '%', ''], [(11, 7), (15, 3), (14, 5)], [False, True, True, False], 76, False, [False, False, False, False], 6259, 'West', (16, 1))
Element 13: (0, (16, 1), ['%', '%', '%', ''], [(11, 8), (14, 3), (13, 5)], [True, True, True, False], 74, False, [False, False, False, False], 7268, 'East', (17, 1))
Element 14: (0, (17, 1), ['', '%', '%', ''], [(11, 9), (14, 4), (13, 6)], [False, True, True, False], 72, False, [False, False, False, False], 8277, 'East', (18, 1))
Element 15: (0, (18, 1), ['', '%', '%', '%'], [(10, 9), (13, 4), (13, 7)], [False, True, True, True], 70, False, [False, False, False, False], 9296, 'Stop', (18, 1))
Element 16: (0, (18, 1), ['', '%', '%', '%'], [(10, 8), (12, 4), (13, 8)], [False, True, True, True], 68, False, [False, False, False, False], 10315, 'West', (17, 1))
Element 17: (0, (17, 1), ['', '%', '%', ''], [(10, 7), (12, 5), (13, 9)], [False, True, True, False], 66, False, [False, False, False, False], 11334, 'West', (16, 1))
Element 18: (0, (16, 1), ['%', '%', '%', ''], [(10, 6), (12, 6), (12, 9)], [True, True, True, False], 64, False, [False, False, False, False], 12353, 'East', (17, 1))
Element 19: (0, (17, 1), ['', '%', '%', ''], [(10, 5), (12, 7), (12, 8)], [False, True, True, False], 62, False, [False, False, False, False], 13372, 'East', (18, 1))
Element 20: #1#
