Element 1: (3, (15, 5), ['.', '.', '.', '%'], [(6, 6), (1, 6), (14, 8)], [False, False, False, True], 98, False, [True, True, True, False], 29, 'North', (15, 6))
Element 2: (3, (15, 6), ['.', '', '.', '%'], [(7, 6), (1, 7), (15, 8)], [False, False, False, True], 96, False, [True, False, True, False], 68, 'North', (15, 7))
Element 3: (3, (15, 7), ['.', '', '', '%'], [(8, 6), (1, 8), (15, 9)], [False, False, False, True], 94, False, [True, False, False, False], 107, 'West', (14, 7))
Element 4: (3, (14, 7), ['.', '.', '', ''], [(9, 6), (1, 9), (14, 9)], [False, False, False, False], 92, False, [True, True, False, False], 146, 'South', (14, 6))
Element 5: (3, (14, 6), ['.', '.', '', ''], [(10, 6), (1, 8), (13, 9)], [False, False, False, False], 90, False, [True, True, False, False], 1165, 'South', (14, 5))
Element 6: (3, (14, 5), ['.', '.', '', ''], [(11, 6), (1, 7), (12, 9)], [False, False, False, False], 88, False, [True, True, False, False], 2184, 'South', (14, 4))
Element 7: (3, (14, 4), ['.', '.', '', '.'], [(11, 7), (1, 6), (11, 9)], [False, False, False, False], 86, False, [True, True, False, True], 4193, 'East', (15, 4))
Element 8: (3, (15, 4), ['', '.', '', '%'], [(11, 8), (1, 5), (10, 9)], [False, False, False, True], 84, False, [False, True, False, False], 6202, 'South', (15, 3))
Element 9: (3, (15, 3), ['.', '.', '', '%'], [(10, 8), (1, 4), (9, 9)], [False, False, False, True], 82, False, [True, True, False, False], 7231, 'South', (15, 2))
Element 10: (3, (15, 2), ['%', '%', '', '%'], [(10, 7), (1, 3), (9, 8)], [True, True, False, True], 80, False, [False, False, False, False], 8260, 'North', (15, 3))
Element 11: (3, (15, 3), ['.', '', '', '%'], [(9, 7), (1, 2), (8, 8)], [False, False, False, True], 78, False, [True, False, False, False], 8289, 'West', (14, 3))
Element 12: (3, (14, 3), ['.', '%', '', ''], [(8, 7), (1, 1), (8, 9)], [False, True, False, False], 76, False, [True, False, False, False], 8328, 'West', (13, 3))
Element 13: (3, (13, 3), ['.', '.', '.', ''], [(7, 7), (2, 1), (7, 9)], [False, False, False, False], 74, False, [True, True, True, False], 8367, 'North', (13, 4))
Element 14: (3, (13, 4), ['.', '', '.', ''], [(7, 8), (3, 1), (6, 9)], [False, False, False, False], 72, False, [True, False, True, False], 8406, 'North', (13, 5))
Element 15: (3, (13, 5), ['.', '', '.', ''], [(6, 8), (4, 1), (5, 9)], [False, False, False, False], 70, False, [True, False, True, False], 8445, 'North', (13, 6))
Element 16: (3, (13, 6), ['.', '', '.', ''], [(6, 7), (4, 2), (5, 8)], [False, False, False, False], 68, False, [True, False, True, False], 8484, 'North', (13, 7))
Element 17: (3, (13, 7), ['.', '', '', ''], [(5, 7), (4, 3), (4, 8)], [False, False, False, False], 66, False, [True, False, False, False], 8523, 'West', (12, 7))
Element 18: (3, (12, 7), ['', '.', '.', ''], [(4, 7), (5, 3), (4, 9)], [False, False, False, False], 64, False, [False, True, True, False], 8562, 'North', (12, 8))
Element 19: (3, (12, 8), ['', '', '', ''], [(4, 6), (6, 3), (3, 9)], [False, False, False, False], 62, False, [False, False, False, False], 8601, 'East', (13, 8))
Element 20: (3, (13, 8), ['', '', '', ''], [(4, 5), (7, 3), (3, 8)], [False, False, False, False], 60, False, [False, False, False, False], 8630, 'East', (14, 8))
Element 21: (3, (14, 8), ['', '', '', ''], [(5, 5), (8, 3), (3, 7)], [False, False, False, False], 58, False, [False, False, False, False], 8659, 'East', (15, 8))
Element 22: (3, (15, 8), ['', '', '', '%'], [(6, 5), (9, 3), (3, 6)], [False, False, False, True], 56, False, [False, False, False, False], 8688, 'North', (15, 9))
Element 23: (3, (15, 9), ['', '', '%', '%'], [(7, 5), (10, 3), (3, 5)], [False, False, True, True], 54, False, [False, False, False, False], 9707, 'West', (14, 9))
Element 24: (3, (14, 9), ['', '', '%', ''], [(8, 5), (11, 3), (3, 4)], [False, False, True, False], 52, False, [False, False, False, False], 10726, 'West', (13, 9))
Element 25: (3, (13, 9), ['', '', '%', ''], [(9, 5), (11, 4), (4, 4)], [False, False, True, False], 50, False, [False, False, False, False], 11745, 'West', (12, 9))
Element 26: (3, (12, 9), ['', '', '%', ''], [(10, 5), (11, 5), (5, 4)], [False, False, True, False], 48, False, [False, False, False, False], 13754, 'West', (11, 9))
Element 27: #1#
