Element 1: (0, (18, 1), ['.', '%', '%', '%'], [(6, 6), (8, 6), (13, 6)], [False, True, True, True], 98, False, [True, False, False, False], 0, 'West', (17, 1))
Element 2: (0, (17, 1), ['.', '%', '%', ''], [(7, 6), (9, 6), (14, 6)], [False, True, True, False], 96, False, [True, False, False, False], 39, 'West', (16, 1))
Element 3: (0, (16, 1), ['%', '%', '%', ''], [(7, 7), (10, 6), (15, 6)], [True, True, True, False], 94, False, [False, False, False, False], 1068, 'East', (17, 1))
Element 4: (0, (17, 1), ['', '%', '%', ''], [(8, 7), (11, 6), (15, 7)], [False, True, True, False], 92, False, [False, False, False, False], 2087, 'East', (18, 1))
Element 5: (0, (18, 1), ['', '%', '%', '%'], [(9, 7), (11, 7), (15, 8)], [False, True, True, True], 90, False, [False, False, False, False], 3106, 'Stop', (18, 1))
Element 6: (0, (18, 1), ['', '%', '%', '%'], [(10, 7), (11, 8), (15, 9)], [False, True, True, True], 88, False, [False, False, False, False], 5115, 'West', (17, 1))
Element 7: (0, (17, 1), ['', '%', '%', ''], [(10, 8), (11, 9), (14, 9)], [False, True, True, False], 86, False, [False, False, False, False], 7124, 'West', (16, 1))
Element 8: (0, (16, 1), ['%', '%', '%', ''], [(10, 9), (12, 9), (14, 8)], [True, True, True, False], 84, False, [False, False, False, False], 8143, 'East', (17, 1))
Element 9: (0, (17, 1), ['', '%', '%', ''], [(9, 9), (13, 9), (14, 7)], [False, True, True, False], 82, False, [False, False, False, False], 8172, 'East', (18, 1))
Element 10: (0, (18, 1), ['', '%', '%', '%'], [(9, 8), (13, 8), (13, 7)], [False, True, True, True], 80, False, [False, False, False, False], 8201, 'Stop', (18, 1))
Element 11: (0, (18, 1), ['', '%', '%', '%'], [(8, 8), (12, 8), (12, 7)], [False, True, True, True], 78, False, [False, False, False, False], 8230, 'West', (17, 1))
Element 12: (0, (17, 1), ['', '%', '%', ''], [(8, 9), (13, 8), (12, 6)], [False, True, True, False], 76, False, [False, False, False, False], 8249, 'West', (16, 1))
Element 13: (0, (16, 1), ['%', '%', '%', ''], [(7, 9), (14, 8), (12, 5)], [True, True, True, False], 74, False, [False, False, False, False], 8268, 'East', (17, 1))
Element 14: (0, (17, 1), ['', '%', '%', ''], [(7, 8), (15, 8), (11, 5)], [False, True, True, False], 72, False, [False, False, False, False], 9277, 'East', (18, 1))
Element 15: (0, (18, 1), ['', '%', '%', '%'], [(6, 8), (15, 9), (11, 4)], [False, True, True, True], 70, False, [False, False, False, False], 10286, 'Stop', (18, 1))
Element 16: (0, (18, 1), ['', '%', '%', '%'], [(6, 9), (14, 9), (11, 3)], [False, True, True, True], 68, False, [False, False, False, False], 11295, 'West', (17, 1))
Element 17: (0, (17, 1), ['', '%', '%', ''], [(5, 9), (15, 9), (10, 3)], [False, True, True, False], 66, False, [False, False, False, False], 12304, 'West', (16, 1))
Element 18: (0, (16, 1), ['%', '%', '%', ''], [(5, 8), (15, 8), (10, 4)], [True, True, True, False], 64, False, [False, False, False, False], 13313, 'East', (17, 1))
Element 19: #1#
