Element 1: (1, (6, 1), ['%', '%', '.', '.'], [(4, 6), (13, 9), (15, 2)], [True, True, False, False], 98, False, [False, False, True, True], 9, 'East', (7, 1))
Element 2: (1, (7, 1), ['', '%', '.', '.'], [(5, 6), (14, 9), (15, 3)], [False, True, False, False], 96, False, [False, False, True, True], 48, 'East', (8, 1))
Element 3: (1, (8, 1), ['', '%', '.', '.'], [(6, 6), (15, 9), (15, 4)], [False, True, False, False], 94, False, [False, False, True, True], 87, 'East', (9, 1))
Element 4: (1, (9, 1), ['', '%', '.', '.'], [(7, 6), (15, 8), (15, 5)], [False, True, False, False], 92, False, [False, False, True, True], 126, 'East', (10, 1))
Element 5: (1, (10, 1), ['', '%', '.', '.'], [(8, 6), (15, 7), (15, 6)], [False, True, False, False], 90, False, [False, False, True, True], 165, 'East', (11, 1))
Element 6: (1, (11, 1), ['', '%', '%', '.'], [(9, 6), (14, 7), (14, 6)], [False, True, True, False], 88, False, [False, False, False, True], 204, 'East', (12, 1))
Element 7: (1, (12, 1), ['', '%', '%', '.'], [(10, 6), (14, 8), (14, 5)], [False, True, True, False], 86, False, [False, False, False, True], 1233, 'East', (13, 1))
Element 8: (1, (13, 1), ['', '%', '.', '.'], [(11, 6), (13, 8), (14, 4)], [False, True, False, False], 84, False, [False, False, True, True], 2262, 'East', (14, 1))
Element 9: (1, (14, 1), ['', '%', '%', '%'], [(11, 7), (13, 7), (14, 3)], [False, True, True, True], 82, False, [False, False, False, False], 3291, 'West', (13, 1))
Element 10: (1, (13, 1), ['', '%', '.', ''], [(11, 8), (13, 6), (13, 3)], [False, True, False, False], 80, False, [False, False, True, False], 4310, 'North', (13, 2))
Element 11: (1, (13, 2), ['%', '', '', '%'], [(11, 9), (13, 5), (13, 4)], [True, False, False, True], 78, False, [False, False, False, False], 5339, 'North', (13, 3))
Element 12: (1, (13, 3), ['.', '', '', ''], [(10, 9), (12, 5), (12, 4)], [False, False, False, False], 76, False, [True, False, False, False], 6358, 'West', (12, 3))
Element 13: (1, (12, 3), ['F', '%', '', ''], [(10, 8), (11, 5), (11, 4)], [False, True, False, False], 74, False, [False, False, False, False], 9367, 'West', (11, 3))
Element 14: (1, (11, 3), ['F', '%', '', ''], [(10, 7), (10, 5), (10, 4)], [False, True, False, False], 72, False, [False, False, False, False], 13366, 'West', (10, 3))
Element 15: #1#
