Element 1: (0, (7, 6), ['.', '.', '.', '.'], [(1, 6), (13, 2), (13, 9)], [False, False, False, False], 98, False, [True, True, True, True], 0, 'East', (8, 6))
Element 2: (0, (8, 6), ['', '.', '.', '.'], [(1, 7), (13, 3), (14, 9)], [False, False, False, False], 96, False, [False, True, True, True], 39, 'East', (9, 6))
Element 3: (0, (9, 6), ['', '.', '.', 'F'], [(1, 8), (14, 3), (15, 9)], [False, False, False, False], 94, False, [False, True, True, False], 78, 'East', (10, 6))
Element 4: (0, (10, 6), ['', 'F', 'F', 'F'], [(1, 9), (15, 3), (15, 8)], [False, False, False, False], 92, False, [False, False, False, False], 1107, 'East', (11, 6))
Element 5: (0, (11, 6), ['', 'F', 'F', '.'], [(1, 8), (15, 4), (15, 7)], [False, False, False, False], 90, False, [False, False, False, True], 2126, 'North', (11, 7))
Element 6: (0, (11, 7), ['F', '', 'F', '.'], [(1, 7), (15, 5), (15, 6)], [False, False, False, False], 88, False, [False, False, False, True], 3145, 'North', (11, 8))
Element 7: (0, (11, 8), ['F', '', 'F', '.'], [(1, 6), (14, 5), (14, 6)], [False, False, False, False], 86, False, [False, False, False, True], 4164, 'North', (11, 9))
Element 8: (0, (11, 9), ['F', '', '%', '.'], [(1, 5), (14, 4), (14, 7)], [False, False, True, False], 84, False, [False, False, False, True], 5193, 'West', (10, 9))
Element 9: (0, (10, 9), ['.', 'F', '%', ''], [(1, 4), (13, 4), (14, 8)], [False, False, True, False], 82, False, [True, False, False, False], 6222, 'South', (10, 8))
Element 10: (0, (10, 8), ['.', 'F', '', ''], [(1, 3), (13, 5), (13, 8)], [False, False, False, False], 80, False, [True, False, False, False], 7251, 'South', (10, 7))
Element 11: (0, (10, 7), ['.', '', '', ''], [(1, 2), (13, 6), (13, 7)], [False, False, False, False], 78, False, [True, False, False, False], 8280, 'West', (9, 7))
Element 12: (0, (9, 7), ['.', '', '.', ''], [(1, 1), (12, 6), (12, 7)], [False, False, False, False], 76, False, [True, False, True, False], 8319, 'North', (9, 8))
Element 13: (0, (9, 8), ['.', '', '.', ''], [(2, 1), (12, 5), (12, 8)], [False, False, False, False], 74, False, [True, False, True, False], 8358, 'North', (9, 9))
Element 14: (0, (9, 9), ['.', '', '%', ''], [(3, 1), (11, 5), (12, 9)], [False, False, True, False], 72, False, [True, False, False, False], 9387, 'West', (8, 9))
Element 15: (0, (8, 9), ['.', '.', '%', ''], [(4, 1), (11, 4), (11, 9)], [False, False, True, False], 70, False, [True, True, False, False], 10406, 'South', (8, 8))
Element 16: (0, (8, 8), ['.', '.', '', ''], [(4, 2), (11, 3), (11, 8)], [False, False, False, False], 68, False, [True, True, False, False], 11425, 'South', (8, 7))
Element 17: (0, (8, 7), ['.', '', '', ''], [(4, 3), (10, 3), (11, 7)], [False, False, False, False], 66, False, [True, False, False, False], 12444, 'West', (7, 7))
Element 18: (0, (7, 7), ['.', '', '.', ''], [(5, 3), (10, 4), (11, 6)], [False, False, False, False], 64, False, [True, False, True, False], 13463, 'North', (7, 8))
Element 19: #1#
