Element 1: (1, (3, 6), ['%', '.', '.', '.'], [(17, 1), (12, 9), (13, 6)], [True, False, False, False], 98, False, [False, True, True, True], 9, 'East', (4, 6))
Element 2: (1, (4, 6), ['', '.', '.', '.'], [(16, 1), (11, 9), (14, 6)], [False, False, False, False], 96, False, [False, True, True, True], 1038, 'East', (5, 6))
Element 3: (1, (5, 6), ['', '.', '.', '.'], [(17, 1), (11, 8), (15, 6)], [False, False, False, False], 94, False, [False, True, True, True], 2057, 'East', (6, 6))
Element 4: (1, (6, 6), ['', '.', '.', '.'], [(18, 1), (11, 7), (15, 7)], [False, False, False, False], 92, False, [False, True, True, True], 3076, 'East', (7, 6))
Element 5: (1, (7, 6), ['', '.', '.', '.'], [(18, 1), (11, 6), (15, 8)], [False, False, False, False], 90, False, [False, True, True, True], 4095, 'East', (8, 6))
Element 6: (1, (8, 6), ['', '.', '.', '.'], [(17, 1), (11, 5), (15, 9)], [False, False, False, False], 88, False, [False, True, True, True], 5114, 'East', (9, 6))
Element 7: (1, (9, 6), ['', '.', '.', 'F'], [(16, 1), (11, 4), (14, 9)], [False, False, False, False], 86, False, [False, True, True, False], 6133, 'East', (10, 6))
Element 8: (1, (10, 6), ['', 'F', 'F', ''], [(17, 1), (11, 3), (14, 8)], [False, False, False, False], 84, False, [False, False, False, False], 8142, 'North', (10, 7))
Element 9: (1, (10, 7), ['.', '', 'F', ''], [(18, 1), (10, 3), (14, 7)], [False, False, False, False], 82, False, [True, False, False, False], 10151, 'North', (10, 8))
Element 10: (1, (10, 8), ['.', '', 'F', ''], [(18, 1), (10, 4), (13, 7)], [False, False, False, False], 80, False, [True, False, False, False], 12160, 'North', (10, 9))
Element 11: #1#
