Element 1: (2, (14, 1), ['.', '%', '%', '%'], [(6, 4), (7, 3), (14, 6)], [False, True, True, True], 98, False, [True, False, False, False], 19, 'West', (13, 1))
Element 2: (2, (13, 1), ['.', '%', '.', ''], [(7, 4), (8, 3), (15, 6)], [False, True, False, False], 96, False, [True, False, True, False], 58, 'North', (13, 2))
Element 3: (2, (13, 2), ['%', '', '.', '%'], [(8, 4), (9, 3), (15, 7)], [True, False, False, True], 94, False, [False, False, True, False], 97, 'North', (13, 3))
Element 4: (2, (13, 3), ['.', '', '.', '.'], [(9, 4), (10, 3), (15, 8)], [False, False, False, False], 92, False, [True, False, True, True], 1126, 'East', (14, 3))
Element 5: (2, (14, 3), ['', '%', '.', '.'], [(10, 4), (11, 3), (15, 9)], [False, True, False, False], 90, False, [False, False, True, True], 3145, 'East', (15, 3))
Element 6: (2, (15, 3), ['', '.', '.', '%'], [(11, 4), (12, 3), (14, 9)], [False, False, False, True], 88, False, [False, True, True, False], 4174, 'North', (15, 4))
Element 7: (2, (15, 4), ['.', '', '.', '%'], [(11, 5), (12, 4), (14, 8)], [False, False, False, True], 86, False, [True, False, True, False], 5203, 'North', (15, 5))
Element 8: (2, (15, 5), ['.', '', '', '%'], [(11, 6), (13, 4), (14, 7)], [False, False, False, True], 84, False, [True, False, False, False], 6232, 'West', (14, 5))
Element 9: (2, (14, 5), ['.', 'G', '', ''], [(11, 7), (14, 4), (13, 7)], [False, False, False, False], 82, False, [True, False, False, False], 7261, 'West', (13, 5))
Element 10: (2, (13, 5), ['.', '', '.', ''], [(11, 8), (15, 4), (13, 8)], [False, False, False, False], 80, False, [True, False, True, False], 8280, 'North', (13, 6))
Element 11: (2, (13, 6), ['.', '', '', ''], [(11, 9), (15, 5), (13, 9)], [False, False, False, False], 78, False, [True, False, False, False], 9299, 'West', (12, 6))
Element 12: (2, (12, 6), ['', '.', '.', ''], [(10, 9), (15, 6), (12, 9)], [False, False, False, False], 76, False, [False, True, True, False], 10318, 'North', (12, 7))
Element 13: (2, (12, 7), ['', '', 'G', ''], [(10, 8), (15, 7), (12, 8)], [False, False, False, False], 74, False, [False, False, False, False], 11337, 'East', (13, 7))
Element 14: (2, (13, 7), ['G', '', '', ''], [(10, 7), (15, 8), (12, 7)], [False, False, False, False], 72, False, [False, False, False, False], 12336, 'East', (14, 7))
Element 15: (2, (14, 7), ['', '', '', ''], [(10, 6), (15, 9), (12, 6)], [False, False, False, False], 70, False, [False, False, False, False], 13335, 'East', (15, 7))
Element 16: #1#
