Element 1: (0, (1, 6), ['%', '.', '.', '%'], [(4, 4), (9, 2), (13, 6)], [True, False, False, True], 98, False, [False, True, True, False], 0, 'North', (1, 7))
Element 2: (0, (1, 7), ['%', '', '.', '%'], [(5, 4), (10, 2), (14, 6)], [True, False, False, True], 96, False, [False, False, True, False], 39, 'North', (1, 8))
Element 3: (0, (1, 8), ['%', '', '.', '%'], [(6, 4), (10, 3), (15, 6)], [True, False, False, True], 94, False, [False, False, True, False], 1068, 'North', (1, 9))
Element 4: (0, (1, 9), ['%', '', '%', '%'], [(7, 4), (11, 3), (15, 7)], [True, False, True, True], 92, False, [False, False, False, False], 2097, 'South', (1, 8))
Element 5: (0, (1, 8), ['%', '', '', '%'], [(8, 4), (11, 4), (15, 8)], [True, False, False, True], 90, False, [False, False, False, False], 3116, 'South', (1, 7))
Element 6: (0, (1, 7), ['%', '', '', '%'], [(9, 4), (11, 5), (15, 9)], [True, False, False, True], 88, False, [False, False, False, False], 4135, 'South', (1, 6))
Element 7: (0, (1, 6), ['%', '.', '', '%'], [(10, 4), (11, 6), (14, 9)], [True, False, False, True], 86, False, [False, True, False, False], 6144, 'South', (1, 5))
Element 8: (0, (1, 5), ['%', '.', '', '%'], [(10, 5), (11, 7), (14, 8)], [True, False, False, True], 84, False, [False, True, False, False], 8163, 'South', (1, 4))
Element 9: (0, (1, 4), ['%', '.', '', '%'], [(10, 6), (11, 8), (14, 7)], [True, False, False, True], 82, False, [False, True, False, False], 10182, 'South', (1, 3))
Element 10: (0, (1, 3), ['%', '.', '', '%'], [(10, 7), (11, 9), (13, 7)], [True, False, False, True], 80, False, [False, True, False, False], 12201, 'South', (1, 2))
Element 11: #1#
