Element 1: (2, (14, 1), ['.', '%', '%', '%'], [(7, 7), (5, 8), (14, 9)], [False, True, True, True], 98, False, [True, False, False, False], 19, 'West', (13, 1))
Element 2: (2, (13, 1), ['.', '%', '.', ''], [(8, 7), (6, 8), (15, 9)], [False, True, False, False], 96, False, [True, False, True, False], 58, 'North', (13, 2))
Element 3: (2, (13, 2), ['%', '', '.', '%'], [(9, 7), (7, 8), (15, 8)], [True, False, False, True], 94, False, [False, False, True, False], 97, 'North', (13, 3))
Element 4: (2, (13, 3), ['.', '', '.', '.'], [(10, 7), (8, 8), (15, 7)], [False, False, False, False], 92, False, [True, False, True, True], 1126, 'East', (14, 3))
Element 5: (2, (14, 3), ['', '%', '.', '.'], [(11, 7), (9, 8), (15, 6)], [False, True, False, False], 90, False, [False, False, True, True], 2155, 'East', (15, 3))
Element 6: (2, (15, 3), ['', '.', '.', '%'], [(11, 8), (10, 8), (15, 5)], [False, False, False, True], 88, False, [False, True, True, False], 4174, 'North', (15, 4))
Element 7: (2, (15, 4), ['.', '', '', '%'], [(11, 9), (10, 9), (14, 5)], [False, False, False, True], 86, False, [True, False, False, False], 6193, 'West', (14, 4))
Element 8: (2, (14, 4), ['.', '', '', ''], [(12, 9), (9, 9), (14, 6)], [False, False, False, False], 84, False, [True, False, False, False], 6232, 'West', (13, 4))
Element 9: (2, (13, 4), ['.', '', '.', ''], [(13, 9), (8, 9), (14, 7)], [False, False, False, False], 82, False, [True, False, True, False], 6271, 'North', (13, 5))
Element 10: (2, (13, 5), ['.', '', '.', ''], [(13, 8), (7, 9), (14, 8)], [False, False, False, False], 80, False, [True, False, True, False], 6310, 'North', (13, 6))
Element 11: (2, (13, 6), ['.', '', 'G', ''], [(13, 7), (6, 9), (14, 7)], [False, False, False, False], 78, False, [True, False, False, False], 6339, 'West', (12, 6))
Element 12: (2, (12, 6), ['F', '.', 'G', ''], [(12, 7), (5, 9), (14, 6)], [False, False, False, False], 76, False, [False, True, False, False], 6368, 'West', (11, 6))
Element 13: (2, (11, 6), ['F', 'F', '', ''], [(12, 8), (4, 9), (14, 7)], [False, False, False, False], 74, False, [False, False, False, False], 7387, 'South', (11, 5))
Element 14: (2, (11, 5), ['F', 'F', '', '.'], [(12, 7), (4, 8), (14, 6)], [False, False, False, False], 72, False, [False, False, False, True], 8396, 'South', (11, 4))
Element 15: (2, (11, 4), ['F', 'F', '', '.'], [(12, 6), (4, 7), (13, 6)], [False, False, False, False], 70, False, [False, False, False, True], 9405, 'South', (11, 3))
Element 16: (2, (11, 3), ['F', '%', '', '.'], [(12, 5), (4, 6), (13, 7)], [False, True, False, False], 68, False, [False, False, False, True], 10424, 'West', (10, 3))
Element 17: (2, (10, 3), ['.', '.', 'F', ''], [(12, 4), (5, 6), (13, 8)], [False, False, False, False], 66, False, [True, True, False, False], 11443, 'North', (10, 4))
Element 18: (2, (10, 4), ['.', '', 'F', ''], [(12, 3), (6, 6), (13, 9)], [False, False, False, False], 64, False, [True, False, False, False], 12462, 'North', (10, 5))
Element 19: (2, (10, 5), ['.', '', 'F', ''], [(13, 3), (7, 6), (12, 9)], [False, False, False, False], 62, False, [True, False, False, False], 13471, 'North', (10, 6))
Element 20: #1#
