Element 1: (1, (1, 4), ['%', '.', '.', '%'], [(5, 4), (5, 9), (13, 1)], [True, False, False, True], 98, False, [False, True, True, False], 9, 'North', (1, 5))
Element 2: (1, (1, 5), ['%', '', '.', '%'], [(6, 4), (6, 9), (14, 1)], [True, False, False, True], 96, False, [False, False, True, False], 48, 'North', (1, 6))
Element 3: (1, (1, 6), ['%', '', '.', '%'], [(7, 4), (7, 9), (13, 1)], [True, False, False, True], 94, False, [False, False, True, False], 77, 'North', (1, 7))
Element 4: (1, (1, 7), ['%', '', '.', '%'], [(8, 4), (8, 9), (13, 2)], [True, False, False, True], 92, False, [False, False, True, False], 116, 'North', (1, 8))
Element 5: (1, (1, 8), ['%', '', '.', '%'], [(9, 4), (9, 9), (13, 3)], [True, False, False, True], 90, False, [False, False, True, False], 155, 'North', (1, 9))
Element 6: (1, (1, 9), ['%', '', '%', '%'], [(10, 4), (10, 9), (14, 3)], [True, False, True, True], 88, False, [False, False, False, False], 2174, 'South', (1, 8))
Element 7: (1, (1, 8), ['%', '', '', '%'], [(11, 4), (11, 9), (15, 3)], [True, False, False, True], 86, False, [False, False, False, False], 4183, 'South', (1, 7))
Element 8: (1, (1, 7), ['%', '', '', '%'], [(11, 5), (11, 8), (15, 4)], [True, False, False, True], 84, False, [False, False, False, False], 6192, 'South', (1, 6))
Element 9: (1, (1, 6), ['%', '', '', '%'], [(11, 6), (11, 7), (15, 5)], [True, False, False, True], 82, False, [False, False, False, False], 8201, 'South', (1, 5))
Element 10: (1, (1, 5), ['%', '', '', '%'], [(10, 6), (10, 7), (15, 6)], [True, False, False, True], 80, False, [False, False, False, False], 10210, 'South', (1, 4))
Element 11: (1, (1, 4), ['%', '.', '', '%'], [(10, 5), (10, 8), (15, 7)], [True, False, False, True], 78, False, [False, True, False, False], 12219, 'South', (1, 3))
Element 12: (1, (1, 3), ['%', '.', '', '%'], [(9, 5), (9, 8), (15, 8)], [True, False, False, True], 76, False, [False, True, False, False], 12258, 'South', (1, 2))
Element 13: (1, (1, 2), ['%', '.', '', '%'], [(9, 6), (9, 7), (15, 9)], [True, False, False, True], 74, False, [False, True, False, False], 12297, 'South', (1, 1))
Element 14: (1, (1, 1), ['%', '%', '', '.'], [(8, 6), (8, 7), (14, 9)], [True, True, False, False], 72, False, [False, False, False, True], 12336, 'East', (2, 1))
Element 15: (1, (2, 1), ['', '%', '%', '.'], [(8, 5), (8, 8), (14, 8)], [False, True, True, False], 70, False, [False, False, False, True], 12375, 'East', (3, 1))
Element 16: (1, (3, 1), ['', '%', '%', '.'], [(7, 5), (7, 8), (14, 7)], [False, True, True, False], 68, False, [False, False, False, True], 12414, 'East', (4, 1))
Element 17: (1, (4, 1), ['', '%', '.', '%'], [(7, 6), (7, 7), (14, 6)], [False, True, False, True], 66, False, [False, False, True, False], 12453, 'North', (4, 2))
Element 18: (1, (4, 2), ['%', '', '.', '%'], [(6, 6), (6, 7), (14, 5)], [True, False, False, True], 64, False, [False, False, True, False], 12492, 'North', (4, 3))
Element 19: (1, (4, 3), ['.', '', '', '.'], [(6, 5), (6, 8), (14, 4)], [False, False, False, False], 62, False, [True, False, False, True], 12531, 'East', (5, 3))
Element 20: (1, (5, 3), ['', '%', '', '.'], [(5, 5), (5, 8), (13, 4)], [False, True, False, False], 60, False, [False, False, False, True], 12570, 'East', (6, 3))
Element 21: (1, (6, 3), ['', '.', '', '.'], [(5, 6), (5, 7), (13, 5)], [False, False, False, False], 58, False, [False, True, False, True], 12609, 'East', (7, 3))
Element 22: (1, (7, 3), ['', '.', '', '.'], [(4, 6), (4, 7), (13, 6)], [False, False, False, False], 56, False, [False, True, False, True], 12648, 'East', (8, 3))
Element 23: (1, (8, 3), ['', '.', '', '.'], [(4, 5), (4, 8), (13, 7)], [False, False, False, False], 54, False, [False, True, False, True], 12687, 'East', (9, 3))
Element 24: (1, (9, 3), ['', '.', '', 'F'], [(3, 5), (4, 9), (13, 8)], [False, False, False, False], 52, False, [False, True, False, False], 12726, 'East', (10, 3))
Element 25: (1, (10, 3), ['', '.', '', 'F'], [(3, 6), (3, 9), (13, 9)], [False, False, False, False], 50, False, [False, True, False, False], 13755, 'East', (11, 3))
Element 26: #1#
