Element 1: (2, (10, 1), ['.', '%', '.', '.'], [(17, 1), (5, 3), (15, 7)], [False, True, False, False], 98, False, [True, False, True, True], 19, 'East', (11, 1))
Element 2: (2, (11, 1), ['', '%', '%', '.'], [(16, 1), (6, 3), (15, 8)], [False, True, True, False], 96, False, [False, False, False, True], 58, 'East', (12, 1))
Element 3: (2, (12, 1), ['', '%', '%', '.'], [(17, 1), (7, 3), (15, 9)], [False, True, True, False], 94, False, [False, False, False, True], 87, 'East', (13, 1))
Element 4: (2, (13, 1), ['', '%', '.', '.'], [(18, 1), (8, 3), (14, 9)], [False, True, False, False], 92, False, [False, False, True, True], 116, 'East', (14, 1))
Element 5: (2, (14, 1), ['', '%', '%', '%'], [(18, 1), (9, 3), (14, 8)], [False, True, True, True], 90, False, [False, False, False, False], 145, 'West', (13, 1))
Element 6: (2, (13, 1), ['', '%', '.', ''], [(17, 1), (10, 3), (14, 7)], [False, True, False, False], 88, False, [False, False, True, False], 1154, 'North', (13, 2))
Element 7: (2, (13, 2), ['%', '', '.', '%'], [(16, 1), (11, 3), (14, 6)], [True, False, False, True], 86, False, [False, False, True, False], 2173, 'North', (13, 3))
Element 8: (2, (13, 3), ['.', '', '.', '.'], [(17, 1), (11, 4), (15, 6)], [False, False, False, False], 84, False, [True, False, True, True], 3192, 'East', (14, 3))
Element 9: (2, (14, 3), ['', '%', '.', '.'], [(18, 1), (11, 5), (15, 5)], [False, True, False, False], 82, False, [False, False, True, True], 4211, 'East', (15, 3))
Element 10: (2, (15, 3), ['', '.', 'G', '%'], [(18, 1), (11, 6), (15, 4)], [False, False, False, True], 80, False, [False, True, False, False], 5230, 'South', (15, 2))
Element 11: (2, (15, 2), ['%', '%', '', '%'], [(17, 1), (11, 7), (14, 4)], [True, True, False, True], 78, False, [False, False, False, False], 6249, 'North', (15, 3))
Element 12: (2, (15, 3), ['', '', '', '%'], [(16, 1), (11, 8), (14, 5)], [False, False, False, True], 76, False, [False, False, False, False], 7258, 'West', (14, 3))
Element 13: (2, (14, 3), ['', '%', '', ''], [(17, 1), (11, 9), (13, 5)], [False, True, False, False], 74, False, [False, False, False, False], 8267, 'North', (14, 4))
Element 14: (2, (14, 4), ['.', '', '', ''], [(18, 1), (10, 9), (13, 6)], [False, False, False, False], 72, False, [True, False, False, False], 9276, 'West', (13, 4))
Element 15: (2, (13, 4), ['.', '', '', ''], [(18, 1), (10, 8), (13, 7)], [False, False, False, False], 70, False, [True, False, False, False], 10295, 'West', (12, 4))
Element 16: (2, (12, 4), ['', '.', '.', ''], [(17, 1), (10, 7), (13, 8)], [False, False, False, False], 68, False, [False, True, True, False], 11314, 'North', (12, 5))
Element 17: (2, (12, 5), ['', '', '.', ''], [(16, 1), (10, 6), (13, 9)], [False, False, False, False], 66, False, [False, False, True, False], 12333, 'North', (12, 6))
Element 18: (2, (12, 6), ['', '', '.', ''], [(17, 1), (10, 5), (12, 9)], [False, False, False, False], 64, False, [False, False, True, False], 13352, 'North', (12, 7))
Element 19: #1#
