Element 1: (1, (4, 1), ['.', '%', '.', '%'], [(15, 7), (12, 7), (14, 8)], [False, True, False, True], 98, False, [True, False, True, False], 9, 'North', (4, 2))
Element 2: (1, (4, 2), ['%', '', '.', '%'], [(14, 7), (11, 7), (15, 8)], [True, False, False, True], 96, False, [False, False, True, False], 1038, 'North', (4, 3))
Element 3: (1, (4, 3), ['.', '', '.', '.'], [(14, 6), (11, 8), (15, 9)], [False, False, False, False], 94, False, [True, False, True, True], 2067, 'East', (5, 3))
Element 4: (1, (5, 3), ['', '%', '.', '.'], [(14, 5), (11, 9), (14, 9)], [False, True, False, False], 92, False, [False, False, True, True], 3096, 'East', (6, 3))
Element 5: (1, (6, 3), ['', '.', '.', '.'], [(15, 5), (10, 9), (13, 9)], [False, False, False, False], 90, False, [False, True, True, True], 4125, 'East', (7, 3))
Element 6: (1, (7, 3), ['', '.', '.', '.'], [(15, 4), (10, 8), (13, 8)], [False, False, False, False], 88, False, [False, True, True, True], 5154, 'East', (8, 3))
Element 7: (1, (8, 3), ['', '.', '.', '.'], [(15, 3), (10, 7), (13, 7)], [False, False, False, False], 86, False, [False, True, True, True], 6183, 'East', (9, 3))
Element 8: (1, (9, 3), ['', '.', '.', 'F'], [(15, 2), (10, 6), (13, 6)], [False, False, False, False], 84, False, [False, True, True, False], 7212, 'East', (10, 3))
Element 9: (1, (10, 3), ['', '.', 'F', 'F'], [(15, 3), (11, 6), (13, 5)], [False, False, False, False], 82, False, [False, True, False, False], 9221, 'East', (11, 3))
Element 10: (1, (11, 3), ['', '%', 'F', '.'], [(14, 3), (11, 5), (13, 4)], [False, True, False, False], 80, False, [False, False, False, True], 11240, 'North', (11, 4))
Element 11: (1, (11, 4), ['F', '', '', '.'], [(13, 3), (10, 5), (14, 4)], [False, False, False, False], 78, False, [False, False, False, True], 13259, 'West', (10, 4))
Element 12: #1#
