Element 1: (1, (1, 6), ['%', '.', '.', '%'], [(9, 3), (13, 1), (18, 1)], [True, False, False, True], 98, False, [False, True, True, False], 9, 'North', (1, 7))
Element 2: (1, (1, 7), ['%', '', '.', '%'], [(10, 3), (14, 1), (17, 1)], [True, False, False, True], 96, False, [False, False, True, False], 1038, 'North', (1, 8))
Element 3: (1, (1, 8), ['%', '', '.', '%'], [(11, 3), (13, 1), (16, 1)], [True, False, False, True], 94, False, [False, False, True, False], 2057, 'North', (1, 9))
Element 4: (1, (1, 9), ['%', '', '%', '%'], [(11, 4), (13, 2), (17, 1)], [True, False, True, True], 92, False, [False, False, False, False], 3076, 'South', (1, 8))
Element 5: (1, (1, 8), ['%', '', '', '%'], [(11, 5), (13, 3), (18, 1)], [True, False, False, True], 90, False, [False, False, False, False], 4085, 'South', (1, 7))
Element 6: (1, (1, 7), ['%', '', '', '%'], [(11, 6), (14, 3), (18, 1)], [True, False, False, True], 88, False, [False, False, False, False], 5094, 'South', (1, 6))
Element 7: (1, (1, 6), ['%', '.', '', '%'], [(11, 7), (15, 3), (17, 1)], [True, False, False, True], 86, False, [False, True, False, False], 6103, 'South', (1, 5))
Element 8: (1, (1, 5), ['%', '.', '', '%'], [(11, 8), (15, 4), (16, 1)], [True, False, False, True], 84, False, [False, True, False, False], 7122, 'South', (1, 4))
Element 9: (1, (1, 4), ['%', '.', '', '%'], [(11, 9), (15, 5), (17, 1)], [True, False, False, True], 82, False, [False, True, False, False], 8141, 'South', (1, 3))
Element 10: (1, (1, 3), ['%', '.', '', '%'], [(10, 9), (15, 6), (18, 1)], [True, False, False, True], 80, False, [False, True, False, False], 9160, 'South', (1, 2))
Element 11: (1, (1, 2), ['%', '.', '', '%'], [(10, 8), (15, 7), (18, 1)], [True, False, False, True], 78, False, [False, True, False, False], 10179, 'South', (1, 1))
Element 12: (1, (1, 1), ['%', '%', '', '.'], [(10, 7), (15, 8), (17, 1)], [True, True, False, False], 76, False, [False, False, False, True], 11198, 'East', (2, 1))
Element 13: (1, (2, 1), ['', '%', '%', '.'], [(10, 6), (15, 9), (16, 1)], [False, True, True, False], 74, False, [False, False, False, True], 12217, 'East', (3, 1))
Element 14: (1, (3, 1), ['', '%', '%', '.'], [(10, 5), (14, 9), (17, 1)], [False, True, True, False], 72, False, [False, False, False, True], 13236, 'East', (4, 1))
Element 15: #1#
