Element 1: (1, (6, 1), ['%', '%', '.', '.'], [(1, 8), (10, 2), (14, 3)], [True, True, False, False], 98, False, [False, False, True, True], 9, 'East', (7, 1))
Element 2: (1, (7, 1), ['', '%', '.', '.'], [(1, 7), (10, 3), (15, 3)], [False, True, False, False], 96, False, [False, False, True, True], 1038, 'East', (8, 1))
Element 3: (1, (8, 1), ['', '%', '.', '.'], [(1, 6), (11, 3), (15, 4)], [False, True, False, False], 94, False, [False, False, True, True], 2067, 'East', (9, 1))
Element 4: (1, (9, 1), ['', '%', '.', '.'], [(1, 5), (11, 4), (15, 5)], [False, True, False, False], 92, False, [False, False, True, True], 3096, 'East', (10, 1))
Element 5: (1, (10, 1), ['', '%', '', '.'], [(1, 4), (11, 5), (15, 6)], [False, True, False, False], 90, False, [False, False, False, True], 4125, 'East', (11, 1))
Element 6: (1, (11, 1), ['', '%', '%', '.'], [(1, 3), (11, 6), (15, 7)], [False, True, True, False], 88, False, [False, False, False, True], 5154, 'East', (12, 1))
Element 7: (1, (12, 1), ['', '%', '%', '.'], [(1, 2), (11, 7), (15, 8)], [False, True, True, False], 86, False, [False, False, False, True], 6183, 'East', (13, 1))
Element 8: (1, (13, 1), ['', '%', '.', '.'], [(1, 1), (11, 8), (15, 9)], [False, True, False, False], 84, False, [False, False, True, True], 7212, 'East', (14, 1))
Element 9: (1, (14, 1), ['', '%', '%', '%'], [(2, 1), (11, 9), (14, 9)], [False, True, True, True], 82, False, [False, False, False, False], 8241, 'West', (13, 1))
Element 10: (1, (13, 1), ['', '%', '.', ''], [(3, 1), (10, 9), (14, 8)], [False, True, False, False], 80, False, [False, False, True, False], 9260, 'North', (13, 2))
Element 11: (1, (13, 2), ['%', '', '.', '%'], [(4, 1), (10, 8), (14, 7)], [True, False, False, True], 78, False, [False, False, True, False], 10289, 'North', (13, 3))
Element 12: (1, (13, 3), ['.', '', '.', ''], [(4, 2), (10, 7), (14, 6)], [False, False, False, False], 76, False, [True, False, True, False], 11318, 'North', (13, 4))
Element 13: (1, (13, 4), ['.', '', '.', '.'], [(4, 3), (10, 6), (14, 5)], [False, False, False, False], 74, False, [True, False, True, True], 12347, 'East', (14, 4))
Element 14: (1, (14, 4), ['', '', '', ''], [(5, 3), (10, 5), (13, 5)], [False, False, False, False], 72, False, [False, False, False, False], 13376, 'East', (15, 4))
Element 15: #1#
