Element 1: (3, (14, 9), ['.', '.', '%', '.'], [(9, 5), (8, 6), (11, 5)], [False, False, True, False], 98, False, [True, True, False, True], 1019, 'East', (15, 9))
Element 2: (3, (15, 9), ['', '.', '%', '%'], [(10, 5), (9, 6), (11, 6)], [False, False, True, True], 96, False, [False, True, False, False], 3038, 'South', (15, 8))
Element 3: (3, (15, 8), ['.', '.', '', '%'], [(10, 6), (9, 7), (11, 7)], [False, False, False, True], 94, False, [True, True, False, False], 5057, 'South', (15, 7))
Element 4: (3, (15, 7), ['.', '.', '', '%'], [(10, 7), (9, 8), (11, 8)], [False, False, False, True], 92, False, [True, True, False, False], 7076, 'South', (15, 6))
Element 5: (3, (15, 6), ['.', '.', '', '%'], [(10, 8), (9, 9), (11, 9)], [False, False, False, True], 90, False, [True, True, False, False], 9095, 'South', (15, 5))
Element 6: (3, (15, 5), ['.', '.', '', '%'], [(10, 9), (8, 9), (12, 9)], [False, False, False, True], 88, False, [True, True, False, False], 10124, 'South', (15, 4))
Element 7: (3, (15, 4), ['.', '.', '', '%'], [(11, 9), (8, 8), (13, 9)], [False, False, False, True], 86, False, [True, True, False, False], 10153, 'South', (15, 3))
Element 8: (3, (15, 3), ['.', '.', '', '%'], [(12, 9), (8, 7), (13, 8)], [False, False, False, True], 84, False, [True, True, False, False], 10182, 'South', (15, 2))
Element 9: (3, (15, 2), ['%', '%', '', '%'], [(12, 8), (7, 7), (14, 8)], [True, True, False, True], 82, False, [False, False, False, False], 10221, 'North', (15, 3))
Element 10: (3, (15, 3), ['.', '', '', '%'], [(12, 7), (7, 8), (14, 7)], [False, False, False, True], 80, False, [True, False, False, False], 10250, 'West', (14, 3))
Element 11: (3, (14, 3), ['.', '%', '.', ''], [(13, 7), (7, 9), (14, 6)], [False, True, False, False], 78, False, [True, False, True, False], 10289, 'North', (14, 4))
Element 12: (3, (14, 4), ['.', '', 'G', ''], [(13, 6), (6, 9), (14, 5)], [False, False, False, False], 76, False, [True, False, False, False], 10328, 'West', (13, 4))
Element 13: (3, (13, 4), ['.', '.', 'G', ''], [(13, 5), (6, 8), (15, 5)], [False, False, False, False], 74, False, [True, True, False, False], 10357, 'South', (13, 3))
Element 14: (3, (13, 3), ['.', '.', '', ''], [(14, 5), (6, 7), (15, 6)], [False, False, False, False], 72, False, [True, True, False, False], 10376, 'South', (13, 2))
Element 15: (3, (13, 2), ['%', '.', '', '%'], [(15, 5), (6, 6), (15, 7)], [True, False, False, True], 70, False, [False, True, False, False], 10395, 'South', (13, 1))
Element 16: (3, (13, 1), ['.', '%', '', '.'], [(15, 6), (6, 5), (15, 8)], [False, True, False, False], 68, False, [True, False, False, True], 10414, 'East', (14, 1))
Element 17: (3, (14, 1), ['', '%', '%', '%'], [(15, 7), (7, 5), (15, 9)], [False, True, True, True], 66, False, [False, False, False, False], 10433, 'West', (13, 1))
Element 18: (3, (13, 1), ['.', '%', '', ''], [(15, 8), (7, 4), (14, 9)], [False, True, False, False], 64, False, [True, False, False, False], 10442, 'West', (12, 1))
Element 19: (3, (12, 1), ['.', '%', '%', ''], [(15, 9), (8, 4), (13, 9)], [False, True, True, False], 62, False, [True, False, False, False], 10461, 'West', (11, 1))
Element 20: (3, (11, 1), ['.', '%', '%', ''], [(14, 9), (9, 4), (13, 8)], [False, True, True, False], 60, False, [True, False, False, False], 10480, 'West', (10, 1))
Element 21: (3, (10, 1), ['.', '%', '.', ''], [(14, 8), (10, 4), (13, 7)], [False, True, False, False], 58, False, [True, False, True, False], 11489, 'North', (10, 2))
Element 22: (3, (10, 2), ['.', '', 'F', '%'], [(14, 7), (11, 4), (13, 6)], [False, False, False, True], 56, False, [True, False, False, False], 12498, 'North', (10, 3))
Element 23: #1#
