Element 1: (0, (1, 6), ['%', '.', '.', '%'], [(9, 4), (12, 8), (13, 6)], [True, False, False, True], 98, False, [False, True, True, False], 0, 'North', (1, 7))
Element 2: (0, (1, 7), ['%', '', '.', '%'], [(10, 4), (11, 8), (14, 6)], [True, False, False, True], 96, False, [False, False, True, False], 2019, 'North', (1, 8))
Element 3: (0, (1, 8), ['%', '', '.', '%'], [(11, 4), (11, 9), (15, 6)], [True, False, False, True], 94, False, [False, False, True, False], 4038, 'North', (1, 9))
Element 4: (0, (1, 9), ['%', '', '%', '%'], [(11, 5), (10, 9), (15, 7)], [True, False, True, True], 92, False, [False, False, False, False], 6057, 'South', (1, 8))
Element 5: (0, (1, 8), ['%', '', '', '%'], [(11, 6), (10, 8), (15, 8)], [True, False, False, True], 90, False, [False, False, False, False], 8066, 'South', (1, 7))
Element 6: (0, (1, 7), ['%', '', '', '%'], [(11, 7), (10, 7), (15, 9)], [True, False, False, True], 88, False, [False, False, False, False], 10075, 'South', (1, 6))
Element 7: (0, (1, 6), ['%', '.', '', '%'], [(12, 7), (10, 6), (14, 9)], [True, False, False, True], 86, False, [False, True, False, False], 11094, 'South', (1, 5))
Element 8: (0, (1, 5), ['%', '.', '', '%'], [(13, 7), (10, 5), (14, 8)], [True, False, False, True], 84, False, [False, True, False, False], 12123, 'South', (1, 4))
Element 9: (0, (1, 4), ['%', '.', '', '%'], [(14, 7), (9, 5), (13, 8)], [True, False, False, True], 82, False, [False, True, False, False], 12162, 'South', (1, 3))
Element 10: (0, (1, 3), ['%', '.', '', '%'], [(15, 7), (9, 6), (13, 9)], [True, False, False, True], 80, False, [False, True, False, False], 12191, 'South', (1, 2))
Element 11: (0, (1, 2), ['%', '.', '', '%'], [(15, 8), (9, 7), (12, 9)], [True, False, False, True], 78, False, [False, True, False, False], 12220, 'South', (1, 1))
Element 12: (0, (1, 1), ['%', '%', '', '.'], [(15, 9), (9, 8), (12, 8)], [True, True, False, False], 76, False, [False, False, False, True], 12239, 'East', (2, 1))
Element 13: (0, (2, 1), ['', '%', '%', '.'], [(14, 9), (9, 9), (12, 7)], [False, True, True, False], 74, False, [False, False, False, True], 12258, 'East', (3, 1))
Element 14: (0, (3, 1), ['', '%', '%', '.'], [(14, 8), (8, 9), (12, 6)], [False, True, True, False], 72, False, [False, False, False, True], 12287, 'East', (4, 1))
Element 15: (0, (4, 1), ['', '%', '.', '%'], [(13, 8), (8, 8), (12, 5)], [False, True, False, True], 70, False, [False, False, True, False], 12316, 'North', (4, 2))
Element 16: (0, (4, 2), ['%', '', '.', '%'], [(13, 9), (8, 7), (13, 5)], [True, False, False, True], 68, False, [False, False, True, False], 12345, 'North', (4, 3))
Element 17: (0, (4, 3), ['.', '', '.', '.'], [(12, 9), (8, 6), (14, 5)], [False, False, False, False], 66, False, [True, False, True, True], 12374, 'East', (5, 3))
Element 18: (0, (5, 3), ['', '%', '.', '.'], [(12, 8), (8, 5), (15, 5)], [False, True, False, False], 64, False, [False, False, True, True], 12403, 'East', (6, 3))
Element 19: (0, (6, 3), ['', '.', '.', '.'], [(11, 8), (8, 4), (15, 4)], [False, False, False, False], 62, False, [False, True, True, True], 12432, 'East', (7, 3))
Element 20: (0, (7, 3), ['', '.', '.', 'G'], [(11, 9), (8, 3), (15, 3)], [False, False, False, False], 60, False, [False, True, True, False], 12461, 'North', (7, 4))
Element 21: (0, (7, 4), ['.', '', '.', ''], [(10, 9), (9, 3), (15, 2)], [False, False, False, False], 58, False, [True, False, True, False], 12490, 'North', (7, 5))
Element 22: (0, (7, 5), ['.', '', '.', ''], [(10, 8), (10, 3), (15, 3)], [False, False, False, False], 56, False, [True, False, True, False], 13499, 'North', (7, 6))
Element 23: #1#
