Element 1: (0, (9, 4), ['.', '.', '.', 'F'], [(7, 3), (15, 5), (15, 7)], [False, False, False, False], 98, False, [True, True, True, False], 0, 'East', (10, 4))
Element 2: (0, (10, 4), ['', 'F', 'F', 'F'], [(8, 3), (15, 6), (15, 8)], [False, False, False, False], 96, False, [False, False, False, False], 1029, 'East', (11, 4))
Element 3: (0, (11, 4), ['', 'F', 'F', '.'], [(9, 3), (14, 6), (15, 9)], [False, False, False, False], 94, False, [False, False, False, True], 2058, 'North', (11, 5))
Element 4: (0, (11, 5), ['F', '', 'F', '.'], [(10, 3), (14, 7), (14, 9)], [False, False, False, False], 92, False, [False, False, False, True], 4077, 'North', (11, 6))
Element 5: (0, (11, 6), ['F', '', 'F', '.'], [(11, 3), (14, 8), (13, 9)], [False, False, False, False], 90, False, [False, False, False, True], 6096, 'North', (11, 7))
Element 6: (0, (11, 7), ['F', '', 'F', '.'], [(12, 3), (13, 8), (12, 9)], [False, False, False, False], 88, False, [False, False, False, True], 7125, 'North', (11, 8))
Element 7: (0, (11, 8), ['F', '', 'G', '.'], [(13, 3), (13, 7), (11, 9)], [False, False, False, False], 86, False, [False, False, False, True], 9144, 'West', (10, 8))
Element 8: (0, (10, 8), ['.', 'F', 'G', ''], [(14, 3), (13, 6), (10, 9)], [False, False, False, False], 84, False, [True, False, False, False], 11163, 'South', (10, 7))
Element 9: (0, (10, 7), ['.', 'F', '', ''], [(15, 3), (13, 5), (9, 9)], [False, False, False, False], 82, False, [True, False, False, False], 12192, 'South', (10, 6))
Element 10: (0, (10, 6), ['.', 'F', '', ''], [(15, 4), (14, 5), (9, 8)], [False, False, False, False], 80, False, [True, False, False, False], 13221, 'South', (10, 5))
Element 11: #1#
