Element 1: (2, (8, 6), ['.', '.', '.', '.'], [(1, 3), (6, 4), (14, 3)], [False, False, False, False], 98, False, [True, True, True, True], 19, 'East', (9, 6))
Element 2: (2, (9, 6), ['', '.', '.', 'F'], [(1, 4), (7, 4), (15, 3)], [False, False, False, False], 96, False, [False, True, True, False], 58, 'East', (10, 6))
Element 3: (2, (10, 6), ['', 'F', 'F', 'F'], [(1, 5), (8, 4), (15, 4)], [False, False, False, False], 94, False, [False, False, False, False], 1087, 'East', (11, 6))
Element 4: (2, (11, 6), ['', 'F', 'F', '.'], [(1, 6), (9, 4), (15, 5)], [False, False, False, False], 92, False, [False, False, False, True], 2116, 'North', (11, 7))
Element 5: (2, (11, 7), ['F', '', 'F', '.'], [(1, 7), (10, 4), (15, 6)], [False, False, False, False], 90, False, [False, False, False, True], 4135, 'North', (11, 8))
Element 6: (2, (11, 8), ['F', '', 'F', '.'], [(1, 8), (11, 4), (15, 7)], [False, False, False, False], 88, False, [False, False, False, True], 6154, 'North', (11, 9))
Element 7: (2, (11, 9), ['F', '', '%', '.'], [(1, 9), (11, 5), (15, 8)], [False, False, True, False], 86, False, [False, False, False, True], 8173, 'West', (10, 9))
Element 8: (2, (10, 9), ['.', 'F', '%', ''], [(1, 8), (10, 5), (15, 9)], [False, False, True, False], 84, False, [True, False, False, False], 10182, 'South', (10, 8))
Element 9: (2, (10, 8), ['.', 'F', '', ''], [(1, 7), (9, 5), (14, 9)], [False, False, False, False], 82, False, [True, False, False, False], 11201, 'South', (10, 7))
Element 10: (2, (10, 7), ['.', '', '', ''], [(1, 6), (8, 5), (14, 8)], [False, False, False, False], 80, False, [True, False, False, False], 12220, 'West', (9, 7))
Element 11: (2, (9, 7), ['.', '', '.', ''], [(1, 5), (7, 5), (14, 7)], [False, False, False, False], 78, False, [True, False, True, False], 12249, 'North', (9, 8))
Element 12: (2, (9, 8), ['.', '', '.', ''], [(1, 4), (7, 6), (14, 6)], [False, False, False, False], 76, False, [True, False, True, False], 12278, 'North', (9, 9))
Element 13: (2, (9, 9), ['.', '', '%', ''], [(1, 3), (7, 7), (14, 5)], [False, False, True, False], 74, False, [True, False, False, False], 12307, 'West', (8, 9))
Element 14: (2, (8, 9), ['.', '.', '%', ''], [(1, 2), (8, 7), (14, 4)], [False, False, True, False], 72, False, [True, True, False, False], 12336, 'South', (8, 8))
Element 15: (2, (8, 8), ['.', '', '', ''], [(1, 1), (9, 7), (13, 4)], [False, False, False, False], 70, False, [True, False, False, False], 12365, 'West', (7, 8))
Element 16: (2, (7, 8), ['.', '', '.', ''], [(2, 1), (10, 7), (13, 5)], [False, False, False, False], 68, False, [True, False, True, False], 12394, 'North', (7, 9))
Element 17: (2, (7, 9), ['.', '', '%', ''], [(3, 1), (11, 7), (13, 6)], [False, False, True, False], 66, False, [True, False, False, False], 12423, 'West', (6, 9))
Element 18: (2, (6, 9), ['.', '.', '%', ''], [(4, 1), (12, 7), (13, 7)], [False, False, True, False], 64, False, [True, True, False, False], 12462, 'South', (6, 8))
Element 19: (2, (6, 8), ['.', '.', '', ''], [(4, 2), (12, 8), (13, 8)], [False, False, False, False], 62, False, [True, True, False, False], 12501, 'South', (6, 7))
Element 20: (2, (6, 7), ['.', '.', '', ''], [(4, 3), (12, 9), (13, 9)], [False, False, False, False], 60, False, [True, True, False, False], 12540, 'South', (6, 6))
Element 21: (2, (6, 6), ['.', '.', '', ''], [(5, 3), (13, 9), (13, 8)], [False, False, False, False], 58, False, [True, True, False, False], 12559, 'South', (6, 5))
Element 22: (2, (6, 5), ['.', '', '', ''], [(6, 3), (14, 9), (13, 7)], [False, False, False, False], 56, False, [True, False, False, False], 12578, 'West', (5, 5))
Element 23: (2, (5, 5), ['.', '', '.', ''], [(7, 3), (15, 9), (13, 6)], [False, False, False, False], 54, False, [True, False, True, False], 12597, 'North', (5, 6))
Element 24: (2, (5, 6), ['.', '', '.', ''], [(8, 3), (15, 8), (12, 6)], [False, False, False, False], 52, False, [True, False, True, False], 12626, 'North', (5, 7))
Element 25: (2, (5, 7), ['.', '', '.', ''], [(9, 3), (15, 7), (12, 5)], [False, False, False, False], 50, False, [True, False, True, False], 12655, 'North', (5, 8))
Element 26: (2, (5, 8), ['.', '', '.', ''], [(10, 3), (15, 6), (12, 4)], [False, False, False, False], 48, False, [True, False, True, False], 13674, 'North', (5, 9))
Element 27: #1#
