Element 1: (0, (3, 6), ['%', '.', '.', '.'], [(8, 1), (13, 1), (15, 9)], [True, False, False, False], 98, False, [False, True, True, True], 0, 'East', (4, 6))
Element 2: (0, (4, 6), ['', '.', '.', '.'], [(9, 1), (14, 1), (15, 8)], [False, False, False, False], 96, False, [False, True, True, True], 39, 'East', (5, 6))
Element 3: (0, (5, 6), ['', '.', '.', '.'], [(10, 1), (13, 1), (15, 7)], [False, False, False, False], 94, False, [False, True, True, True], 68, 'East', (6, 6))
Element 4: (0, (6, 6), ['', '.', '.', '.'], [(11, 1), (13, 2), (15, 6)], [False, False, False, False], 92, False, [False, True, True, True], 107, 'East', (7, 6))
Element 5: (0, (7, 6), ['', '.', '.', '.'], [(12, 1), (13, 3), (15, 5)], [False, False, False, False], 90, False, [False, True, True, True], 146, 'East', (8, 6))
Element 6: (0, (8, 6), ['', '.', '.', '.'], [(13, 1), (14, 3), (15, 4)], [False, False, False, False], 88, False, [False, True, True, True], 175, 'East', (9, 6))
Element 7: (0, (9, 6), ['', '.', '.', 'F'], [(14, 1), (15, 3), (14, 4)], [False, False, False, False], 86, False, [False, True, True, False], 204, 'East', (10, 6))
Element 8: (0, (10, 6), ['', 'F', 'F', 'F'], [(13, 1), (15, 2), (14, 5)], [False, False, False, False], 84, False, [False, False, False, False], 1223, 'East', (11, 6))
Element 9: (0, (11, 6), ['', 'F', 'F', '.'], [(13, 2), (15, 3), (14, 6)], [False, False, False, False], 82, False, [False, False, False, True], 2232, 'North', (11, 7))
Element 10: (0, (11, 7), ['F', '', 'F', '.'], [(13, 3), (15, 4), (14, 7)], [False, False, False, False], 80, False, [False, False, False, True], 3241, 'North', (11, 8))
Element 11: (0, (11, 8), ['F', '', 'F', '.'], [(13, 4), (15, 5), (14, 8)], [False, False, False, False], 78, False, [False, False, False, True], 4260, 'North', (11, 9))
Element 12: (0, (11, 9), ['F', '', '%', '.'], [(13, 5), (15, 6), (14, 9)], [False, False, True, False], 76, False, [False, False, False, True], 5279, 'West', (10, 9))
Element 13: (0, (10, 9), ['.', 'F', '%', ''], [(13, 6), (15, 7), (13, 9)], [False, False, True, False], 74, False, [True, False, False, False], 6298, 'South', (10, 8))
Element 14: (0, (10, 8), ['.', 'F', '', ''], [(13, 7), (15, 8), (13, 8)], [False, False, False, False], 72, False, [True, False, False, False], 7317, 'South', (10, 7))
Element 15: (0, (10, 7), ['.', '', '', ''], [(12, 7), (15, 9), (12, 8)], [False, False, False, False], 70, False, [True, False, False, False], 8336, 'West', (9, 7))
Element 16: (0, (9, 7), ['.', '', '.', ''], [(12, 6), (14, 9), (12, 9)], [False, False, False, False], 68, False, [True, False, True, False], 8365, 'North', (9, 8))
Element 17: (0, (9, 8), ['.', '', '.', ''], [(12, 5), (14, 8), (11, 9)], [False, False, False, False], 66, False, [True, False, True, False], 8384, 'North', (9, 9))
Element 18: (0, (9, 9), ['.', '', '%', ''], [(11, 5), (14, 7), (11, 8)], [False, False, True, False], 64, False, [True, False, False, False], 9393, 'West', (8, 9))
Element 19: (0, (8, 9), ['.', '.', '%', ''], [(11, 4), (14, 6), (11, 7)], [False, False, True, False], 62, False, [True, True, False, False], 10402, 'South', (8, 8))
Element 20: (0, (8, 8), ['.', '.', '', ''], [(11, 3), (14, 5), (12, 7)], [False, False, False, False], 60, False, [True, True, False, False], 11411, 'South', (8, 7))
Element 21: (0, (8, 7), ['.', '', '', ''], [(10, 3), (14, 4), (13, 7)], [False, False, False, False], 58, False, [True, False, False, False], 12420, 'West', (7, 7))
Element 22: (0, (7, 7), ['.', '', '.', ''], [(10, 4), (13, 4), (13, 6)], [False, False, False, False], 56, False, [True, False, True, False], 13429, 'North', (7, 8))
Element 23: #1#
