Element 1: (3, (18, 1), ['.', '%', '%', '%'], [(9, 3), (1, 7), (14, 1)], [False, True, True, True], 98, False, [True, False, False, False], 29, 'West', (17, 1))
Element 2: (3, (17, 1), ['.', '%', '%', ''], [(10, 3), (1, 8), (13, 1)], [False, True, True, False], 96, False, [True, False, False, False], 1048, 'West', (16, 1))
Element 3: (3, (16, 1), ['%', '%', '%', ''], [(11, 3), (1, 9), (13, 2)], [True, True, True, False], 94, False, [False, False, False, False], 2077, 'East', (17, 1))
Element 4: (3, (17, 1), ['', '%', '%', ''], [(11, 4), (1, 8), (13, 3)], [False, True, True, False], 92, False, [False, False, False, False], 3086, 'East', (18, 1))
Element 5: (3, (18, 1), ['', '%', '%', '%'], [(11, 5), (1, 7), (14, 3)], [False, True, True, True], 90, False, [False, False, False, False], 4095, 'Stop', (18, 1))
Element 6: (3, (18, 1), ['', '%', '%', '%'], [(11, 6), (1, 6), (15, 3)], [False, True, True, True], 88, False, [False, False, False, False], 5104, 'West', (17, 1))
Element 7: (3, (17, 1), ['', '%', '%', ''], [(11, 7), (1, 5), (15, 4)], [False, True, True, False], 86, False, [False, False, False, False], 6123, 'West', (16, 1))
Element 8: (3, (16, 1), ['%', '%', '%', ''], [(11, 8), (1, 4), (15, 5)], [True, True, True, False], 84, False, [False, False, False, False], 7142, 'East', (17, 1))
Element 9: (3, (17, 1), ['', '%', '%', ''], [(11, 9), (1, 3), (15, 6)], [False, True, True, False], 82, False, [False, False, False, False], 8161, 'East', (18, 1))
Element 10: (3, (18, 1), ['', '%', '%', '%'], [(10, 9), (1, 2), (15, 7)], [False, True, True, True], 80, False, [False, False, False, False], 9180, 'Stop', (18, 1))
Element 11: (3, (18, 1), ['', '%', '%', '%'], [(10, 8), (1, 1), (15, 8)], [False, True, True, True], 78, False, [False, False, False, False], 10199, 'West', (17, 1))
Element 12: (3, (17, 1), ['', '%', '%', ''], [(10, 7), (2, 1), (15, 9)], [False, True, True, False], 76, False, [False, False, False, False], 11218, 'West', (16, 1))
Element 13: (3, (16, 1), ['%', '%', '%', ''], [(10, 6), (3, 1), (14, 9)], [True, True, True, False], 74, False, [False, False, False, False], 12237, 'East', (17, 1))
Element 14: (3, (17, 1), ['', '%', '%', ''], [(10, 5), (4, 1), (14, 8)], [False, True, True, False], 72, False, [False, False, False, False], 13256, 'East', (18, 1))
Element 15: #1#
