Element 1: (3, (16, 1), ['%', '%', '%', '.'], [(10, 4), (1, 4), (10, 2)], [True, True, True, False], 98, False, [False, False, False, True], 1019, 'East', (17, 1))
Element 2: (3, (17, 1), ['', '%', '%', '.'], [(11, 4), (1, 5), (10, 3)], [False, True, True, False], 96, False, [False, False, False, True], 3038, 'East', (18, 1))
Element 3: (3, (18, 1), ['', '%', '%', '%'], [(11, 5), (1, 6), (11, 3)], [False, True, True, True], 94, False, [False, False, False, False], 5057, 'West', (17, 1))
Element 4: (3, (17, 1), ['', '%', '%', ''], [(11, 6), (1, 7), (12, 3)], [False, True, True, False], 92, False, [False, False, False, False], 6076, 'West', (16, 1))
Element 5: (3, (16, 1), ['%', '%', '%', ''], [(11, 7), (1, 8), (13, 3)], [True, True, True, False], 90, False, [False, False, False, False], 7095, 'Stop', (16, 1))
Element 6: (3, (16, 1), ['%', '%', '%', ''], [(11, 8), (1, 9), (14, 3)], [True, True, True, False], 88, False, [False, False, False, False], 8114, 'East', (17, 1))
Element 7: (3, (17, 1), ['', '%', '%', ''], [(11, 9), (1, 8), (15, 3)], [False, True, True, False], 86, False, [False, False, False, False], 9123, 'East', (18, 1))
Element 8: (3, (18, 1), ['', '%', '%', '%'], [(10, 9), (1, 7), (15, 4)], [False, True, True, True], 84, False, [False, False, False, False], 10132, 'West', (17, 1))
Element 9: (3, (17, 1), ['', '%', '%', ''], [(10, 8), (1, 6), (15, 5)], [False, True, True, False], 82, False, [False, False, False, False], 11141, 'West', (16, 1))
Element 10: (3, (16, 1), ['%', '%', '%', ''], [(10, 7), (1, 5), (15, 6)], [True, True, True, False], 80, False, [False, False, False, False], 12150, 'Stop', (16, 1))
Element 11: (3, (16, 1), ['%', '%', '%', ''], [(10, 6), (1, 4), (15, 7)], [True, True, True, False], 78, False, [False, False, False, False], 13159, 'East', (17, 1))
Element 12: #1#
