Element 1: (2, (12, 7), ['F', '.', '.', '.'], [(4, 4), (8, 1), (13, 9)], [False, False, False, False], 98, False, [False, True, True, True], 19, 'West', (11, 7))
Element 2: (2, (11, 7), ['F', 'F', 'F', ''], [(5, 4), (9, 1), (14, 9)], [False, False, False, False], 96, False, [False, False, False, False], 1048, 'North', (11, 8))
Element 3: (2, (11, 8), ['F', '', 'F', '.'], [(6, 4), (10, 1), (15, 9)], [False, False, False, False], 94, False, [False, False, False, True], 2077, 'North', (11, 9))
Element 4: (2, (11, 9), ['F', '', '%', '.'], [(7, 4), (11, 1), (15, 8)], [False, False, True, False], 92, False, [False, False, False, True], 3106, 'West', (10, 9))
Element 5: (2, (10, 9), ['.', 'F', '%', ''], [(8, 4), (12, 1), (15, 7)], [False, False, True, False], 90, False, [True, False, False, False], 4135, 'South', (10, 8))
Element 6: (2, (10, 8), ['.', 'F', '', ''], [(9, 4), (13, 1), (15, 6)], [False, False, False, False], 88, False, [True, False, False, False], 5164, 'South', (10, 7))
Element 7: (2, (10, 7), ['.', 'F', '', ''], [(10, 4), (14, 1), (15, 5)], [False, False, False, False], 86, False, [True, False, False, False], 7183, 'South', (10, 6))
Element 8: (2, (10, 6), ['.', 'F', '', 'F'], [(11, 4), (13, 1), (15, 4)], [False, False, False, False], 84, False, [True, False, False, False], 9192, 'East', (11, 6))
Element 9: (2, (11, 6), ['', 'G', '', '.'], [(11, 5), (13, 2), (15, 3)], [False, False, False, False], 82, False, [False, False, False, True], 11211, 'East', (12, 6))
Element 10: (2, (12, 6), ['', '.', '', '.'], [(10, 5), (13, 3), (15, 2)], [False, False, False, False], 80, False, [False, True, False, True], 12240, 'East', (13, 6))
Element 11: (2, (13, 6), ['', '.', '.', '.'], [(9, 5), (14, 3), (15, 3)], [False, False, False, False], 78, False, [False, True, True, True], 12269, 'East', (14, 6))
Element 12: (2, (14, 6), ['', '.', '.', ''], [(9, 6), (14, 4), (15, 2)], [False, False, False, False], 76, False, [False, True, True, False], 12298, 'North', (14, 7))
Element 13: (2, (14, 7), ['.', '', '.', ''], [(9, 7), (14, 5), (15, 3)], [False, False, False, False], 74, False, [True, False, True, False], 12327, 'North', (14, 8))
Element 14: (2, (14, 8), ['.', '', '', ''], [(9, 8), (13, 5), (15, 4)], [False, False, False, False], 72, False, [True, False, False, False], 12356, 'West', (13, 8))
Element 15: (2, (13, 8), ['.', '.', '', ''], [(9, 9), (13, 4), (14, 4)], [False, False, False, False], 70, False, [True, True, False, False], 12385, 'South', (13, 7))
Element 16: (2, (13, 7), ['', '', '', ''], [(8, 9), (12, 4), (14, 5)], [False, False, False, False], 68, False, [False, False, False, False], 12414, 'North', (13, 8))
Element 17: (2, (13, 8), ['.', '', '', ''], [(8, 8), (12, 5), (14, 6)], [False, False, False, False], 66, False, [True, False, False, False], 12433, 'West', (12, 8))
Element 18: (2, (12, 8), ['', '', '.', ''], [(8, 7), (12, 6), (14, 7)], [False, False, False, False], 64, False, [False, False, True, False], 12452, 'North', (12, 9))
Element 19: (2, (12, 9), ['', '', '%', ''], [(8, 6), (13, 6), (14, 8)], [False, False, True, False], 62, False, [False, False, False, False], 12471, 'East', (13, 9))
Element 20: (2, (13, 9), ['', 'G', '%', ''], [(8, 5), (14, 6), (13, 8)], [False, False, True, False], 60, False, [False, False, False, False], 12480, 'East', (14, 9))
Element 21: (2, (14, 9), ['', '', '%', ''], [(7, 5), (15, 6), (13, 7)], [False, False, True, False], 58, False, [False, False, False, False], 12489, 'East', (15, 9))
Element 22: (2, (15, 9), ['', '', '%', '%'], [(7, 6), (15, 7), (13, 6)], [False, False, True, True], 56, False, [False, False, False, False], 12498, 'South', (15, 8))
Element 23: (2, (15, 8), ['', '', '', '%'], [(7, 7), (14, 7), (13, 5)], [False, False, False, True], 54, False, [False, False, False, False], 12507, 'South', (15, 7))
Element 24: (2, (15, 7), ['', '', '', '%'], [(7, 8), (14, 8), (13, 4)], [False, False, False, True], 52, False, [False, False, False, False], 12516, 'South', (15, 6))
Element 25: (2, (15, 6), ['', '', '', '%'], [(7, 9), (15, 8), (13, 3)], [False, False, False, True], 50, False, [False, False, False, False], 12525, 'South', (15, 5))
Element 26: (2, (15, 5), ['', '', '', '%'], [(6, 9), (15, 9), (12, 3)], [False, False, False, True], 48, False, [False, False, False, False], 12544, 'South', (15, 4))
Element 27: (2, (15, 4), ['', '', '', '%'], [(6, 8), (14, 9), (11, 3)], [False, False, False, True], 46, False, [False, False, False, False], 13553, 'South', (15, 3))
Element 28: #1#
