Element 1: (2, (6, 1), ['%', '%', '.', '.'], [(4, 3), (5, 9), (9, 8)], [True, True, False, False], 98, False, [False, False, True, True], 19, 'East', (7, 1))
Element 2: (2, (7, 1), ['', '%', '.', '.'], [(5, 3), (6, 9), (10, 8)], [False, True, False, False], 96, False, [False, False, True, True], 1048, 'East', (8, 1))
Element 3: (2, (8, 1), ['', '%', '.', '.'], [(6, 3), (7, 9), (11, 8)], [False, True, False, False], 94, False, [False, False, True, True], 2077, 'East', (9, 1))
Element 4: (2, (9, 1), ['', '%', '.', '.'], [(7, 3), (8, 9), (11, 9)], [False, True, False, False], 92, False, [False, False, True, True], 3106, 'East', (10, 1))
Element 5: (2, (10, 1), ['', '%', '.', '.'], [(8, 3), (9, 9), (10, 9)], [False, True, False, False], 90, False, [False, False, True, True], 4135, 'East', (11, 1))
Element 6: (2, (11, 1), ['', '%', '%', '.'], [(9, 3), (10, 9), (11, 9)], [False, True, True, False], 88, False, [False, False, False, True], 4154, 'East', (12, 1))
Element 7: (2, (12, 1), ['', '%', '%', '.'], [(10, 3), (11, 9), (12, 9)], [False, True, True, False], 86, False, [False, False, False, True], 5173, 'East', (13, 1))
Element 8: (2, (13, 1), ['', '%', '.', '.'], [(11, 3), (12, 9), (13, 9)], [False, True, False, False], 84, False, [False, False, True, True], 6192, 'East', (14, 1))
Element 9: (2, (14, 1), ['', '%', '%', '%'], [(11, 4), (12, 8), (14, 9)], [False, True, True, True], 82, False, [False, False, False, False], 7221, 'West', (13, 1))
Element 10: (2, (13, 1), ['', '%', '.', ''], [(11, 5), (13, 8), (15, 9)], [False, True, False, False], 80, False, [False, False, True, False], 8240, 'North', (13, 2))
Element 11: (2, (13, 2), ['%', '', '.', '%'], [(11, 6), (14, 8), (15, 8)], [True, False, False, True], 78, False, [False, False, True, False], 9269, 'North', (13, 3))
Element 12: (2, (13, 3), ['.', '', '.', '.'], [(11, 7), (14, 7), (15, 7)], [False, False, False, False], 76, False, [True, False, True, True], 10298, 'East', (14, 3))
Element 13: (2, (14, 3), ['', '%', '.', '.'], [(10, 7), (14, 6), (15, 6)], [False, True, False, False], 74, False, [False, False, True, True], 11327, 'East', (15, 3))
Element 14: (2, (15, 3), ['', '.', '.', '%'], [(10, 6), (14, 5), (15, 5)], [False, False, False, True], 72, False, [False, True, True, False], 12356, 'North', (15, 4))
Element 15: (2, (15, 4), ['G', '', '', '%'], [(10, 5), (14, 4), (15, 6)], [False, False, False, True], 70, False, [False, False, False, False], 13375, 'North', (15, 5))
Element 16: #1#
