Element 1: (3, (7, 6), ['.', '.', '.', '.'], [(15, 4), (1, 8), (8, 2)], [False, False, False, False], 98, False, [True, True, True, True], 29, 'East', (8, 6))
Element 2: (3, (8, 6), ['', '.', '.', '.'], [(15, 5), (1, 9), (9, 2)], [False, False, False, False], 96, False, [False, True, True, True], 68, 'East', (9, 6))
Element 3: (3, (9, 6), ['', '.', '.', 'F'], [(15, 6), (1, 8), (10, 2)], [False, False, False, False], 94, False, [False, True, True, False], 97, 'East', (10, 6))
Element 4: (3, (10, 6), ['', 'F', 'F', 'F'], [(15, 7), (1, 7), (10, 3)], [False, False, False, False], 92, False, [False, False, False, False], 2106, 'East', (11, 6))
Element 5: (3, (11, 6), ['', 'F', 'F', '.'], [(15, 8), (1, 6), (11, 3)], [False, False, False, False], 90, False, [False, False, False, True], 4125, 'North', (11, 7))
Element 6: (3, (11, 7), ['F', '', 'F', '.'], [(15, 9), (1, 5), (11, 4)], [False, False, False, False], 88, False, [False, False, False, True], 6144, 'North', (11, 8))
Element 7: (3, (11, 8), ['F', '', 'F', '.'], [(14, 9), (1, 4), (11, 5)], [False, False, False, False], 86, False, [False, False, False, True], 8163, 'North', (11, 9))
Element 8: (3, (11, 9), ['F', '', '%', '.'], [(14, 8), (1, 3), (10, 5)], [False, False, True, False], 84, False, [False, False, False, True], 10182, 'West', (10, 9))
Element 9: (3, (10, 9), ['.', 'F', '%', ''], [(14, 7), (1, 2), (10, 4)], [False, False, True, False], 82, False, [True, False, False, False], 12201, 'South', (10, 8))
Element 10: (3, (10, 8), ['.', 'F', '', ''], [(14, 6), (1, 1), (9, 4)], [False, False, False, False], 80, False, [True, False, False, False], 13230, 'South', (10, 7))
Element 11: #1#
