Element 1: (3, (14, 1), ['.', '%', '%', '%'], [(1, 4), (5, 8), (9, 6)], [False, True, True, True], 98, False, [True, False, False, False], 29, 'West', (13, 1))
Element 2: (3, (13, 1), ['.', '%', '.', ''], [(1, 5), (6, 8), (10, 6)], [False, True, False, False], 96, False, [True, False, True, False], 1058, 'North', (13, 2))
Element 3: (3, (13, 2), ['%', '', '.', '%'], [(1, 6), (7, 8), (11, 6)], [True, False, False, True], 94, False, [False, False, True, False], 2087, 'North', (13, 3))
Element 4: (3, (13, 3), ['.', '', '.', '.'], [(1, 7), (8, 8), (11, 7)], [False, False, False, False], 92, False, [True, False, True, True], 3116, 'East', (14, 3))
Element 5: (3, (14, 3), ['', '%', '.', '.'], [(1, 8), (9, 8), (11, 8)], [False, True, False, False], 90, False, [False, False, True, True], 4145, 'East', (15, 3))
Element 6: (3, (15, 3), ['', '.', '.', '%'], [(1, 9), (10, 8), (11, 9)], [False, False, False, True], 88, False, [False, True, True, False], 6164, 'North', (15, 4))
Element 7: (3, (15, 4), ['.', '', '.', '%'], [(1, 8), (10, 9), (12, 9)], [False, False, False, True], 86, False, [True, False, True, False], 7183, 'North', (15, 5))
Element 8: (3, (15, 5), ['.', '', '.', '%'], [(1, 7), (9, 9), (13, 9)], [False, False, False, True], 84, False, [True, False, True, False], 7212, 'North', (15, 6))
Element 9: (3, (15, 6), ['.', '', '.', '%'], [(1, 6), (8, 9), (14, 9)], [False, False, False, True], 82, False, [True, False, True, False], 7241, 'North', (15, 7))
Element 10: (3, (15, 7), ['.', '', '.', '%'], [(1, 5), (7, 9), (15, 9)], [False, False, False, True], 80, False, [True, False, True, False], 7270, 'North', (15, 8))
Element 11: (3, (15, 8), ['.', '', '', '%'], [(1, 4), (6, 9), (14, 9)], [False, False, False, True], 78, False, [True, False, False, False], 7289, 'West', (14, 8))
Element 12: (3, (14, 8), ['.', '.', '', ''], [(1, 3), (5, 9), (13, 9)], [False, False, False, False], 76, False, [True, True, False, False], 7308, 'South', (14, 7))
Element 13: (3, (14, 7), ['.', '.', '', ''], [(1, 2), (4, 9), (14, 9)], [False, False, False, False], 74, False, [True, True, False, False], 7337, 'South', (14, 6))
Element 14: (3, (14, 6), ['.', '.', '', ''], [(1, 1), (3, 9), (13, 9)], [False, False, False, False], 72, False, [True, True, False, False], 7366, 'South', (14, 5))
Element 15: (3, (14, 5), ['.', '.', '', ''], [(2, 1), (3, 8), (13, 8)], [False, False, False, False], 70, False, [True, True, False, False], 7405, 'South', (14, 4))
Element 16: (3, (14, 4), ['.', '', '', ''], [(3, 1), (3, 7), (13, 7)], [False, False, False, False], 68, False, [True, False, False, False], 7444, 'West', (13, 4))
Element 17: (3, (13, 4), ['.', '', '.', ''], [(4, 1), (4, 7), (13, 6)], [False, False, False, False], 66, False, [True, False, True, False], 7483, 'North', (13, 5))
Element 18: (3, (13, 5), ['.', '', '', ''], [(4, 2), (5, 7), (12, 6)], [False, False, False, False], 64, False, [True, False, False, False], 7522, 'West', (12, 5))
Element 19: (3, (12, 5), ['F', '.', '', ''], [(4, 3), (6, 7), (12, 7)], [False, False, False, False], 62, False, [False, True, False, False], 7561, 'West', (11, 5))
Element 20: (3, (11, 5), ['F', 'F', '', ''], [(5, 3), (7, 7), (12, 8)], [False, False, False, False], 60, False, [False, False, False, False], 8590, 'South', (11, 4))
Element 21: (3, (11, 4), ['F', 'F', '', '.'], [(6, 3), (8, 7), (12, 7)], [False, False, False, False], 58, False, [False, False, False, True], 9609, 'South', (11, 3))
Element 22: (3, (11, 3), ['F', '%', '', '.'], [(7, 3), (9, 7), (12, 6)], [False, True, False, False], 56, False, [False, False, False, True], 10628, 'West', (10, 3))
Element 23: (3, (10, 3), ['.', '.', 'F', ''], [(8, 3), (10, 7), (13, 6)], [False, False, False, False], 54, False, [True, True, False, False], 12637, 'North', (10, 4))
Element 24: (3, (10, 4), ['.', '', 'F', ''], [(9, 3), (11, 7), (14, 6)], [False, False, False, False], 52, False, [True, False, False, False], 13646, 'North', (10, 5))
Element 25: #1#
