Element 1: (2, (4, 1), ['.', '%', '.', '%'], [(10, 8), (4, 5), (15, 4)], [False, True, False, True], 98, False, [True, False, True, False], 1009, 'North', (4, 2))
Element 2: (2, (4, 2), ['%', '', '.', '%'], [(11, 8), (5, 5), (15, 5)], [True, False, False, True], 96, False, [False, False, True, False], 2038, 'North', (4, 3))
Element 3: (2, (4, 3), ['.', '', '.', '.'], [(11, 9), (6, 5), (15, 6)], [False, False, False, False], 94, False, [True, False, True, True], 3067, 'East', (5, 3))
Element 4: (2, (5, 3), ['', '%', '.', '.'], [(10, 9), (7, 5), (15, 7)], [False, True, False, False], 92, False, [False, False, True, True], 4096, 'East', (6, 3))
Element 5: (2, (6, 3), ['', '.', '.', '.'], [(9, 9), (8, 5), (15, 8)], [False, False, False, False], 90, False, [False, True, True, True], 4135, 'East', (7, 3))
Element 6: (2, (7, 3), ['', '.', '.', '.'], [(8, 9), (9, 5), (15, 9)], [False, False, False, False], 88, False, [False, True, True, True], 4174, 'East', (8, 3))
Element 7: (2, (8, 3), ['', '.', '.', '.'], [(8, 8), (10, 5), (14, 9)], [False, False, False, False], 86, False, [False, True, True, True], 5203, 'East', (9, 3))
Element 8: (2, (9, 3), ['', '.', '.', 'F'], [(8, 7), (11, 5), (14, 8)], [False, False, False, False], 84, False, [False, True, True, False], 6232, 'East', (10, 3))
Element 9: (2, (10, 3), ['', '.', 'F', 'F'], [(9, 7), (11, 6), (14, 7)], [False, False, False, False], 82, False, [False, True, False, False], 8251, 'East', (11, 3))
Element 10: (2, (11, 3), ['', '%', 'F', '.'], [(10, 7), (11, 7), (14, 6)], [False, True, False, False], 80, False, [False, False, False, True], 11260, 'North', (11, 4))
Element 11: (2, (11, 4), ['F', '', '', '.'], [(10, 6), (12, 7), (14, 5)], [False, False, False, False], 78, False, [False, False, False, True], 13279, 'West', (10, 4))
Element 12: #1#
