Element 1: (2, (10, 1), ['.', '%', '.', '.'], [(6, 7), (7, 4), (13, 4)], [False, True, False, False], 98, False, [True, False, True, True], 19, 'East', (11, 1))
Element 2: (2, (11, 1), ['', '%', '%', '.'], [(7, 7), (8, 4), (14, 4)], [False, True, True, False], 96, False, [False, False, False, True], 58, 'East', (12, 1))
Element 3: (2, (12, 1), ['', '%', '%', '.'], [(8, 7), (9, 4), (15, 4)], [False, True, True, False], 94, False, [False, False, False, True], 97, 'East', (13, 1))
Element 4: (2, (13, 1), ['', '%', '.', '.'], [(9, 7), (10, 4), (15, 5)], [False, True, False, False], 92, False, [False, False, True, True], 1126, 'East', (14, 1))
Element 5: (2, (14, 1), ['', '%', '%', '%'], [(10, 7), (11, 4), (15, 6)], [False, True, True, True], 90, False, [False, False, False, False], 3145, 'West', (13, 1))
Element 6: (2, (13, 1), ['', '%', '.', ''], [(11, 7), (11, 5), (15, 7)], [False, True, False, False], 88, False, [False, False, True, False], 5154, 'North', (13, 2))
Element 7: (2, (13, 2), ['%', '', '.', '%'], [(11, 8), (11, 6), (15, 8)], [True, False, False, True], 86, False, [False, False, True, False], 7173, 'North', (13, 3))
Element 8: (2, (13, 3), ['.', '', '', '.'], [(11, 9), (10, 6), (15, 9)], [False, False, False, False], 84, False, [True, False, False, True], 9192, 'East', (14, 3))
Element 9: (2, (14, 3), ['', '%', '', '.'], [(10, 9), (10, 5), (14, 9)], [False, True, False, False], 82, False, [False, False, False, True], 11211, 'East', (15, 3))
Element 10: (2, (15, 3), ['', '.', '', '%'], [(10, 8), (9, 5), (14, 8)], [False, False, False, True], 80, False, [False, True, False, False], 12240, 'South', (15, 2))
Element 11: (2, (15, 2), ['%', '%', '', '%'], [(9, 8), (9, 6), (14, 7)], [True, True, False, True], 78, False, [False, False, False, False], 12279, 'North', (15, 3))
Element 12: (2, (15, 3), ['', '', '', '%'], [(9, 9), (8, 6), (14, 6)], [False, False, False, True], 76, False, [False, False, False, False], 12308, 'North', (15, 4))
Element 13: (2, (15, 4), ['', '', '', '%'], [(8, 9), (8, 5), (14, 5)], [False, False, False, True], 74, False, [False, False, False, False], 12337, 'North', (15, 5))
Element 14: (2, (15, 5), ['', '', '', '%'], [(8, 8), (7, 5), (13, 5)], [False, False, False, True], 72, False, [False, False, False, False], 12366, 'North', (15, 6))
Element 15: (2, (15, 6), ['', '', '', '%'], [(7, 8), (7, 6), (13, 6)], [False, False, False, True], 70, False, [False, False, False, False], 12395, 'North', (15, 7))
Element 16: (2, (15, 7), ['', '', '', '%'], [(7, 9), (6, 6), (13, 7)], [False, False, False, True], 68, False, [False, False, False, False], 12424, 'North', (15, 8))
Element 17: (2, (15, 8), ['', '', '', '%'], [(6, 9), (6, 5), (13, 8)], [False, False, False, True], 66, False, [False, False, False, False], 12453, 'North', (15, 9))
Element 18: (2, (15, 9), ['', '', '%', '%'], [(6, 8), (5, 5), (13, 9)], [False, False, True, True], 64, False, [False, False, False, False], 12482, 'West', (14, 9))
Element 19: (2, (14, 9), ['', '', '%', ''], [(5, 8), (5, 6), (12, 9)], [False, False, True, False], 62, False, [False, False, False, False], 12511, 'South', (14, 8))
Element 20: (2, (14, 8), ['', '', '', ''], [(5, 9), (4, 6), (12, 8)], [False, False, False, False], 60, False, [False, False, False, False], 12540, 'South', (14, 7))
Element 21: (2, (14, 7), ['', '', '', ''], [(4, 9), (4, 7), (12, 7)], [False, False, False, False], 58, False, [False, False, False, False], 12569, 'South', (14, 6))
Element 22: (2, (14, 6), ['', '', '', ''], [(4, 8), (3, 7), (12, 6)], [False, False, False, False], 56, False, [False, False, False, False], 12598, 'South', (14, 5))
Element 23: (2, (14, 5), ['', '', '', ''], [(3, 8), (3, 6), (12, 5)], [False, False, False, False], 54, False, [False, False, False, False], 12627, 'South', (14, 4))
Element 24: (2, (14, 4), ['', '', '', ''], [(3, 9), (3, 5), (12, 4)], [False, False, False, False], 52, False, [False, False, False, False], 12656, 'West', (13, 4))
Element 25: (2, (13, 4), ['', '', '', ''], [(3, 8), (4, 5), (12, 3)], [False, False, False, False], 50, False, [False, False, False, False], 12675, 'North', (13, 5))
Element 26: (2, (13, 5), ['', '', '', ''], [(3, 7), (4, 4), (11, 3)], [False, False, False, False], 48, False, [False, False, False, False], 13684, 'North', (13, 6))
Element 27: #1#
