Element 1: (0, (12, 6), ['F', '.', '.', '.'], [(1, 6), (10, 2), (15, 7)], [False, False, False, False], 98, False, [False, True, True, True], 0, 'West', (11, 6))
Element 2: (0, (11, 6), ['F', 'F', 'F', ''], [(1, 7), (10, 3), (15, 8)], [False, False, False, False], 96, False, [False, False, False, False], 2019, 'North', (11, 7))
Element 3: (0, (11, 7), ['F', '', 'F', '.'], [(1, 8), (11, 3), (15, 9)], [False, False, False, False], 94, False, [False, False, False, True], 4038, 'North', (11, 8))
Element 4: (0, (11, 8), ['F', '', 'F', '.'], [(1, 9), (11, 4), (14, 9)], [False, False, False, False], 92, False, [False, False, False, True], 6057, 'North', (11, 9))
Element 5: (0, (11, 9), ['F', '', '%', '.'], [(1, 8), (11, 5), (14, 8)], [False, False, True, False], 90, False, [False, False, False, True], 8066, 'West', (10, 9))
Element 6: (0, (10, 9), ['.', 'F', '%', ''], [(1, 7), (10, 5), (14, 7)], [False, False, True, False], 88, False, [True, False, False, False], 10075, 'South', (10, 8))
Element 7: (0, (10, 8), ['.', 'F', '', ''], [(1, 6), (10, 6), (14, 6)], [False, False, False, False], 86, False, [True, False, False, False], 12084, 'South', (10, 7))
Element 8: (0, (10, 7), ['.', '', '', ''], [(1, 5), (9, 6), (15, 6)], [False, False, False, False], 84, False, [True, False, False, False], 13113, 'West', (9, 7))
Element 9: (0, (9, 7), ['.', '', '.', ''], [(1, 4), (9, 5), (15, 5)], [False, False, False, False], 82, False, [True, False, True, False], 13152, 'North', (9, 8))
Element 10: (0, (9, 8), ['.', '', '.', ''], [(1, 3), (9, 4), (15, 4)], [False, False, False, False], 80, False, [True, False, True, False], 13191, 'North', (9, 9))
Element 11: #1#
