Element 1: (2, (12, 5), ['F', '.', '.', '.'], [(13, 1), (11, 1), (15, 6)], [False, False, False, False], 98, False, [False, True, True, True], 19, 'West', (11, 5))
Element 2: (2, (11, 5), ['F', 'F', 'F', ''], [(13, 2), (12, 1), (15, 7)], [False, False, False, False], 96, False, [False, False, False, False], 1048, 'North', (11, 6))
Element 3: (2, (11, 6), ['F', '', 'F', '.'], [(13, 3), (13, 1), (15, 8)], [False, False, False, False], 94, False, [False, False, False, True], 2067, 'North', (11, 7))
Element 4: (2, (11, 7), ['F', '', 'F', '.'], [(14, 3), (14, 1), (15, 9)], [False, False, False, False], 92, False, [False, False, False, True], 3086, 'North', (11, 8))
Element 5: (2, (11, 8), ['F', '', 'F', '.'], [(15, 3), (13, 1), (14, 9)], [False, False, False, False], 90, False, [False, False, False, True], 4105, 'North', (11, 9))
Element 6: (2, (11, 9), ['F', '', '%', '.'], [(15, 4), (13, 2), (14, 8)], [False, False, True, False], 88, False, [False, False, False, True], 5124, 'West', (10, 9))
Element 7: (2, (10, 9), ['.', 'F', '%', ''], [(15, 5), (13, 3), (14, 7)], [False, False, True, False], 86, False, [True, False, False, False], 6143, 'South', (10, 8))
Element 8: (2, (10, 8), ['.', 'F', '', ''], [(14, 5), (13, 4), (14, 6)], [False, False, False, False], 84, False, [True, False, False, False], 7172, 'South', (10, 7))
Element 9: (2, (10, 7), ['.', 'F', '', ''], [(14, 4), (13, 5), (13, 6)], [False, False, False, False], 82, False, [True, False, False, False], 8201, 'South', (10, 6))
Element 10: (2, (10, 6), ['.', 'F', '', ''], [(13, 4), (14, 5), (13, 7)], [False, False, False, False], 80, False, [True, False, False, False], 9210, 'South', (10, 5))
Element 11: (2, (10, 5), ['.', 'F', '', ''], [(12, 4), (15, 5), (13, 8)], [False, False, False, False], 78, False, [True, False, False, False], 10229, 'South', (10, 4))
Element 12: (2, (10, 4), ['.', 'F', '', 'G'], [(11, 4), (15, 6), (13, 9)], [False, False, False, False], 76, False, [True, False, False, False], 12238, 'South', (10, 3))
Element 13: #1#
