Element 1: (0, (12, 8), ['F', '.', '.', '.'], [(1, 7), (9, 6), (15, 3)], [False, False, False, False], 98, False, [False, True, True, True], 0, 'West', (11, 8))
Element 2: (0, (11, 8), ['F', 'F', 'F', ''], [(1, 8), (10, 6), (15, 4)], [False, False, False, False], 96, False, [False, False, False, False], 2019, 'North', (11, 9))
Element 3: (0, (11, 9), ['F', '', '%', '.'], [(1, 9), (11, 6), (15, 5)], [False, False, True, False], 94, False, [False, False, False, True], 4038, 'West', (10, 9))
Element 4: (0, (10, 9), ['.', 'F', '%', ''], [(1, 8), (11, 7), (15, 6)], [False, False, True, False], 92, False, [True, False, False, False], 6047, 'South', (10, 8))
Element 5: (0, (10, 8), ['.', 'G', '', ''], [(1, 7), (10, 7), (15, 7)], [False, False, False, False], 90, False, [True, False, False, False], 8056, 'West', (9, 8))
Element 6: (0, (9, 8), ['.', 'G', '.', ''], [(1, 6), (9, 7), (15, 8)], [False, False, False, False], 88, False, [True, False, True, False], 8095, 'North', (9, 9))
Element 7: (0, (9, 9), ['.', '', '%', ''], [(1, 5), (8, 7), (15, 9)], [False, False, True, False], 86, False, [True, False, False, False], 8134, 'West', (8, 9))
Element 8: (0, (8, 9), ['.', 'G', '%', ''], [(1, 4), (8, 8), (14, 9)], [False, False, True, False], 84, False, [True, False, False, False], 8173, 'West', (7, 9))
Element 9: (0, (7, 9), ['.', 'G', '%', ''], [(1, 3), (7, 8), (14, 8)], [False, False, True, False], 82, False, [True, False, False, False], 8212, 'West', (6, 9))
Element 10: (0, (6, 9), ['.', '.', '%', ''], [(1, 2), (7, 7), (14, 7)], [False, False, True, False], 80, False, [True, True, False, False], 8251, 'South', (6, 8))
Element 11: (0, (6, 8), ['.', '.', '', ''], [(1, 1), (7, 6), (14, 6)], [False, False, False, False], 78, False, [True, True, False, False], 8290, 'South', (6, 7))
Element 12: (0, (6, 7), ['.', '.', '', ''], [(2, 1), (8, 6), (14, 5)], [False, False, False, False], 76, False, [True, True, False, False], 8329, 'South', (6, 6))
Element 13: (0, (6, 6), ['.', '.', '', ''], [(3, 1), (8, 5), (14, 4)], [False, False, False, False], 74, False, [True, True, False, False], 8368, 'South', (6, 5))
Element 14: (0, (6, 5), ['.', '.', '', '.'], [(4, 1), (9, 5), (14, 3)], [False, False, False, False], 72, False, [True, True, False, True], 8407, 'East', (7, 5))
Element 15: (0, (7, 5), ['', '.', '', ''], [(4, 2), (10, 5), (13, 3)], [False, False, False, False], 70, False, [False, True, False, False], 9436, 'South', (7, 4))
Element 16: (0, (7, 4), ['.', '.', '', '.'], [(4, 3), (11, 5), (13, 4)], [False, False, False, False], 68, False, [True, True, False, True], 10465, 'East', (8, 4))
Element 17: (0, (8, 4), ['', '.', '', '.'], [(5, 3), (11, 4), (13, 5)], [False, False, False, False], 66, False, [False, True, False, True], 11494, 'East', (9, 4))
Element 18: (0, (9, 4), ['', '.', '', 'F'], [(6, 3), (11, 3), (13, 6)], [False, False, False, False], 64, False, [False, True, False, False], 12523, 'East', (10, 4))
Element 19: #1#
