Element 1: (2, (3, 1), ['.', '%', '%', '.'], [(15, 7), (1, 8), (13, 4)], [False, True, True, False], 98, False, [True, False, False, True], 19, 'East', (4, 1))
Element 2: (2, (4, 1), ['', '%', '.', '%'], [(15, 8), (1, 7), (14, 4)], [False, True, False, True], 96, False, [False, False, True, False], 58, 'North', (4, 2))
Element 3: (2, (4, 2), ['%', '', '.', '%'], [(15, 9), (1, 6), (15, 4)], [True, False, False, True], 94, False, [False, False, True, False], 97, 'North', (4, 3))
Element 4: (2, (4, 3), ['.', '', '.', '.'], [(14, 9), (1, 5), (15, 5)], [False, False, False, False], 92, False, [True, False, True, True], 136, 'East', (5, 3))
Element 5: (2, (5, 3), ['', '%', '.', '.'], [(14, 8), (1, 4), (14, 5)], [False, True, False, False], 90, False, [False, False, True, True], 175, 'East', (6, 3))
Element 6: (2, (6, 3), ['', '.', '.', '.'], [(14, 7), (1, 3), (14, 6)], [False, False, False, False], 88, False, [False, True, True, True], 214, 'East', (7, 3))
Element 7: (2, (7, 3), ['', '.', '.', '.'], [(13, 7), (1, 2), (13, 6)], [False, False, False, False], 86, False, [False, True, True, True], 253, 'East', (8, 3))
Element 8: (2, (8, 3), ['', '.', '.', '.'], [(13, 8), (1, 1), (13, 5)], [False, False, False, False], 84, False, [False, True, True, True], 292, 'East', (9, 3))
Element 9: (2, (9, 3), ['', '.', '.', 'F'], [(13, 9), (2, 1), (12, 5)], [False, False, False, False], 82, False, [False, True, True, False], 331, 'East', (10, 3))
Element 10: (2, (10, 3), ['', '.', 'F', 'F'], [(12, 9), (3, 1), (11, 5)], [False, False, False, False], 80, False, [False, True, False, False], 2340, 'East', (11, 3))
Element 11: (2, (11, 3), ['', '%', 'F', '.'], [(11, 9), (4, 1), (11, 6)], [False, True, False, False], 78, False, [False, False, False, True], 5339, 'North', (11, 4))
Element 12: (2, (11, 4), ['F', '', '', '.'], [(11, 8), (4, 2), (11, 7)], [False, False, False, False], 76, False, [False, False, False, True], 8338, 'West', (10, 4))
Element 13: (2, (10, 4), ['.', '', 'F', ''], [(10, 8), (4, 3), (10, 7)], [False, False, False, False], 74, False, [True, False, False, False], 11337, 'North', (10, 5))
Element 14: #1#
