Element 1: (3, (15, 8), ['.', '.', '.', '%'], [(4, 4), (7, 1), (15, 3)], [False, False, False, True], 98, False, [True, True, True, False], 29, 'North', (15, 9))
Element 2: (3, (15, 9), ['.', '', '%', '%'], [(5, 4), (8, 1), (15, 4)], [False, False, True, True], 96, False, [True, False, False, False], 68, 'West', (14, 9))
Element 3: (3, (14, 9), ['.', '.', '%', ''], [(6, 4), (9, 1), (15, 5)], [False, False, True, False], 94, False, [True, True, False, False], 107, 'South', (14, 8))
Element 4: (3, (14, 8), ['.', '.', '', ''], [(7, 4), (10, 1), (15, 6)], [False, False, False, False], 92, False, [True, True, False, False], 146, 'South', (14, 7))
Element 5: (3, (14, 7), ['.', '.', '', 'G'], [(8, 4), (11, 1), (15, 7)], [False, False, False, False], 90, False, [True, True, False, False], 185, 'South', (14, 6))
Element 6: (3, (14, 6), ['.', '.', '', ''], [(9, 4), (12, 1), (15, 8)], [False, False, False, False], 88, False, [True, True, False, False], 214, 'South', (14, 5))
Element 7: (3, (14, 5), ['.', '.', '', ''], [(10, 4), (13, 1), (15, 9)], [False, False, False, False], 86, False, [True, True, False, False], 1233, 'South', (14, 4))
Element 8: (3, (14, 4), ['.', '.', '', ''], [(11, 4), (14, 1), (14, 9)], [False, False, False, False], 84, False, [True, True, False, False], 2252, 'South', (14, 3))
Element 9: (3, (14, 3), ['.', '%', '', ''], [(11, 5), (13, 1), (13, 9)], [False, True, False, False], 82, False, [True, False, False, False], 3271, 'West', (13, 3))
Element 10: (3, (13, 3), ['.', 'G', '.', ''], [(11, 6), (13, 2), (13, 8)], [False, False, False, False], 80, False, [True, False, True, False], 4300, 'North', (13, 4))
Element 11: (3, (13, 4), ['.', 'G', '.', ''], [(11, 7), (13, 3), (13, 7)], [False, False, False, False], 78, False, [True, False, True, False], 5319, 'North', (13, 5))
Element 12: (3, (13, 5), ['.', '', 'G', ''], [(11, 8), (12, 3), (13, 6)], [False, False, False, False], 76, False, [True, False, False, False], 6348, 'West', (12, 5))
Element 13: (3, (12, 5), ['', '.', 'G', ''], [(11, 9), (11, 3), (12, 6)], [False, False, False, False], 74, False, [False, True, False, False], 8367, 'South', (12, 4))
Element 14: (3, (12, 4), ['', '', '', ''], [(10, 9), (10, 3), (12, 7)], [False, False, False, False], 72, False, [False, False, False, False], 10386, 'South', (12, 3))
Element 15: (3, (12, 3), ['', '%', '', ''], [(10, 8), (10, 2), (12, 8)], [False, True, False, False], 70, False, [False, False, False, False], 11405, 'West', (11, 3))
Element 16: (3, (11, 3), ['', '%', '', ''], [(10, 7), (9, 2), (12, 9)], [False, True, False, False], 68, False, [False, False, False, False], 12424, 'North', (11, 4))
Element 17: (3, (11, 4), ['', '', '', ''], [(10, 6), (9, 3), (11, 9)], [False, False, False, False], 66, False, [False, False, False, False], 13433, 'North', (11, 5))
Element 18: #1#
