Element 1: (1, (4, 2), ['%', '.', '.', '%'], [(10, 5), (12, 8), (15, 6)], [True, False, False, True], 98, False, [False, True, True, False], 999, 'North', (4, 3))
Element 2: (1, (4, 3), ['.', '', '.', '.'], [(11, 5), (11, 8), (15, 7)], [False, False, False, False], 96, False, [True, False, True, True], 3018, 'East', (5, 3))
Element 3: (1, (5, 3), ['', '%', '.', '.'], [(11, 6), (11, 9), (15, 8)], [False, True, False, False], 94, False, [False, False, True, True], 5037, 'East', (6, 3))
Element 4: (1, (6, 3), ['', '.', '.', '.'], [(11, 7), (10, 9), (15, 9)], [False, False, False, False], 92, False, [False, True, True, True], 7056, 'East', (7, 3))
Element 5: (1, (7, 3), ['', '.', '.', '.'], [(10, 7), (10, 8), (14, 9)], [False, False, False, False], 90, False, [False, True, True, True], 9075, 'East', (8, 3))
Element 6: (1, (8, 3), ['', '.', '.', '.'], [(10, 6), (9, 8), (14, 8)], [False, False, False, False], 88, False, [False, True, True, True], 10104, 'East', (9, 3))
Element 7: (1, (9, 3), ['', '.', '.', 'F'], [(9, 6), (9, 9), (14, 7)], [False, False, False, False], 86, False, [False, True, True, False], 10143, 'East', (10, 3))
Element 8: (1, (10, 3), ['', '.', 'F', 'F'], [(9, 7), (8, 9), (14, 6)], [False, False, False, False], 84, False, [False, True, False, False], 11172, 'East', (11, 3))
Element 9: (1, (11, 3), ['', '%', 'F', '.'], [(8, 7), (8, 8), (14, 5)], [False, True, False, False], 82, False, [False, False, False, True], 12201, 'North', (11, 4))
Element 10: (1, (11, 4), ['F', '', '', '.'], [(8, 6), (7, 8), (15, 5)], [False, False, False, False], 80, False, [False, False, False, True], 13230, 'West', (10, 4))
Element 11: #1#
