Element 1: (0, (4, 9), ['.', '.', '%', '.'], [(4, 2), (6, 7), (17, 1)], [False, False, True, False], 98, False, [True, True, False, True], 0, 'East', (5, 9))
Element 2: (0, (5, 9), ['', '.', '%', '.'], [(4, 3), (7, 7), (18, 1)], [False, False, True, False], 96, False, [False, True, False, True], 39, 'East', (6, 9))
Element 3: (0, (6, 9), ['', '.', '%', '.'], [(5, 3), (8, 7), (17, 1)], [False, False, True, False], 94, False, [False, True, False, True], 68, 'East', (7, 9))
Element 4: (0, (7, 9), ['', '.', '%', '.'], [(6, 3), (9, 7), (16, 1)], [False, False, True, False], 92, False, [False, True, False, True], 107, 'East', (8, 9))
Element 5: (0, (8, 9), ['', '.', '%', '.'], [(7, 3), (10, 7), (17, 1)], [False, False, True, False], 90, False, [False, True, False, True], 1126, 'East', (9, 9))
Element 6: (0, (9, 9), ['', '.', '%', 'F'], [(8, 3), (11, 7), (17, 1)], [False, False, True, False], 88, False, [False, True, False, False], 2145, 'East', (10, 9))
Element 7: (0, (10, 9), ['', 'F', '%', 'F'], [(9, 3), (11, 8), (18, 1)], [False, False, True, False], 86, False, [False, False, False, False], 4154, 'East', (11, 9))
Element 8: (0, (11, 9), ['', '', '%', '.'], [(10, 3), (10, 8), (17, 1)], [False, False, True, False], 84, False, [False, False, False, True], 7153, 'East', (12, 9))
Element 9: (0, (12, 9), ['', '.', '%', '.'], [(11, 3), (9, 8), (16, 1)], [False, False, True, False], 82, False, [False, True, False, True], 8172, 'East', (13, 9))
Element 10: (0, (13, 9), ['', '.', '%', '.'], [(11, 4), (8, 8), (17, 1)], [False, False, True, False], 80, False, [False, True, False, True], 9191, 'East', (14, 9))
Element 11: (0, (14, 9), ['', '.', '%', '.'], [(11, 5), (7, 8), (17, 1)], [False, False, True, False], 78, False, [False, True, False, True], 10210, 'East', (15, 9))
Element 12: (0, (15, 9), ['', '.', '%', '%'], [(11, 6), (6, 8), (18, 1)], [False, False, True, True], 76, False, [False, True, False, False], 11229, 'South', (15, 8))
Element 13: (0, (15, 8), ['.', '.', '', '%'], [(10, 6), (5, 8), (17, 1)], [False, False, False, True], 74, False, [True, True, False, False], 12248, 'South', (15, 7))
Element 14: (0, (15, 7), ['.', '.', '', '%'], [(10, 5), (5, 7), (16, 1)], [False, False, False, True], 72, False, [True, True, False, False], 13267, 'South', (15, 6))
Element 15: #1#
