Element 1: (0, (7, 8), ['.', '.', '.', '.'], [(1, 7), (12, 5), (14, 8)], [False, False, False, False], 98, False, [True, True, True, True], 0, 'East', (8, 8))
Element 2: (0, (8, 8), ['', '.', '.', '.'], [(1, 8), (11, 5), (15, 8)], [False, False, False, False], 96, False, [False, True, True, True], 1029, 'East', (9, 8))
Element 3: (0, (9, 8), ['', '.', '.', 'F'], [(1, 9), (11, 6), (15, 9)], [False, False, False, False], 94, False, [False, True, True, False], 2058, 'East', (10, 8))
Element 4: (0, (10, 8), ['', 'F', 'F', 'F'], [(1, 8), (11, 7), (14, 9)], [False, False, False, False], 92, False, [False, False, False, False], 4067, 'East', (11, 8))
Element 5: (0, (11, 8), ['', '', 'F', '.'], [(1, 7), (10, 7), (13, 9)], [False, False, False, False], 90, False, [False, False, False, True], 6076, 'North', (11, 9))
Element 6: (0, (11, 9), ['F', '', '%', '.'], [(1, 6), (10, 6), (13, 8)], [False, False, True, False], 88, False, [False, False, False, True], 8095, 'West', (10, 9))
Element 7: (0, (10, 9), ['.', '', '%', ''], [(1, 5), (10, 5), (13, 7)], [False, False, True, False], 86, False, [True, False, False, False], 10114, 'West', (9, 9))
Element 8: (0, (9, 9), ['.', '', '%', ''], [(1, 4), (10, 4), (14, 7)], [False, False, True, False], 84, False, [True, False, False, False], 11143, 'West', (8, 9))
Element 9: (0, (8, 9), ['.', '', '%', ''], [(1, 3), (11, 4), (15, 7)], [False, False, True, False], 82, False, [True, False, False, False], 12172, 'West', (7, 9))
Element 10: (0, (7, 9), ['.', '', '%', ''], [(1, 2), (11, 3), (15, 6)], [False, False, True, False], 80, False, [True, False, False, False], 13201, 'West', (6, 9))
Element 11: #1#
