Element 1: (0, (9, 11), ['.', 'G', '.', '.'], [(6, 13), (9, 10), (14, 11)], [False, False, False, False], 98, False, [True, False, True, True], 0, 'East', (10, 11))
Element 2: (0, (10, 11), ['', '%', '.', '.'], [(7, 13), (8, 10), (15, 11)], [False, True, False, False], 96, False, [False, False, True, True], 39, 'East', (11, 11))
Element 3: (0, (11, 11), ['', '%', '%', '.'], [(8, 13), (8, 11), (15, 12)], [False, True, True, False], 94, False, [False, False, False, True], 78, 'East', (12, 11))
Element 4: (0, (12, 11), ['', '%', '.', '.'], [(9, 13), (8, 12), (15, 13)], [False, True, False, False], 92, False, [False, False, True, True], 117, 'East', (13, 11))
Element 5: (0, (13, 11), ['', '%', '.', ''], [(9, 12), (7, 12), (16, 13)], [False, True, False, False], 90, False, [False, False, True, False], 156, 'North', (13, 12))
Element 6: (0, (13, 12), ['.', '', '.', '.'], [(10, 12), (7, 11), (17, 13)], [False, False, False, False], 88, False, [True, False, True, True], 195, 'East', (14, 12))
Element 7: (0, (14, 12), ['', '', '%', ''], [(10, 11), (7, 12), (18, 13)], [False, False, True, False], 86, False, [False, False, False, False], 214, 'East', (15, 12))
Element 8: (0, (15, 12), ['', '', '', '%'], [(11, 11), (6, 12), (17, 13)], [False, False, False, True], 84, False, [False, False, False, False], 223, 'North', (15, 13))
Element 9: (0, (15, 13), ['%', '', '%', 'G'], [(12, 11), (6, 13), (16, 13)], [True, False, True, False], 82, False, [False, False, False, False], 222, 'South', (15, 12))
Element 10: (0, (15, 12), ['', '', 'G', '%'], [(12, 12), (7, 13), (15, 13)], [False, False, False, True], 80, False, [False, False, False, False], 231, 'South', (15, 11))
Element 11: (0, (15, 11), ['', '.', 'G', '%'], [(12, 13), (8, 13), (15, 12)], [False, False, False, True], 78, False, [False, True, False, False], 240, 'South', (15, 10))
Element 12: (0, (15, 10), ['%', '.', '', '.'], [(13, 13), (9, 13), (14, 12)], [True, False, False, False], 76, False, [False, True, False, True], 259, 'East', (16, 10))
Element 13: (0, (16, 10), ['', '.', '%', '.'], [(13, 12), (9, 12), (15, 12)], [False, False, True, False], 74, False, [False, True, False, True], 268, 'East', (17, 10))
Element 14: (0, (17, 10), ['', '.', '.', '.'], [(14, 12), (10, 12), (15, 11)], [False, False, False, False], 72, False, [False, True, True, True], 277, 'East', (18, 10))
Element 15: (0, (18, 10), ['', '%', '.', '%'], [(15, 12), (10, 11), (15, 10)], [False, True, False, True], 70, False, [False, False, True, False], 286, 'North', (18, 11))
Element 16: (0, (18, 11), ['.', '', '%', '%'], [(15, 13), (11, 11), (15, 9)], [False, False, True, True], 68, False, [True, False, False, False], 305, 'West', (17, 11))
Element 17: (0, (17, 11), ['%', '', '%', ''], [(16, 13), (12, 11), (16, 9)], [True, False, True, False], 66, False, [False, False, False, False], 324, 'East', (18, 11))
Element 18: (0, (18, 11), ['', '', '%', '%'], [(17, 13), (13, 11), (17, 9)], [False, False, True, True], 64, False, [False, False, False, False], 333, 'South', (18, 10))
Element 19: (0, (18, 10), ['', '%', '', '%'], [(18, 13), (14, 11), (17, 8)], [False, True, False, True], 62, False, [False, False, False, False], 342, 'West', (17, 10))
Element 20: (0, (17, 10), ['', '', '', ''], [(17, 13), (15, 11), (17, 7)], [False, False, False, False], 60, False, [False, False, False, False], 351, 'North', (17, 11))
Element 21: (0, (17, 11), ['%', '', '%', ''], [(16, 13), (15, 12), (17, 6)], [True, False, True, False], 58, False, [False, False, False, False], 360, 'South', (17, 10))
Element 22: (0, (17, 10), ['', '', '', ''], [(15, 13), (14, 12), (18, 6)], [False, False, False, False], 56, False, [False, False, False, False], 369, 'South', (17, 9))
Element 23: (0, (17, 9), ['', '', '', '%'], [(15, 12), (13, 12), (18, 5)], [False, False, False, True], 54, False, [False, False, False, False], 378, 'South', (17, 8))
