Element 1: (1, (7, 3), ['.', 'F', '.', '.'], [(3, 1), (9, 12), (11, 6)], [False, False, False, False], 98, False, [True, False, True, True], 9, 'South', (7, 2))
Element 2: (1, (7, 2), ['%', '%', '', '.'], [(4, 1), (10, 12), (12, 6)], [True, True, False, False], 96, False, [False, False, False, True], 1038, 'East', (8, 2))
Element 3: (1, (8, 2), ['', '%', '.', '.'], [(5, 1), (10, 11), (12, 7)], [False, True, False, False], 94, False, [False, False, True, True], 1077, 'East', (9, 2))
Element 4: (1, (9, 2), ['', '%', '.', '.'], [(4, 1), (11, 11), (13, 7)], [False, True, False, False], 92, False, [False, False, True, True], 1106, 'East', (10, 2))
Element 5: (1, (10, 2), ['', '%', '.', '.'], [(4, 2), (12, 11), (14, 7)], [False, True, False, False], 90, False, [False, False, True, True], 1145, 'East', (11, 2))
Element 6: (1, (11, 2), ['', '.', '.', '.'], [(4, 3), (13, 11), (15, 7)], [False, False, False, False], 88, False, [False, True, True, True], 1184, 'East', (12, 2))
Element 7: (1, (12, 2), ['', '.', '.', '.'], [(5, 3), (14, 11), (16, 7)], [False, False, False, False], 86, False, [False, True, True, True], 1223, 'East', (13, 2))
Element 8: (1, (13, 2), ['', '%', '.', '%'], [(6, 3), (15, 11), (17, 7)], [False, True, False, True], 84, False, [False, False, True, False], 1262, 'North', (13, 3))
Element 9: (1, (13, 3), ['.', '', '.', '.'], [(6, 4), (15, 12), (17, 8)], [False, False, False, False], 82, False, [True, False, True, True], 1301, 'East', (14, 3))
Element 10: (1, (14, 3), ['', '%', '.', '.'], [(7, 4), (15, 13), (17, 9)], [False, True, False, False], 80, False, [False, False, True, True], 1340, 'East', (15, 3))
Element 11: (1, (15, 3), ['', '%', '.', '.'], [(8, 4), (16, 13), (17, 10)], [False, True, False, False], 78, False, [False, False, True, True], 1379, 'East', (16, 3))
Element 12: (1, (16, 3), ['', '%', '.', '.'], [(9, 4), (17, 13), (18, 10)], [False, True, False, False], 76, False, [False, False, True, True], 1418, 'East', (17, 3))
Element 13: (1, (17, 3), ['', '.', '.', '.'], [(10, 4), (18, 13), (18, 11)], [False, False, False, False], 74, False, [False, True, True, True], 1457, 'East', (18, 3))
Element 14: (1, (18, 3), ['', '.', '.', '%'], [(11, 4), (17, 13), (17, 11)], [False, False, False, True], 72, False, [False, True, True, False], 1486, 'North', (18, 4))
Element 15: (1, (18, 4), ['.', '', '.', '%'], [(11, 5), (16, 13), (18, 11)], [False, False, False, True], 70, False, [True, False, True, False], 1505, 'North', (18, 5))
Element 16: (1, (18, 5), ['.', '', '.', '%'], [(10, 5), (15, 13), (18, 10)], [False, False, False, True], 68, False, [True, False, True, False], 1524, 'North', (18, 6))
Element 17: (1, (18, 6), ['.', '', '%', '%'], [(10, 6), (15, 12), (17, 10)], [False, False, True, True], 66, False, [True, False, False, False], 1543, 'West', (17, 6))
Element 18: (1, (17, 6), ['%', '.', '', ''], [(10, 7), (14, 12), (17, 11)], [True, False, False, False], 64, False, [False, True, False, False], 1572, 'South', (17, 5))
Element 19: (1, (17, 5), ['.', '.', '', ''], [(10, 8), (13, 12), (17, 10)], [False, False, False, False], 62, False, [True, True, False, False], 2591, 'South', (17, 4))
Element 20: (1, (17, 4), ['.', '', '', ''], [(11, 8), (13, 13), (16, 10)], [False, False, False, False], 60, False, [True, False, False, False], 2630, 'West', (16, 4))
Element 21: (1, (16, 4), ['.', '', '.', ''], [(12, 8), (12, 13), (16, 9)], [False, False, False, False], 58, False, [True, False, True, False], 2669, 'North', (16, 5))
Element 22: (1, (16, 5), ['.', '', '%', ''], [(13, 8), (12, 12), (16, 8)], [False, False, True, False], 56, False, [True, False, False, False], 2708, 'West', (15, 5))
Element 23: (1, (15, 5), ['.', '.', '%', ''], [(13, 7), (12, 13), (15, 8)], [False, False, True, False], 54, False, [True, True, False, False], 2727, 'South', (15, 4))
Element 24: (1, (15, 4), ['.', '', '', ''], [(14, 7), (11, 13), (15, 9)], [False, False, False, False], 52, False, [True, False, False, False], 2756, 'West', (14, 4))
Element 25: (1, (14, 4), ['.', '', '.', ''], [(15, 7), (12, 13), (15, 10)], [False, False, False, False], 50, False, [True, False, True, False], 2775, 'North', (14, 5))
Element 26: (1, (14, 5), ['.', '', '%', ''], [(16, 7), (13, 13), (15, 11)], [False, False, True, False], 48, False, [True, False, False, False], 2784, 'West', (13, 5))
Element 27: (1, (13, 5), ['%', '.', '%', ''], [(17, 7), (13, 12), (15, 12)], [True, False, True, False], 46, False, [False, True, False, False], 2793, 'South', (13, 4))
Element 28: (1, (13, 4), ['%', '', '', ''], [(17, 8), (12, 12), (15, 13)], [True, False, False, False], 44, False, [False, False, False, False], 2802, 'North', (13, 5))
Element 29: (1, (13, 5), ['%', '', '%', ''], [(17, 9), (13, 12), (16, 13)], [True, False, True, False], 42, False, [False, False, False, False], 2801, 'East', (14, 5))
Element 30: (1, (14, 5), ['', '', '%', ''], [(17, 10), (14, 12), (17, 13)], [False, False, True, False], 40, False, [False, False, False, False], 2800, 'South', (14, 4))
Element 31: (1, (14, 4), ['', '', '', ''], [(18, 10), (15, 12), (18, 13)], [False, False, False, False], 38, False, [False, False, False, False], 2799, 'West', (13, 4))
Element 32: (1, (13, 4), ['%', '', '', ''], [(18, 11), (15, 11), (17, 13)], [True, False, False, False], 36, False, [False, False, False, False], 2798, 'East', (14, 4))
Element 33: (1, (14, 4), ['', '', '', ''], [(17, 11), (15, 10), (16, 13)], [False, False, False, False], 34, False, [False, False, False, False], 2797, 'East', (15, 4))
Element 34: (1, (15, 4), ['', '', '', ''], [(18, 11), (16, 10), (15, 13)], [False, False, False, False], 32, False, [False, False, False, False], 2796, 'North', (15, 5))
Element 35: (1, (15, 5), ['', '', '%', ''], [(18, 10), (17, 10), (15, 12)], [False, False, True, False], 30, False, [False, False, False, False], 2795, 'West', (14, 5))
Element 36: (1, (14, 5), ['', '', '%', ''], [(17, 10), (17, 11), (14, 12)], [False, False, True, False], 28, False, [False, False, False, False], 2794, 'East', (15, 5))
Element 37: (1, (15, 5), ['', '', '%', ''], [(17, 11), (18, 11), (14, 11)], [False, False, True, False], 26, False, [False, False, False, False], 2793, 'East', (16, 5))
Element 38: (1, (16, 5), ['', '', '%', ''], [(17, 10), (18, 10), (13, 11)], [False, False, True, False], 24, False, [False, False, False, False], 2792, 'South', (16, 4))
Element 39: (1, (16, 4), ['', '', '', ''], [(16, 10), (18, 11), (13, 12)], [False, False, False, False], 22, False, [False, False, False, False], 2791, 'West', (15, 4))
Element 40: (1, (15, 4), ['', '', '', ''], [(16, 9), (17, 11), (13, 13)], [False, False, False, False], 20, False, [False, False, False, False], 2790, 'East', (16, 4))
Element 41: (1, (16, 4), ['', '', '', ''], [(16, 8), (17, 10), (12, 13)], [False, False, False, False], 18, False, [False, False, False, False], 2789, 'East', (17, 4))
Element 42: (1, (17, 4), ['', '', '', ''], [(15, 8), (17, 9), (12, 12)], [False, False, False, False], 16, False, [False, False, False, False], 2788, 'North', (17, 5))
Element 43: (1, (17, 5), ['', '', '', ''], [(15, 9), (17, 8), (12, 11)], [False, False, False, False], 14, False, [False, False, False, False], 2787, 'West', (16, 5))
