Element 1: (2, (10, 7), ['.', '.', 'F', '%'], [(18, 10), (8, 12), (16, 8)], [False, False, False, True], 98, False, [True, True, False, False], 19, 'North', (10, 8))
Element 2: (2, (10, 8), ['.', '', '%', '.'], [(18, 11), (9, 12), (17, 8)], [False, False, True, False], 96, False, [True, False, False, True], 1048, 'East', (11, 8))
Element 3: (2, (11, 8), ['', '%', '.', '.'], [(17, 11), (10, 12), (17, 9)], [False, True, False, False], 94, False, [False, False, True, True], 1087, 'East', (12, 8))
Element 4: (2, (12, 8), ['', '.', '.', '.'], [(18, 11), (10, 11), (16, 9)], [False, False, False, False], 92, False, [False, True, True, True], 1116, 'East', (13, 8))
Element 5: (2, (13, 8), ['', '.', '%', '%'], [(18, 10), (11, 11), (16, 10)], [False, False, True, True], 90, False, [False, True, False, False], 1145, 'South', (13, 7))
Element 6: (2, (13, 7), ['.', '%', '', '.'], [(17, 10), (12, 11), (15, 10)], [False, True, False, False], 88, False, [True, False, False, True], 1174, 'East', (14, 7))
Element 7: (2, (14, 7), ['', '%', '%', '.'], [(17, 11), (13, 11), (15, 11)], [False, True, True, False], 86, False, [False, False, False, True], 1203, 'East', (15, 7))
Element 8: (2, (15, 7), ['', '%', '.', '.'], [(17, 10), (14, 11), (15, 12)], [False, True, False, False], 84, False, [False, False, True, True], 1232, 'East', (16, 7))
Element 9: (2, (16, 7), ['', '%', '', '.'], [(17, 9), (14, 12), (15, 13)], [False, True, False, False], 82, False, [False, False, False, True], 1261, 'East', (17, 7))
Element 10: (2, (17, 7), ['', '.', 'G', '%'], [(17, 8), (13, 12), (16, 13)], [False, False, False, True], 80, False, [False, True, False, False], 1290, 'South', (17, 6))
Element 11: (2, (17, 6), ['%', '.', 'G', '.'], [(17, 7), (13, 13), (17, 13)], [True, False, False, False], 78, False, [False, True, False, True], 1319, 'East', (18, 6))
Element 12: (2, (18, 6), ['G', '.', '%', '%'], [(17, 6), (12, 13), (18, 13)], [False, False, True, True], 76, False, [False, True, False, False], 1348, 'South', (18, 5))
Element 13: (2, (18, 5), ['G', '.', '', '%'], [(17, 5), (12, 12), (17, 13)], [False, False, False, True], 74, False, [False, True, False, False], 1377, 'South', (18, 4))
Element 14: (2, (18, 4), ['G', '.', '', '%'], [(17, 4), (12, 13), (16, 13)], [False, False, False, True], 72, False, [False, True, False, False], 1396, 'South', (18, 3))
Element 15: (2, (18, 3), ['G', '.', '', '%'], [(17, 3), (11, 13), (15, 13)], [False, False, False, True], 70, False, [False, True, False, False], 1425, 'South', (18, 2))
Element 16: (2, (18, 2), ['G', '.', '', '%'], [(17, 2), (12, 13), (15, 12)], [False, False, False, True], 68, False, [False, True, False, False], 1444, 'South', (18, 1))
