Element 1: (2, (10, 7), ['.', '.', 'F', '%'], [(18, 10), (8, 12), (16, 8)], [False, False, False, True], 98, False, [True, True, False, False], 19, 'North', (10, 8))
Element 17: (2, (18, 1), ['G', '%', '', '%'], [(17, 1), (13, 13), (14, 12)], [False, True, False, True], 66, False, [False, False, False, False], 1463, 'North', (18, 2))
Element 18: (2, (18, 2), ['', '', '', '%'], [(16, 1), (13, 12), (14, 11)], [False, False, False, True], 64, False, [False, False, False, False], 2462, 'North', (18, 3))
Element 19: (2, (18, 3), ['', '', '', '%'], [(17, 1), (12, 12), (13, 11)], [False, False, False, True], 62, False, [False, False, False, False], 2461, 'North', (18, 4))
Element 20: (2, (18, 4), ['', '', '', '%'], [(18, 1), (12, 11), (13, 12)], [False, False, False, True], 60, False, [False, False, False, False], 2460, 'North', (18, 5))
Element 21: (2, (18, 5), ['', '', '', '%'], [(18, 2), (12, 12), (13, 13)], [False, False, False, True], 58, False, [False, False, False, False], 2459, 'North', (18, 6))
Element 22: (2, (18, 6), ['', '', '%', '%'], [(18, 3), (13, 12), (12, 13)], [False, False, True, True], 56, False, [False, False, False, False], 2458, 'West', (17, 6))
Element 23: (2, (17, 6), ['%', '', '', ''], [(18, 4), (14, 12), (12, 12)], [True, False, False, False], 54, False, [False, False, False, False], 2457, 'South', (17, 5))
Element 24: (2, (17, 5), ['.', '', '', 'G'], [(18, 5), (14, 11), (12, 11)], [False, False, False, False], 52, False, [True, False, False, False], 2456, 'West', (16, 5))
Element 25: (2, (16, 5), ['.', '.', '%', ''], [(18, 6), (15, 11), (11, 11)], [False, False, True, False], 50, False, [True, True, False, False], 2465, 'South', (16, 4))
Element 26: (2, (16, 4), ['.', '.', '', ''], [(18, 5), (15, 12), (10, 11)], [False, False, False, False], 48, False, [True, True, False, False], 2474, 'South', (16, 3))
Element 27: (2, (16, 3), ['.', '%', '', ''], [(18, 4), (15, 13), (9, 11)], [False, True, False, False], 46, False, [True, False, False, False], 2493, 'West', (15, 3))
Element 28: (2, (15, 3), ['.', '%', '.', ''], [(18, 3), (16, 13), (9, 10)], [False, True, False, False], 44, False, [True, False, True, False], 2512, 'North', (15, 4))
Element 29: (2, (15, 4), ['.', '', '.', ''], [(18, 2), (17, 13), (8, 10)], [False, False, False, False], 42, False, [True, False, True, False], 2531, 'North', (15, 5))
Element 30: (2, (15, 5), ['.', '', '%', ''], [(18, 1), (18, 13), (8, 11)], [False, False, True, False], 40, False, [True, False, False, False], 2550, 'West', (14, 5))
Element 31: (2, (14, 5), ['.', '.', '%', ''], [(17, 1), (17, 13), (7, 11)], [False, False, True, False], 38, False, [True, True, False, False], 2569, 'South', (14, 4))
Element 32: (2, (14, 4), ['.', '.', '', ''], [(17, 2), (16, 13), (7, 12)], [False, False, False, False], 36, False, [True, True, False, False], 2578, 'South', (14, 3))
Element 33: (2, (14, 3), ['.', '%', '', ''], [(18, 2), (15, 13), (7, 13)], [False, True, False, False], 34, False, [True, False, False, False], 2597, 'West', (13, 3))
Element 34: (2, (13, 3), ['.', '.', '.', ''], [(17, 2), (15, 12), (8, 13)], [False, False, False, False], 32, False, [True, True, True, False], 2616, 'North', (13, 4))
Element 35: (2, (13, 4), ['%', '', '.', ''], [(17, 3), (15, 11), (9, 13)], [True, False, False, False], 30, False, [False, False, True, False], 2635, 'North', (13, 5))
Element 36: (2, (13, 5), ['%', '', '%', ''], [(16, 3), (15, 10), (9, 12)], [True, False, True, False], 28, False, [False, False, False, False], 2644, 'South', (13, 4))
Element 37: (2, (13, 4), ['%', '', '', ''], [(16, 4), (15, 9), (10, 12)], [True, False, False, False], 26, False, [False, False, False, False], 2653, 'South', (13, 3))
Element 38: (2, (13, 3), ['.', '.', '', ''], [(16, 5), (15, 8), (9, 12)], [False, False, False, False], 24, False, [True, True, False, False], 2662, 'South', (13, 2))
Element 39: (2, (13, 2), ['.', '%', '', '%'], [(15, 5), (16, 8), (8, 12)], [False, True, False, True], 22, False, [True, False, False, False], 2671, 'West', (12, 2))
Element 40: (2, (12, 2), ['.', '.', '.', ''], [(15, 4), (17, 8), (9, 12)], [False, False, False, False], 20, False, [True, True, True, False], 2680, 'North', (12, 3))
Element 41: (2, (12, 3), ['.', '', '%', ''], [(15, 3), (17, 9), (9, 13)], [False, False, True, False], 18, False, [True, False, False, False], 2689, 'West', (11, 3))
Element 42: (2, (11, 3), ['.', '.', '.', ''], [(14, 3), (17, 10), (8, 13)], [False, False, False, False], 16, False, [True, True, True, False], 2698, 'North', (11, 4))
Element 43: (2, (11, 4), ['.', '', '.', '%'], [(14, 4), (18, 10), (8, 12)], [False, False, False, True], 14, False, [True, False, True, False], 2707, 'North', (11, 5))
Element 44: (2, (11, 5), ['.', '', '.', '%'], [(14, 5), (18, 11), (8, 13)], [False, False, False, True], 12, False, [True, False, True, False], 2716, 'North', (11, 6))
Element 45: (2, (11, 6), ['.', '', '%', '.'], [(13, 5), (17, 11), (7, 13)], [False, False, True, False], 10, False, [True, False, False, True], 2725, 'East', (12, 6))
Element 46: (2, (12, 6), ['', '%', '.', '%'], [(13, 4), (18, 11), (6, 13)], [False, True, False, True], 8, False, [False, False, True, False], 2744, 'North', (12, 7))
Element 47: (2, (12, 7), ['%', '', '', ''], [(13, 3), (18, 10), (6, 12)], [True, False, False, False], 6, False, [False, False, False, False], 2763, 'South', (12, 6))
Element 48: (2, (12, 6), ['', '%', '', '%'], [(13, 2), (17, 10), (6, 13)], [False, True, False, True], 4, False, [False, False, False, False], 2762, 'West', (11, 6))
Element 49: (2, (11, 6), ['.', '', '%', ''], [(12, 2), (17, 11), (7, 13)], [False, False, True, False], 2, False, [True, False, False, False], 2761, 'West', (10, 6))
Element 50: (2, (10, 6), ['.', '.', '', ''], [(12, 2), (17, 11), (7, 12)], [False, False, False, False], 0, False, [True, True, False, False], 2770, 'Stop', (10, 6))
Element 51: #0#
