Element 1: (1, (3, 4), ['.', 'G', '.', '.'], [(3, 3), (11, 9), (15, 4)], [False, False, False, False], 98, False, [True, False, True, True], 9, 'East', (4, 4))
Element 2: (1, (4, 4), ['', 'G', '.', '%'], [(4, 3), (12, 9), (16, 4)], [False, False, False, True], 96, False, [False, False, True, False], 48, 'North', (4, 5))
Element 3: (1, (4, 5), ['.', '', '.', '.'], [(5, 3), (12, 8), (17, 4)], [False, False, False, False], 94, False, [True, False, True, True], 87, 'East', (5, 5))
Element 4: (1, (5, 5), ['', '%', '.', '.'], [(6, 3), (13, 8), (18, 4)], [False, True, False, False], 92, False, [False, False, True, True], 126, 'East', (6, 5))
Element 5: (1, (6, 5), ['', '.', '%', '.'], [(7, 3), (13, 7), (18, 5)], [False, False, True, False], 90, False, [False, True, False, True], 165, 'East', (7, 5))
Element 6: (1, (7, 5), ['', '.', '.', '%'], [(7, 2), (14, 7), (18, 6)], [False, False, False, True], 88, False, [False, True, True, False], 1194, 'North', (7, 6))
Element 7: (1, (7, 6), ['%', '', '.', '.'], [(8, 2), (15, 7), (17, 6)], [True, False, False, False], 86, False, [False, False, True, True], 1233, 'East', (8, 6))
Element 8: (1, (8, 6), ['', '%', '.', '.'], [(9, 2), (16, 7), (17, 7)], [False, True, False, False], 84, False, [False, False, True, True], 1272, 'East', (9, 6))
Element 9: (1, (9, 6), ['', '.', '.', '.'], [(10, 2), (16, 8), (17, 8)], [False, False, False, False], 82, False, [False, True, True, True], 1311, 'East', (10, 6))
Element 10: (1, (10, 6), ['', '.', '.', '.'], [(11, 2), (16, 9), (17, 9)], [False, False, False, False], 80, False, [False, True, True, True], 1350, 'East', (11, 6))
Element 11: (1, (11, 6), ['', '.', '%', '.'], [(12, 2), (16, 10), (17, 10)], [False, False, True, False], 78, False, [False, True, False, True], 1389, 'East', (12, 6))
Element 12: (1, (12, 6), ['', '%', '.', '%'], [(13, 2), (15, 10), (18, 10)], [False, True, False, True], 76, False, [False, False, True, False], 1428, 'North', (12, 7))
Element 13: (1, (12, 7), ['%', '', '', ''], [(13, 3), (15, 11), (18, 11)], [True, False, False, False], 74, False, [False, False, False, False], 1467, 'East', (13, 7))
Element 14: (1, (13, 7), ['', '%', '', ''], [(14, 3), (15, 12), (17, 11)], [False, True, False, False], 72, False, [False, False, False, False], 1496, 'East', (14, 7))
Element 15: (1, (14, 7), ['', '%', '%', ''], [(15, 3), (15, 13), (18, 11)], [False, True, True, False], 70, False, [False, False, False, False], 1515, 'East', (15, 7))
Element 16: (1, (15, 7), ['', '%', '.', ''], [(16, 3), (16, 13), (18, 10)], [False, True, False, False], 68, False, [False, False, True, False], 1534, 'North', (15, 8))
Element 17: (1, (15, 8), ['%', '', '.', ''], [(17, 3), (17, 13), (17, 10)], [True, False, False, False], 66, False, [False, False, True, False], 1563, 'North', (15, 9))
Element 18: (1, (15, 9), ['.', '', '', ''], [(18, 3), (18, 13), (17, 11)], [False, False, False, False], 64, False, [True, False, False, False], 1592, 'West', (14, 9))
Element 19: (1, (14, 9), ['%', '%', '%', ''], [(18, 2), (17, 13), (17, 10)], [True, True, True, False], 62, False, [False, False, False, False], 1611, 'East', (15, 9))
Element 20: (1, (15, 9), ['', '', '', ''], [(18, 1), (16, 13), (16, 10)], [False, False, False, False], 60, False, [False, False, False, False], 1620, 'East', (16, 9))
Element 21: (1, (16, 9), ['', '', '', ''], [(17, 1), (15, 13), (15, 10)], [False, False, False, False], 58, False, [False, False, False, False], 1629, 'East', (17, 9))
Element 22: (1, (17, 9), ['', '', '', '%'], [(16, 1), (15, 12), (15, 11)], [False, False, False, True], 56, False, [False, False, False, False], 2628, 'North', (17, 10))
Element 23: (1, (17, 10), ['', '', '', ''], [(17, 1), (14, 12), (14, 11)], [False, False, False, False], 54, False, [False, False, False, False], 2647, 'East', (18, 10))
Element 24: (1, (18, 10), ['', '%', '', '%'], [(17, 2), (13, 12), (13, 11)], [False, True, False, True], 52, False, [False, False, False, False], 2676, 'North', (18, 11))
Element 25: (1, (18, 11), ['', '', '%', '%'], [(17, 1), (13, 13), (12, 11)], [False, False, True, True], 50, False, [False, False, False, False], 2695, 'West', (17, 11))
Element 26: (1, (17, 11), ['%', '', '%', ''], [(18, 1), (12, 13), (12, 12)], [True, False, True, False], 48, False, [False, False, False, False], 2714, 'East', (18, 11))
Element 27: (1, (18, 11), ['', '', '%', '%'], [(18, 2), (11, 13), (13, 12)], [False, False, True, True], 46, False, [False, False, False, False], 2723, 'South', (18, 10))
Element 28: (1, (18, 10), ['', '%', '', '%'], [(17, 2), (12, 13), (14, 12)], [False, True, False, True], 44, False, [False, False, False, False], 2722, 'West', (17, 10))
Element 29: (1, (17, 10), ['', '', '', ''], [(18, 2), (13, 13), (15, 12)], [False, False, False, False], 42, False, [False, False, False, False], 2721, 'North', (17, 11))
Element 30: (1, (17, 11), ['%', '', '%', ''], [(18, 3), (13, 12), (15, 13)], [True, False, True, False], 40, False, [False, False, False, False], 2720, 'South', (17, 10))
Element 31: (1, (17, 10), ['', '', '', ''], [(18, 4), (12, 12), (16, 13)], [False, False, False, False], 38, False, [False, False, False, False], 2719, 'West', (16, 10))
Element 32: (1, (16, 10), ['', '', '%', ''], [(18, 5), (12, 11), (17, 13)], [False, False, True, False], 36, False, [False, False, False, False], 2718, 'West', (15, 10))
Element 33: (1, (15, 10), ['%', '', '', ''], [(17, 5), (11, 11), (18, 13)], [True, False, False, False], 34, False, [False, False, False, False], 2737, 'North', (15, 11))
Element 34: (1, (15, 11), ['', '', '', '%'], [(16, 5), (10, 11), (17, 13)], [False, False, False, True], 32, False, [False, False, False, False], 2756, 'North', (15, 12))
Element 35: (1, (15, 12), ['', '', '', '%'], [(15, 5), (10, 12), (16, 13)], [False, False, False, True], 30, False, [False, False, False, False], 2775, 'North', (15, 13))
Element 36: (1, (15, 13), ['%', '', '%', ''], [(14, 5), (9, 12), (17, 13)], [True, False, True, False], 28, False, [False, False, False, False], 2794, 'East', (16, 13))
Element 37: (1, (16, 13), ['', '%', '%', 'G'], [(14, 4), (9, 13), (17, 13)], [False, True, True, False], 26, False, [False, False, False, False], 2813, 'West', (15, 13))
Element 38: (1, (15, 13), ['%', '', '%', ''], [(13, 4), (8, 13), (17, 13)], [True, False, True, False], 24, False, [False, False, False, False], 2832, 'South', (15, 12))
Element 39: (1, (15, 12), ['', '', '', '%'], [(13, 5), (8, 12), (17, 13)], [False, False, False, True], 22, False, [False, False, False, False], 2851, 'West', (14, 12))
Element 40: (1, (14, 12), ['', '', '%', ''], [(13, 4), (8, 11), (16, 13)], [False, False, True, False], 20, False, [False, False, False, False], 2860, 'South', (14, 11))
Element 41: (1, (14, 11), ['', '%', '', ''], [(14, 4), (9, 11), (16, 13)], [False, True, False, False], 18, False, [False, False, False, False], 2869, 'West', (13, 11))
Element 42: (1, (13, 11), ['', '%', '', ''], [(15, 4), (9, 10), (16, 13)], [False, True, False, False], 16, False, [False, False, False, False], 2878, 'North', (13, 12))
Element 43: (1, (13, 12), ['', '', '', ''], [(16, 4), (8, 10), (15, 13)], [False, False, False, False], 14, False, [False, False, False, False], 2887, 'North', (13, 13))
Element 44: (1, (13, 13), ['', '', '%', '%'], [(17, 4), (9, 10), (15, 12)], [False, False, True, True], 12, False, [False, False, False, False], 2886, 'West', (12, 13))
Element 45: (1, (12, 13), ['', '', '%', ''], [(16, 4), (9, 11), (15, 11)], [False, False, True, False], 10, False, [False, False, False, False], 2885, 'South', (12, 12))
Element 46: (1, (12, 12), ['%', '', '', ''], [(15, 4), (8, 11), (14, 11)], [True, False, False, False], 8, False, [False, False, False, False], 2884, 'South', (12, 11))
Element 47: (1, (12, 11), ['', '%', '', 'G'], [(14, 4), (8, 10), (13, 11)], [False, True, False, False], 6, False, [False, False, False, False], 2883, 'West', (11, 11))
Element 48: (1, (11, 11), ['', '%', '%', ''], [(14, 5), (8, 11), (13, 11)], [False, True, True, False], 4, False, [False, False, False, False], 2882, 'West', (10, 11))
Element 49: (1, (10, 11), ['', '%', '', ''], [(13, 5), (7, 11), (13, 12)], [False, True, False, False], 2, False, [False, False, False, False], 2891, 'North', (10, 12))
Element 50: (1, (10, 12), ['', '', '%', '%'], [(13, 5), (7, 12), (13, 11)], [False, False, True, True], 0, False, [False, False, False, False], 2900, 'Stop', (10, 12))
Element 51: #0#
