Element 1: (0, (5, 3), ['.', '%', '%', '.'], [(2, 2), (14, 7), (17, 8)], [False, True, True, False], 98, False, [True, False, False, True], 0, 'East', (6, 3))
Element 2: (0, (6, 3), ['', '%', '.', '.'], [(3, 2), (15, 7), (17, 9)], [False, True, False, False], 96, False, [False, False, True, True], 39, 'East', (7, 3))
Element 3: (0, (7, 3), ['', 'F', '.', '.'], [(4, 2), (16, 7), (17, 10)], [False, False, False, False], 94, False, [False, False, True, True], 78, 'South', (7, 2))
Element 4: (0, (7, 2), ['%', '%', '', '.'], [(4, 3), (17, 7), (18, 10)], [True, True, False, False], 92, False, [False, False, False, True], 1107, 'East', (8, 2))
Element 5: (0, (8, 2), ['', '%', '.', '.'], [(4, 4), (17, 6), (18, 11)], [False, True, False, False], 90, False, [False, False, True, True], 1146, 'East', (9, 2))
Element 6: (0, (9, 2), ['', '%', '.', '.'], [(4, 5), (18, 6), (17, 11)], [False, True, False, False], 88, False, [False, False, True, True], 1185, 'East', (10, 2))
Element 7: (0, (10, 2), ['', '%', '.', '.'], [(5, 5), (18, 5), (18, 11)], [False, True, False, False], 86, False, [False, False, True, True], 1214, 'East', (11, 2))
Element 8: (0, (11, 2), ['', '.', '.', '.'], [(6, 5), (18, 4), (18, 10)], [False, False, False, False], 84, False, [False, True, True, True], 1243, 'East', (12, 2))
Element 9: (0, (12, 2), ['', '.', '.', '.'], [(7, 5), (18, 3), (17, 10)], [False, False, False, False], 82, False, [False, True, True, True], 1272, 'East', (13, 2))
Element 10: (0, (13, 2), ['', '%', '.', '%'], [(7, 6), (18, 2), (17, 11)], [False, True, False, True], 80, False, [False, False, True, False], 1301, 'North', (13, 3))
Element 11: (0, (13, 3), ['.', '', '.', '.'], [(8, 6), (18, 1), (17, 10)], [False, False, False, False], 78, False, [True, False, True, True], 1330, 'East', (14, 3))
Element 12: (0, (14, 3), ['', '%', '.', '.'], [(9, 6), (17, 1), (16, 10)], [False, True, False, False], 76, False, [False, False, True, True], 1369, 'East', (15, 3))
Element 13: (0, (15, 3), ['', '%', '.', '.'], [(10, 6), (16, 1), (16, 9)], [False, True, False, False], 74, False, [False, False, True, True], 2398, 'East', (16, 3))
Element 14: (0, (16, 3), ['', '%', '.', '.'], [(11, 6), (17, 1), (16, 8)], [False, True, False, False], 72, False, [False, False, True, True], 2427, 'East', (17, 3))
Element 15: (0, (17, 3), ['', 'G', '.', ''], [(12, 6), (17, 2), (15, 8)], [False, False, False, False], 70, False, [False, False, True, False], 2466, 'North', (17, 4))
Element 16: (0, (17, 4), ['.', 'G', '.', ''], [(12, 7), (17, 3), (15, 9)], [False, False, False, False], 68, False, [True, False, True, False], 2495, 'North', (17, 5))
Element 17: (0, (17, 5), ['.', 'G', '', ''], [(13, 7), (17, 4), (15, 10)], [False, False, False, False], 66, False, [True, False, False, False], 2524, 'West', (16, 5))
Element 18: (0, (16, 5), ['.', 'G', '%', ''], [(13, 8), (16, 4), (15, 11)], [False, False, True, False], 64, False, [True, False, False, False], 2563, 'West', (15, 5))
Element 19: (0, (15, 5), ['.', 'G', '%', ''], [(12, 8), (15, 4), (15, 12)], [False, False, True, False], 62, False, [True, False, False, False], 2602, 'West', (14, 5))
Element 20: (0, (14, 5), ['.', 'G', '%', ''], [(12, 9), (14, 4), (15, 13)], [False, False, True, False], 60, False, [True, False, False, False], 2641, 'West', (13, 5))
Element 21: (0, (13, 5), ['%', 'G', '%', ''], [(11, 9), (13, 4), (16, 13)], [True, False, True, False], 58, False, [False, False, False, False], 2680, 'East', (14, 5))
Element 22: (0, (14, 5), ['G', '', '%', ''], [(11, 8), (13, 5), (17, 13)], [False, False, True, False], 56, False, [False, False, False, False], 2699, 'East', (15, 5))
Element 23: #1#
