Element 1: (2, (11, 8), ['F', '%', '.', '.'], [(8, 6), (8, 4), (15, 11)], [False, True, False, False], 98, False, [False, False, True, True], 19, 'West', (10, 8))
Element 2: (2, (10, 8), ['.', '.', '%', ''], [(9, 6), (9, 4), (15, 12)], [False, False, True, False], 96, False, [True, True, False, False], 1048, 'South', (10, 7))
Element 3: (2, (10, 7), ['.', 'G', '', '%'], [(10, 6), (10, 4), (15, 13)], [False, False, False, True], 94, False, [True, False, False, False], 1087, 'West', (9, 7))
Element 4: (2, (9, 7), ['.', '', '.', ''], [(11, 6), (11, 4), (16, 13)], [False, False, False, False], 92, False, [True, False, True, False], 1126, 'North', (9, 8))
Element 5: (2, (9, 8), ['.', '', '%', ''], [(12, 6), (11, 5), (17, 13)], [False, False, True, False], 90, False, [True, False, False, False], 1165, 'West', (8, 8))
Element 6: (2, (8, 8), ['.', '.', '%', ''], [(12, 7), (10, 5), (18, 13)], [False, False, True, False], 88, False, [True, True, False, False], 1204, 'South', (8, 7))
Element 7: (2, (8, 7), ['.', '', '', ''], [(13, 7), (9, 5), (17, 13)], [False, False, False, False], 86, False, [True, False, False, False], 1233, 'West', (7, 7))
Element 8: (2, (7, 7), ['%', '', '.', ''], [(14, 7), (9, 6), (16, 13)], [True, False, False, False], 84, False, [False, False, True, False], 1252, 'North', (7, 8))
Element 9: (2, (7, 8), ['.', '', '.', ''], [(15, 7), (10, 6), (15, 13)], [False, False, False, False], 82, False, [True, False, True, False], 1271, 'North', (7, 9))
Element 10: (2, (7, 9), ['.', '', '%', '%'], [(16, 7), (11, 6), (15, 12)], [False, False, True, True], 80, False, [True, False, False, False], 1290, 'West', (6, 9))
Element 11: (2, (6, 9), ['.', '.', '.', ''], [(17, 7), (12, 6), (14, 12)], [False, False, False, False], 78, False, [True, True, True, False], 1319, 'North', (6, 10))
Element 12: (2, (6, 10), ['.', '', '%', '%'], [(17, 8), (12, 7), (14, 11)], [False, False, True, True], 76, False, [True, False, False, False], 1348, 'West', (5, 10))
Element 13: (2, (5, 10), ['.', '.', '.', ''], [(17, 9), (12, 8), (13, 11)], [False, False, False, False], 74, False, [True, True, True, False], 1387, 'North', (5, 11))
Element 14: (2, (5, 11), ['.', '', '%', '%'], [(17, 10), (13, 8), (13, 12)], [False, False, True, True], 72, False, [True, False, False, False], 1426, 'West', (4, 11))
Element 15: (2, (4, 11), ['.', '.', '.', ''], [(18, 10), (13, 7), (13, 13)], [False, False, False, False], 70, False, [True, True, True, False], 1455, 'North', (4, 12))
Element 16: (2, (4, 12), ['.', '', '%', '%'], [(18, 11), (14, 7), (12, 13)], [False, False, True, True], 68, False, [True, False, False, False], 1484, 'West', (3, 12))
Element 17: (2, (3, 12), ['.', '.', '.', ''], [(17, 11), (15, 7), (12, 12)], [False, False, False, False], 66, False, [True, True, True, False], 1513, 'North', (3, 13))
Element 18: (2, (3, 13), ['.', '', '%', '%'], [(18, 11), (15, 8), (12, 11)], [False, False, True, True], 64, False, [True, False, False, False], 1542, 'West', (2, 13))
Element 19: (2, (2, 13), ['.', '.', '%', ''], [(18, 10), (16, 8), (11, 11)], [False, False, True, False], 62, False, [True, True, False, False], 1571, 'South', (2, 12))
Element 20: (2, (2, 12), ['.', '.', '', ''], [(17, 10), (16, 9), (10, 11)], [False, False, False, False], 60, False, [True, True, False, False], 1600, 'South', (2, 11))
Element 21: (2, (2, 11), ['.', '%', '', '.'], [(17, 11), (16, 10), (10, 12)], [False, True, False, False], 58, False, [True, False, False, True], 1629, 'East', (3, 11))
Element 22: (2, (3, 11), ['', '%', '', ''], [(17, 10), (15, 10), (9, 12)], [False, True, False, False], 56, False, [False, False, False, False], 1658, 'West', (2, 11))
Element 23: (2, (2, 11), ['.', '%', '', ''], [(16, 10), (15, 9), (9, 13)], [False, True, False, False], 54, False, [True, False, False, False], 1677, 'West', (1, 11))
Element 24: (2, (1, 11), ['%', '%', '.', ''], [(16, 9), (14, 9), (8, 13)], [True, True, False, False], 52, False, [False, False, True, False], 1706, 'North', (1, 12))
Element 25: (2, (1, 12), ['%', '', '.', ''], [(16, 8), (15, 9), (8, 12)], [True, False, False, False], 50, False, [False, False, True, False], 1725, 'North', (1, 13))
Element 26: (2, (1, 13), ['%', '', '%', ''], [(15, 8), (15, 10), (8, 11)], [True, False, True, False], 48, False, [False, False, False, False], 1744, 'South', (1, 12))
Element 27: (2, (1, 12), ['%', '', '', ''], [(15, 9), (15, 11), (9, 11)], [True, False, False, False], 46, False, [False, False, False, False], 1753, 'South', (1, 11))
Element 28: (2, (1, 11), ['%', '%', '', ''], [(15, 10), (15, 12), (9, 10)], [True, True, False, False], 44, False, [False, False, False, False], 1762, 'East', (2, 11))
Element 29: (2, (2, 11), ['', '%', '', ''], [(15, 11), (15, 13), (8, 10)], [False, True, False, False], 42, False, [False, False, False, False], 1771, 'North', (2, 12))
